ID	NAMES	EQUATION
MAL0001	hexokinase	atp[0] dglc[0] => h[0] adp[0] dg6p[0]
MAL0002	Glucose-6-phosphate isomerase	dg6p[0] => f6p[0]
MAL0003	6-phosphofructokinase	atp[0] f6p[0] => h[0] adp[0] f16p[0]
MAL0004	fructose-bisphosphatase	h[0] f16p[0] h2o[0] => f6p[0] pi[0]
MAL0005	Fructose-bisphosphate aldolase	h[0] f16p[0] => t3p1[0] t3p2[0]
MAL0006	triosephosphate isomerase (TIM)	h[0] t3p2[0] => t3p1[0]
MAL0007	glyceraldehyde-3-phosphate dehydrogenase	pi[0] t3p1[0] nad[0] => (3) h[0] nadh[0] 13pdg[0]
MAL0008	Phosphoglycerate kinase	adp[0] 13pdg[0] => atp[0] 3pg[0]
MAL0009	Phosphoglycerate mutase	3pg[0] => 2pg[0]
MAL0010	phosphopyruvate hydratase	h[0] 2pg[0] => h2o[0] pep[0]
MAL0011	pyruvate kinase	adp[0] pep[0] => atp[0] pyr[0]
MAL0012	pyruvate, water dikinase	atp[0] pi[0] pyr[0] => h[0] pep[0] amp[0] ppi[0]
MAL0013	aldehyde dehydrogenase (NAD+)	h2o[0] nad[0] acal[0] => (2) h[0] nadh[0] ac[0]
MAL0014	aldehyde dehydrogenase [NAD(P)[c] +]	h2o[0] acal[0] nadp[0] => (2) h[0] ac[0] nadph[0]
MAL0015	L-lactate dehydrogenase	h[0] nadh[0] pyr[0] => nad[0] llac[0]
MAL0016	hexokinase	atp[0] glcn[0] => h[0] adp[0] ga6p[0]
MAL0017	Alcohol dehydrogenase (NADP[c] +)	h[0] acal[0] nadph[0] => nadp[0] eth[0]
MAL0018	Alcohol dehydrogenase	h[0] nadh[0] acal[0] => nad[0] eth[0]
MAL0019	acetyl-CoA synthetase	ac[0] coa[0] atp[0] => accoa[0] ppi[0] amp[0]
MAL0020	acetyl-CoA synthetase	ac[0] coa[0] atp[0] => accoa[0] ppi[0] amp[0]
MAL0021	acetyl-CoA synthetase	atp[0] ac[0] coa[0] => amp[0] ppi[0] accoa[0]
MAL0022	Pyruvate dehydrogenase complex	coa[0] pyr[0] nad[0] => accoa[0] nadh[0] co2[0]
MAL0023	Phosphoglucomutase	g1p[0] => dg6p[0]
MAL0024	ATP citrate synthase	atp[0] h[0] coa[0] cit[0] => adp[0] pi[0] accoa[0] oa[0]
MAL0025	Aconitate hydratase	cit[0] => icit[0]
MAL0026	Isocitrate dehydrogenase (NADP[c] +)	nadp[0] icit[0] => nadph[0] akg[0] co2[0]
MAL0027	Isocitrate dehydrogenase (NADP[c] +)	icit[0] nadp[0] => co2[0] akg[0] nadph[0]
MAL0028	Isocitrate dehydrogenase (NAD[e] +)	nad[0] icit[0] => nadh[0] co2[0] akg[0]
MAL0029	2-Oxoglutarate dehydrogenase complex	coa[0] nad[0] akg[0] => nadh[0] co2[0] succoa[0]
MAL0030	Succinate-CoA ligase (ADP-forming)	coa[0] atp[0] succ[0] h[0] => succoa[0] pi[0] adp[0]
MAL0031	Succinate dehydrogenase (ubiquinone)	succ[0] q[0] => fum[0] qh2[0]
MAL0032	Fumarate hydratase	fum[0] h2o[0] => mal[0]
MAL0033	Malate dehydrogenase	nad[0] mal[0] => nadh[0] h[0] oa[0]
MAL0034	Malate dehydrogenase	nad[0] mal[0] => h[0] nadh[0] oa[0]
