ID	NAMES	EQUATION	TRANSPORT	ADJUSTED	MATCH	COMPLETE	MODELSEED	MS DEFINITION
MAL0001	hexokinase	atp[0] dglc(cpd00027)[0] => h[0] adp[0] dg6p(cpd00079)[0]	N	N	Y	N	rxn06118	(1) D-Glucose[0] => (1) D-glucose-6-phosphate[0]
MAL0002	Glucose-6-phosphate isomerase	dg6p(cpd00079)[0] => f6p[0]	N	N	N	N	frxn48576	
MAL0003	6-phosphofructokinase	atp[0] f6p[0] => h[0] adp[0] f16p(cpd19036)[0]	N	N	N	N	frxn48577	
MAL0004	fructose-bisphosphatase	h[0] f16p(cpd19036)[0] h2o[0] => f6p[0] pi[0]	N	N	N	N	frxn48577	 <=> (1) beta-D-Fructose 1,6-bisphosphate[0]
MAL0005	Fructose-bisphosphate aldolase	h[0] f16p(cpd19036)[0] => t3p1(cpd00102)[0] t3p2(cpd00095)[0]	N	N	Y	N	rxn15116	(1) beta-D-Fructose 1,6-bisphosphate[0] <=> (1) Glycerone-phosphate[0] + (1) Glyceraldehyde3-phosphate[0]
MAL0006	triosephosphate isomerase (TIM)	h[0] t3p2(cpd00095)[0] => t3p1(cpd00102)[0]	N	N	Y	N	rxn00747	(1) Glyceraldehyde3-phosphate[0] <=> (1) Glycerone-phosphate[0]
MAL0007	glyceraldehyde-3-phosphate dehydrogenase	pi[0] t3p1(cpd00102)[0] nad[0] => (3) h[0] nadh[0] 13pdg(cpd00203)[0]	N	N	N	N	frxn48578	
MAL0008	Phosphoglycerate kinase	adp[0] 13pdg(cpd00203)[0] => atp[0] 3pg[0]	N	N	N	N	frxn48579	
MAL0009	Phosphoglycerate mutase	3pg[0] => 2pg[0]	N	N	Y	N	rxn14003	 <=> 
MAL0010	phosphopyruvate hydratase	h[0] 2pg[0] => h2o[0] pep[0]	N	N	Y	N	rxn14003	 <=> 
MAL0011	pyruvate kinase	adp[0] pep[0] => atp[0] pyr[0]	N	N	Y	N	rxn14003	 <=> 
MAL0012	pyruvate, water dikinase	atp[0] pi[0] pyr[0] => h[0] pep[0] amp[0] ppi[0]	N	N	Y	N	rxn14003	 <=> 
MAL0013	aldehyde dehydrogenase (NAD+)	h2o[0] nad[0] acal(cpd00071)[0] => (2) h[0] nadh[0] ac[0]	N	N	N	N	frxn48580	
MAL0014	aldehyde dehydrogenase [NAD(P)[c] +]	h2o[0] acal(cpd00071)[0] nadp[0] => (2) h[0] ac[0] nadph[0]	N	N	N	N	frxn48580	(1) Acetaldehyde[0] <=> 
MAL0015	L-lactate dehydrogenase	h[0] nadh[0] pyr[0] => nad[0] llac(cpd00159)[0]	N	N	N	N	frxn48581	
MAL0016	hexokinase	atp[0] glcn[0] => h[0] adp[0] ga6p(cpd00288)[0]	N	N	N	N	frxn48582	
MAL0017	Alcohol dehydrogenase (NADP[c] +)	h[0] acal(cpd00071)[0] nadph[0] => nadp[0] eth(cpd00363)[0]	N	N	N	N	frxn48583	
MAL0018	Alcohol dehydrogenase	h[0] nadh[0] acal(cpd00071)[0] => nad[0] eth(cpd00363)[0]	N	N	N	N	frxn48583	(1) Acetaldehyde[0] <=> (1) Ethanol[0]
MAL0019	acetyl-CoA synthetase	ac[0] coa[0] atp[0] => accoa[0] ppi[0] amp[0]	N	N	Y	N	rxn14003	 <=> 
MAL0020	acetyl-CoA synthetase	ac[0] coa[0] atp[0] => accoa[0] ppi[0] amp[0]	N	N	Y	N	rxn14003	 <=> 
MAL0021	acetyl-CoA synthetase	atp[0] ac[0] coa[0] => amp[0] ppi[0] accoa[0]	N	N	Y	N	rxn14003	 <=> 
MAL0022	Pyruvate dehydrogenase complex	coa[0] pyr[0] nad[0] => accoa[0] nadh[0] co2[0]	N	N	Y	N	rxn14003	 <=> 
MAL0023	Phosphoglucomutase	g1p[0] => dg6p(cpd00079)[0]	N	N	N	N	frxn48576	(1) D-glucose-6-phosphate[0] <=> 
MAL0024	ATP citrate synthase	atp[0] h[0] coa(cpd00032)[0] cit[0] => adp[0] pi[0] accoa(cpd00032)[0] oa(cpd00032)[0]	N	N	N	N	frxn48584	
MAL0025	Aconitate hydratase	cit[0] => icit[0]	N	N	Y	N	rxn14003	 <=> 
MAL0026	Isocitrate dehydrogenase (NADP[c] +)	nadp[0] icit[0] => nadph[0] akg[0] co2[0]	N	N	Y	N	rxn14003	 <=> 
MAL0027	Isocitrate dehydrogenase (NADP[c] +)	icit[0] nadp[0] => co2[0] akg[0] nadph[0]	N	N	Y	N	rxn14003	 <=> 
MAL0028	Isocitrate dehydrogenase (NAD[e] +)	nad[0] icit[0] => nadh[0] co2[0] akg[0]	N	N	Y	N	rxn14003	 <=> 
MAL0029	2-Oxoglutarate dehydrogenase complex	coa[0] nad[0] akg[0] => nadh[0] co2[0] succoa[0]	N	N	Y	N	rxn14003	 <=> 
MAL0030	Succinate-CoA ligase (ADP-forming)	coa[0] atp[0] succ[0] h[0] => succoa[0] pi[0] adp[0]	N	N	Y	N	rxn14003	 <=> 
MAL0031	Succinate dehydrogenase (ubiquinone)	succ[0] q[0] => fum[0] qh2[0]	N	N	Y	N	rxn14003	 <=> 
MAL0032	Fumarate hydratase	fum[0] h2o[0] => mal(cpd00130)[0]	N	N	N	N	frxn48585	
MAL0033	Malate dehydrogenase	nad[0] mal(cpd00130)[0] => nadh[0] h[0] oa(cpd00032)[0]	N	N	Y	N	rxn28275	(1) L-Malate[0] => (1) Oxaloacetate[0] + (2) H+[0]
MAL0034	Malate dehydrogenase	nad[0] mal(cpd00130)[0] => h[0] nadh[0] oa(cpd00032)[0]	N	N	Y	N	rxn28275	(1) L-Malate[0] => (1) Oxaloacetate[0] + (2) H+[0]
MAL0035	Pyruvate carboxylase	atp[0] h2o[0] pyr[0] co2[0] => h[0] adp[0] pi[0] oa(cpd00032)[0]	N	N	N	N	frxn48584	 <=> (1) Oxaloacetate[0]
MAL0036	phosphoenolpyruvate carboxykinase	atp[0] h[0] oa(cpd00032)[0] => adp[0] pep[0] co2[0]	N	N	N	N	frxn48584	 <=> (1) Oxaloacetate[0]
MAL0037	phosphoenolpyruvate carboxykinase (GTP)	h[0] oa(cpd00032)[0] gtp[0] => co2[0] gdp[0] pep[0]	N	N	N	N	frxn48584	 <=> (1) Oxaloacetate[0]
MAL0038	glucose-6-phosphate dehydrogenase	dg6p(cpd00079)[0] nadp[0] => h[0] nadph[0] d6pgl(cpd00911)[0]	N	N	N	N	frxn48586	
MAL0039	6-phosphogluconolactonase	h2o[0] d6pgl(cpd00911)[0] => h[0] d6pgc(cpd00284)[0]	N	N	Y	N	rxn30593	(1) 6-phospho-D-glucono-1-5-lactone[0] => (1) 6-Phospho-D-gluconate[0]
MAL0040	6-phosphogluconolactonase	h2o[0] d6pgl(cpd00911)[0] => h[0] d6pgc(cpd00284)[0]	N	N	Y	N	rxn30593	(1) 6-phospho-D-glucono-1-5-lactone[0] => (1) 6-Phospho-D-gluconate[0]
MAL0041	Phosphogluconate dehydrogenase (decarboxylating)	nadp[0] d6pgc(cpd00284)[0] => nadph[0] co2[0] rl5p(cpd00171)[0]	N	N	N	N	frxn48587	
MAL0042	Ribulose-phosphate 3-epimerase	rl5p(cpd00171)[0] => x5p(cpd00198)[0]	N	N	Y	Y	rxn01116	(1) D-Ribulose5-phosphate[0] <=> (1) D-Xylulose5-phosphate[0]
MAL0043	Transketolase	h[0] r5p[0] x5p(cpd00198)[0] => t3p1(cpd00102)[0] s7p[0]	N	N	N	N	frxn48588	
MAL0044	Transketolase	h[0] x5p(cpd00198)[0] r5p[0] => t3p1(cpd00102)[0] s7p[0]	N	N	N	N	frxn48588	(1) D-Xylulose5-phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0]
MAL0045	Transketolase	h[0] x5p(cpd00198)[0] e4p[0] => t3p1(cpd00102)[0] f6p[0]	N	N	N	N	frxn48588	(1) D-Xylulose5-phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0]
MAL0046	Transketolase	h[0] x5p(cpd00198)[0] e4p[0] => f6p[0] t3p1(cpd00102)[0]	N	N	N	N	frxn48588	(1) D-Xylulose5-phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0]
MAL0047	Transaldolase	t3p1(cpd00102)[0] s7p[0] => h[0] f6p[0] e4p[0]	N	N	N	N	frxn48589	
MAL0048	Ribose-5-phosphate isomerase	rl5p(cpd00171)[0] => r5p[0]	N	N	N	N	frxn48590	
MAL0049	Deoxyribokinase	atp[0] doris(cpd01242)[0] => h[0] adp[0] 2dr5p[0]	N	N	N	N	frxn48591	
MAL0050	Phosphoglucomutase	r1p[0] => r5p[0]	N	N	Y	N	rxn14003	 <=> 
MAL0051	ribose-phosphate diphosphokinase	atp[0] r5p[0] => amp[0] h[0] prpp[0]	N	N	Y	N	rxn14003	 <=> 
MAL0052	ribose-phosphate diphosphokinase	atp[0] r5p[0] => h[0] amp[0] prpp[0]	N	N	Y	N	rxn14003	 <=> 
MAL0053	phosphopentomutase	2dr5p[0] => 2dr1p[0]	N	N	Y	N	rxn14003	 <=> 
MAL0054	Gluconokinase	atp[0] glcnt(cpd00222)[0] => h[0] adp[0] d6pgc(cpd00284)[0]	N	N	N	N	frxn48592	
MAL0055	UDP-glucose 6-dehydrogenase	h2o[0] (2) nad[0] udpg[0] => (3) h[0] (2) nadh[0] udpge(cpd00144)[0]	N	N	N	N	frxn48593	
MAL0056	UTP-glucose-1-phosphate uridylyltransferase	h[0] g1p[0] utp[0] => ppi[0] udpg[0]	N	N	Y	N	rxn14003	 <=> 
MAL0057	xylulokinase	atp[0] xul(cpd00259)[0] => h[0] adp[0] x5p(cpd00198)[0]	N	N	N	N	frxn48594	
MAL0058	Mannose-6-phosphate isomerase	man6p[0] => f6p[0]	N	N	Y	N	rxn14003	 <=> 
MAL0059	Phosphomannomutase	man6p[0] => man1p[0]	N	N	Y	N	rxn14003	 <=> 
MAL0060	Mannose-1-phosphate guanylyltransferase	h[0] man1p[0] gtp[0] => ppi[0] gdpman(cpd00083)[0]	N	N	N	N	frxn48595	
