MS ID	Old MS ID	External ID	Source
cpd00201	cpd00201	10fthf	BiGG1
cpd11255		12d3k5m	BiGG1
cpd11422	cpd11422	12dag3p	BiGG1
cpd11422		12dag3p_BS	BiGG1
cpd11422		12dag3p_PA	BiGG1
cpd19004	cpd11423	12dgr	BiGG1
cpd15306	cpd15306	12dgr120	BiGG1
cpd15307	cpd15307	12dgr140	BiGG1
cpd15308	cpd15308	12dgr141	BiGG1
cpd15309	cpd15309	12dgr160	BiGG1
cpd15310	cpd15310	12dgr161	BiGG1
cpd15311	cpd15311	12dgr180	BiGG1
cpd15312	cpd15312	12dgr181	BiGG1
cpd29706		12dgr2_ST	BiGG1
cpd11423		12dgr_BS	BiGG1
cpd19004	cpd11423	12dgr_EC	BiGG1
cpd16060	cpd16060	12dgr_SA	BiGG1
cpd15192	cpd15192	12dgr_SC	BiGG1
cpd01861	cpd01861	12ppd-R	BiGG1
cpd19024	cpd00453	12ppd-S	BiGG1
cpd11791	cpd11791	13BDglcn	BiGG1
cpd15303	cpd15303	13BDglcnb	BiGG1
cpd00726	cpd00726	13dampp	BiGG1
cpd00203	cpd00203	13dpg	BiGG1
cpd12085		14bxyl	BiGG1
cpd11735	cpd11735	14glucan	BiGG1
cpd11735	cpd11735	14glun	BiGG1
cpd01155	cpd01155	15dap	BiGG1
cpd12121	cpd12121	16BDglcn	BiGG1
cpd00910	cpd00910	1Dgali	BiGG1
cpd00517		1ag3p	BiGG1
cpd19029	cpd00517	1ag3p_SC	BiGG1
cpd15193	cpd15193	1agly3p_SC	BiGG1
cpd16871	cpd16871	1agpc_SC	BiGG1
cpd15313	cpd15313	1agpe120	BiGG1
cpd15314	cpd15314	1agpe140	BiGG1
cpd15315	cpd15315	1agpe141	BiGG1
cpd15316	cpd15316	1agpe160	BiGG1
cpd15317	cpd15317	1agpe161	BiGG1
cpd12547	cpd12547	1agpe180	BiGG1
cpd29665		1agpe181	BiGG1
cpd15318	cpd15318	1agpg120	BiGG1
cpd15319	cpd15319	1agpg140	BiGG1
cpd15320	cpd15320	1agpg141	BiGG1
cpd15321	cpd15321	1agpg160	BiGG1
cpd15322	cpd15322	1agpg161	BiGG1
cpd15323	cpd15323	1agpg180	BiGG1
cpd15324	cpd15324	1agpg181	BiGG1
cpd19039	cpd02039	1ap2ol	BiGG1
cpd02547		1ap2olp	BiGG1
cpd03803		1cxvcxp	BiGG1
cpd15325	cpd15325	1ddecg3p	BiGG1
cpd15326	cpd15326	1hdec9eg3p	BiGG1
cpd15327	cpd15327	1hdecg3p	BiGG1
cpd02484	cpd02484	1in3p	BiGG1
cpd01866	cpd01866	1mncam	BiGG1
cpd15912	cpd15912	1msg3p	BiGG1
cpd15328	cpd15328	1odec11eg3p	BiGG1
cpd15329	cpd15329	1odecg3p	BiGG1
cpd02625	cpd02625	1p3h5c	BiGG1
cpd00922		1pipdn2c	BiGG1
cpd02431	cpd02431	1pyr5c	BiGG1
cpd11311		1pyrr	BiGG1
cpd15330	cpd15330	1tdec7eg3p	BiGG1
cpd15331	cpd15331	1tdecg3p	BiGG1
cpd00776	cpd00776	2,3epsq	BiGG1
cpd01570	cpd01570	23camp	BiGG1
cpd01571	cpd01571	23ccmp	BiGG1
cpd03702	cpd03702	23cgmp	BiGG1
cpd01572	cpd01572	23cump	BiGG1
cpd03828	cpd03828	23dappa	BiGG1
cpd29666	cpd02566	23ddhb	BiGG1
cpd00168	cpd00168	23dhb	BiGG1
cpd02494	cpd02494	23dhba	BiGG1
cpd02582	cpd15332	23dhbzs	BiGG1
cpd02120	cpd02120	23dhdp	BiGG1
cpd19030	cpd02498	23dhmb	BiGG1
cpd19046	cpd02535	23dhmp	BiGG1
cpd02784	cpd02784	23doguln	BiGG1
cpd00853	cpd00853	23dpg	BiGG1
cpd02095		24dab	BiGG1
cpd03708		24dhh2ed	BiGG1
cpd03708		24dhhed	BiGG1
cpd19032	cpd02921	25aics	BiGG1
cpd02536		25d5o2a	BiGG1
cpd00957	cpd00957	25dhpp	BiGG1
cpd29703	cpd00957	25dhpp25drapp	BiGG1
cpd01793	cpd01793	25dkglcn	BiGG1
cpd00340		25dop	BiGG1
cpd00957	cpd00957	25drapp	BiGG1
cpd15807	cpd15807	25dthpp	BiGG1
cpd00504	cpd00504	26dap-LL	BiGG1
cpd00516	cpd00516	26dap-M	BiGG1
cpd00504	cpd00504	26dap_LL	BiGG1
cpd00516	cpd00516	26dap_M	BiGG1
cpd02685		26dapime	BiGG1
cpd03378	cpd03378	2a3pp	BiGG1
cpd02233		2aeppn	BiGG1
cpd15336	cpd15336	2agpe120	BiGG1
cpd15337	cpd15337	2agpe140	BiGG1
cpd15338	cpd15338	2agpe141	BiGG1
cpd15339	cpd15339	2agpe160	BiGG1
cpd15340	cpd15340	2agpe161	BiGG1
cpd15341	cpd15341	2agpe180	BiGG1
cpd15342	cpd15342	2agpe181	BiGG1
cpd15343	cpd15343	2agpg120	BiGG1
cpd15344	cpd15344	2agpg140	BiGG1
cpd15345	cpd15345	2agpg141	BiGG1
cpd15346	cpd15346	2agpg160	BiGG1
cpd15347	cpd15347	2agpg161	BiGG1
cpd15348	cpd15348	2agpg180	BiGG1
cpd15349	cpd15349	2agpg181	BiGG1
cpd19045	cpd00498	2ahbut	BiGG1
cpd16760	cpd16760	2ahhm3hd	BiGG1
cpd02920	cpd02920	2ahhmd	BiGG1
cpd00954	cpd00954	2ahhmp	BiGG1
cpd16763	cpd16763	2ahhmpo	BiGG1
cpd08626	cpd08626	2amsa	BiGG1
cpd01496	cpd01496	2amuc	BiGG1
cpd02211	cpd02211	2aobut	BiGG1
cpd11465		2beACP	BiGG1
cpd00938	cpd00938	2c25dho	BiGG1
cpd00956	cpd00956	2cpr5p	BiGG1
cpd02857	cpd02857	2dda7p	BiGG1
cpd15350	cpd15350	2ddecg3p	BiGG1
cpd02711	cpd02711	2ddg6p	BiGG1
cpd00176	cpd00176	2ddglcn	BiGG1
cpd00455	cpd00455	2dglc	BiGG1
cpd01795	cpd01795	2dglcn	BiGG1
cpd00894	cpd00894	2dh3dgal	BiGG1
cpd00945	cpd00945	2dh3dgal6p	BiGG1
cpd00480	cpd00480	2dhglcn	BiGG1
cpd11314	cpd15351	2dhguln	BiGG1
cpd00712	cpd00712	2dhp	BiGG1
cpd15913	cpd15913	2dmmq6	BiGG1
cpd29732	cpd11425	2dmmq7	BiGG1
cpd15352	cpd15352	2dmmq8	BiGG1
cpd15353	cpd15353	2dmmql8	BiGG1
cpd03805	cpd03805	2doxg6p	BiGG1
cpd00509	cpd00509	2dr1p	BiGG1
cpd00510	cpd00510	2dr5p	BiGG1
cpd11296		2h3k5m	BiGG1
cpd00843	cpd00843	2h3opp	BiGG1
cpd00843	cpd00843	2h3oppan	BiGG1
cpd03561	cpd03561	2hb	BiGG1
cpd03561		2hbut	BiGG1
cpd08209		2hchd	BiGG1
cpd15354	cpd15354	2hdec9eg3p	BiGG1
cpd15355	cpd15355	2hdecg3p	BiGG1
cpd03326		2hh24dd	BiGG1
