ID	NAMES	EQUATION	TRANSPORT	ADJUSTED	MATCH	COMPLETE	MODELSEED	MS DEFINITION
r1	Spontaneous conversion	DGLC(cpd00027)[0] => (0.33333) GLC(cpd19001)[0] (0.66667) bDGLC(cpd00190)[0]	N	N	N	Y	frxn00001	
r10	Hexokinase	ATP(cpd00002)[0] GLC(cpd19001)[0] => ADP(cpd00008)[0] G6P(cpd19006)[0]	N	N	Y	Y	rxn15249	(1) ATP[0] + (1) alpha-D-Glucose[0] => (1) ADP[0] + (1) H+[0] + (1) alpha-D-Glucose 6-phosphate[0]
r100	Fumarate hydratase	FUM(cpd00106)[0] H2O(cpd00001)[0] => MAL(cpd00130)[0]	N	N	Y	Y	rxn00799	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]
r1000	Gamma-glutamylcyclotransferase	ALAGLY[0] => 5OXOPRO[0] ALA(cpd00035)[0]	N	N	N	N	frxn00002	
r1001	Cysteinylglycinase aminopeptidase	CGLY[0] H2O(cpd00001)[0] => CYS(cpd00084)[0] GLY(cpd00033)[0]	N	N	N	N	frxn00003	
r1002	5-oxo-L-prolinase	5OXOPRO[0] ATP(cpd00002)[0] (2) H2O(cpd00001)[0] => ADP(cpd00008)[0] GLU(cpd00023)[0] PI(cpd00009)[0]	N	N	N	N	frxn00004	
r1003	5-oxo-L-prolinase	5OXOPRO[0] ATP(cpd00002)[0] (2) H2O(cpd00001)[0] => ADP(cpd00008)[0] GLU(cpd00023)[0] PI(cpd00009)[0]	N	N	N	N	frxn00004	(2) H2O[0] + (1) ATP[0] + (1) 5-oxo-L-proline_C5H7NO3[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate[0]
r1004	5-oxo-L-prolinase	5OXOPRO[0] ATP(cpd00002)[0] (2) H2O(cpd00001)[0] => ADP(cpd00008)[0] GLU(cpd00023)[0] PI(cpd00009)[0]	N	N	N	N	frxn00004	(2) H2O[0] + (1) ATP[0] + (1) 5-oxo-L-proline_C5H7NO3[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate[0]
r1005	5-oxo-L-prolinase	5OXOPRO[0] ATP(cpd00002)[0] (2) H2O(cpd00001)[0] => ADP(cpd00008)[0] GLU(cpd00023)[0] PI(cpd00009)[0]	N	N	N	N	frxn00004	(2) H2O[0] + (1) ATP[0] + (1) 5-oxo-L-proline_C5H7NO3[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate[0]
r1006	Glutathione peroxidase	H2O2(cpd00025)[0] (2) RGT(cpd00042)[0] => (2) H2O(cpd00001)[0] OGT(cpd00111)[0]	N	N	Y	Y	rxn00205	(1) H2O2[0] + (2) GSH[0] => (2) H2O[0] + (1) Oxidized glutathione[0]
r1007	Glutathione reductase	NADPH(cpd00005)[0] OGT(cpd00111)[0] => NADP(cpd00006)[0] (2) RGT(cpd00042)[0]	N	N	Y	Y	rxn00086	(1) NADP[0] + (2) GSH[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Oxidized glutathione[0]
r1008	Glutathione S-transferase	RGT(cpd00042)[0] RX(cpd11846)[0] => HX(cpd11684)[0] OGT(cpd00111)[0]	N	N	N	Y	frxn00005	
r1009	Glutathione S-transferase	RGT(cpd00042)[0] RX(cpd11846)[0] => HX(cpd11684)[0] OGT(cpd00111)[0]	N	N	N	Y	frxn00005	(1) GSH[0] + (1) RX[0] <=> (1) Oxidized glutathione[0] + (1) Halide[0]
r101	NAD-dependent malate dehydrogenase	MAL(cpd00130)[0] NAD(cpd00003)[0] => NADH(cpd00004)[0] OA(cpd00032)[0]	N	N	Y	Y	rxn00248	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]
r1010	Glutathione S-transferase	RGT(cpd00042)[0] RX(cpd11846)[0] => HX(cpd11684)[0] OGT(cpd00111)[0]	N	N	N	Y	frxn00005	(1) GSH[0] + (1) RX[0] <=> (1) Oxidized glutathione[0] + (1) Halide[0]
r1011	Glutathione S-transferase	RGT(cpd00042)[0] RX(cpd11846)[0] => HX(cpd11684)[0] OGT(cpd00111)[0]	N	N	N	Y	frxn00005	(1) GSH[0] + (1) RX[0] <=> (1) Oxidized glutathione[0] + (1) Halide[0]
r1012	Glutathione S-transferase	RGT(cpd00042)[0] RX(cpd11846)[0] => HX(cpd11684)[0] OGT(cpd00111)[0]	N	N	N	Y	frxn00005	(1) GSH[0] + (1) RX[0] <=> (1) Oxidized glutathione[0] + (1) Halide[0]
