#ID	Name	Compartment	Charge	boundary Condition
M_h2o_m	water	m	UNDEF	false
M_c8hcoa_m	3-hydroxyoctanoyl-CoA	m	UNDEF	false
M_c8dcoa_m	trans-oct-2-enoyl-CoA	m	UNDEF	false
M_c10dcoa_m	trans-dec-2-enoyl-CoA	m	UNDEF	false
M_c10hcoa_m	3-hydroxydecanoyl-CoA	m	UNDEF	false
M_h_m	Hydron	m	UNDEF	false
M_nad_m	Nicotinamide adenine dinucleotide	m	UNDEF	false
M_c4hcoa_m	3-hydroxybutyryl-CoA	m	UNDEF	false
M_aaccoa_m	acetoacetyl-CoA	m	UNDEF	false
M_nadh_m	Reduced nicotinamide adenine dinucleotide	m	UNDEF	false
M_c6ocoa_m	3-oxohexanoyl-CoA	m	UNDEF	false
M_c6hcoa_m	3-hydroxyhexanoyl-CoA	m	UNDEF	false
M_c8ocoa_m	3-oxooctanoyl-CoA	m	UNDEF	false
M_c10ocoa_m	3-oxodecanoyl-CoA	m	UNDEF	false
M_c12hcoa_m	3-hydroxylauroyl-CoA	m	UNDEF	false
M_c12dcoa_m	trans-dodec-2-enoyl-CoA	m	UNDEF	false
M_c14hcoa_m	3-hydroxymyristoyl-CoA	m	UNDEF	false
M_c14dcoa_m	trans-tetradec-2-enoyl-CoA	m	UNDEF	false
M_c16hcoa_m	3-hydroxypalmitoyl-CoA	m	UNDEF	false
M_c16dcoa_m	trans-hexadec-2-enoyl-CoA	m	UNDEF	false
M_c18dcoa_m	trans-octadec-2-enoyl-CoA	m	UNDEF	false
M_c18hcoa_m	3-hydroxystearoyl-CoA	m	UNDEF	false
M_avn_c	averantin	c	UNDEF	false
M_nadp_c	Nicotinamide adenine dinucleotide phosphate	c	UNDEF	false
M_h_c	Hydron	c	UNDEF	false
M_nor_c	norsolorinic acid	c	UNDEF	false
M_nadph_c	Reduced nicotinamide adenine dinucleotide phosphate	c	UNDEF	false
M_st_c	sterigmatocystin	c	UNDEF	false
M_sah_c	S-adenosyl-L-homocysteine	c	UNDEF	false
M_sam_c	S-adenosyl-L-methionine	c	UNDEF	false
M_dmst_c	6-demethylsterigmatocystin	c	UNDEF	false
M_dhdmst_c	dihydrodemethylsterigmatocystin	c	UNDEF	false
M_dhst_c	dihydrosterigmatocystin	c	UNDEF	false
M_h2o_c	water	c	UNDEF	false
M_nh3_c	Ammonia	c	UNDEF	false
M_bn_c	benzonitrile	c	UNDEF	false
M_ba_c	benzoate	c	UNDEF	false
M_bfor_c	phenylglyoxylate	c	UNDEF	false
M_co2_c	CO2	c	UNDEF	false
M_bal_c	benzaldehyde	c	UNDEF	false
M_coac_e	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	e	UNDEF	false
M_cmuc_e	3-Carboxy-cis,cis-muconate	e	UNDEF	false
M_o2_c	oxygen	c	UNDEF	false
M_muc_c	cis,cis-Muconate	c	UNDEF	false
M_ccl_c	catechol	c	UNDEF	false
M_3hba_c	3-hydroxybenzoate	c	UNDEF	false
M_pcace_c	3,4-dihydroxybenzoate	c	UNDEF	false
M_3oa_c	3-oxoadipate	c	UNDEF	false
M_2mac_c	2-maleylacetate	c	UNDEF	false
M_succoa_m	succinyl-CoA	m	UNDEF	false
M_3oacoa_m	3-oxoadipyl-CoA	m	UNDEF	false
M_accoa_m	acetyl-CoA	m	UNDEF	false
M_coa_m	coenzyme A	m	UNDEF	false
M_tre_c	alpha,alpha-trehalose	c	UNDEF	false
M_tre_e	alpha,alpha-trehalose	e	UNDEF	false
M_urea_c	urea	c	UNDEF	false
M_adp_c	Adenosine 5'-diphosphate	c	UNDEF	false
M_ureac_c	urea-1-carboxylate	c	UNDEF	false
M_pi_c	phosphate	c	UNDEF	false
M_atp_c	Adenosine 5'-triphosphate	c	UNDEF	false
M_hco3_c	Hydrogencarbonate	c	UNDEF	false
M_nh4oh_c	ammonium hydroxide	c	UNDEF	false
M_hno2_c	nitrite	c	UNDEF	false
M_hno3_c	nitrate	c	UNDEF	false
M_nad_c	Nicotinamide adenine dinucleotide	c	UNDEF	false
M_nadh_c	Reduced nicotinamide adenine dinucleotide	c	UNDEF	false
M_frid_c	Formamide	c	UNDEF	false
M_for_c	formate	c	UNDEF	false
M_glu_c	L-glutamate	c	UNDEF	false
M_gln_c	L-glutamine	c	UNDEF	false
M_c161coa_m	hexadecenoyl-CoA	m	UNDEF	false
M_c161coa_c	hexadecenoyl-CoA	c	UNDEF	false
M_ppi_c	diphosphate	c	UNDEF	false
M_pram_c	5-phospho-D-ribosylamine	c	UNDEF	false
M_prpp_c	5-phospho-alpha-D-ribose 1-diphosphate	c	UNDEF	false
M_r1p_c	D-ribose 1-phosphate	c	UNDEF	false
M_xtsine_c	xanthosine	c	UNDEF	false
M_xan_c	xanthine	c	UNDEF	false
M_dr1p_c	2-Deoxy-D-ribose 1-phosphate	c	UNDEF	false
M_dg_c	deoxyguanosine	c	UNDEF	false
M_gn_c	guanine	c	UNDEF	false
M_inos_c	inosine	c	UNDEF	false
M_hyxn_c	hypoxanthine	c	UNDEF	false
M_mal_e	(S)-malate	e	UNDEF	false
M_amp_c	Adenosine 5'-monophosphate	c	UNDEF	false
M_damp_c	2'-Deoxyadenosine 5'-phosphate	c	UNDEF	false
M_dadp_c	2'-Deoxyadenosine 5'-diphosphate	c	UNDEF	false
M_ad_c	adenine	c	UNDEF	false
M_da_c	deoxyadenosine	c	UNDEF	false
M_adn_c	adenosine	c	UNDEF	false
M_c162coa_m	hexadecadienoyl-CoA	m	UNDEF	false
M_c162coa_c	hexadecadienoyl-CoA	c	UNDEF	false
M_obut_c	2-oxobutanoate	c	UNDEF	false
M_thr_c	L-threonine	c	UNDEF	false
M_glx_c	glyoxylate	c	UNDEF	false
M_akg_c	2-oxoglutarate	c	UNDEF	false
M_gly_c	glycine	c	UNDEF	false
M_ser_c	L-serine	c	UNDEF	false
M_3pser_c	O-phospho-L-serine	c	UNDEF	false
M_phser_c	O-phospho-L-homoserine	c	UNDEF	false
M_hser_c	L-homoserine	c	UNDEF	false
M_acal_c	acetaldehyde	c	UNDEF	false
M_thf_m	tetrahydrofolate	m	UNDEF	false
M_metthf_m	5,10-methylenetetrahydrofolate	m	UNDEF	false
M_gly_m	glycine	m	UNDEF	false
M_nh3_m	Ammonia	m	UNDEF	false
M_co2_m	CO2	m	UNDEF	false
M_aobut_c	L-2-amino-3-oxobutanoate	c	UNDEF	false
M_php_c	3-phosphonooxypyruvate	c	UNDEF	false
M_pyr_m	pyruvate	m	UNDEF	false
M_ala_m	L-alanine	m	UNDEF	false
M_glx_m	glyoxylate	m	UNDEF	false
M_ura_c	uracil	c	UNDEF	false
M_ura_e	uracil	e	UNDEF	false
M_uri_c	uridine	c	UNDEF	false
M_uri_e	uridine	e	UNDEF	false
