id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn42000			(1) cpd29533[0] + (1) cpd36695[1] <=> (1) cpd27934[0] + (1) cpd36799[0]	-1:cpd29533:0:"PTSH-PHOSPHORYLATED";-1:cpd36695:1:"L-sorbofuranose";1:cpd27934:0:"Protein-Histidines";1:cpd36799:0:"L-sorbofuranse-1-phosphate"	1	(1) cpd29533[0] + (1) cpd36695[1] <=> (1) cpd27934[0] + (1) cpd36799[0]	(1) PTSH-PHOSPHORYLATED[0] + (1) L-sorbofuranose[1] <=> (1) Protein-Histidines[0] + (1) L-sorbofuranse-1-phosphate[0]	?	null	null	MetaCyc: RXN-15173	2.7.1.206	10000000.0	10000000.0	cpd27934;cpd29533;cpd36695;cpd36799	OK	0	null	GCP|EQP	Primary Database
rxn42001			(1) cpd34325[0] <=> (1) cpd00012[0] + (1) cpd31806[0]	-1:cpd34325:0:"ent-8alpha-hydroxylabd-13-en-15-yl diphosphate";1:cpd00012:0:"PPi";1:cpd00067:0:"H+";1:cpd31806:0:"(13R)-ent-8,13-epoxylabd-14-ene"	0	(1) cpd34325[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd31806[0]	(1) ent-8alpha-hydroxylabd-13-en-15-yl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (13R)-ent-8,13-epoxylabd-14-ene[0]	>	null	null	MetaCyc: RXN-18892	4.2.3.186	-37.02	7.55	cpd00012;cpd00067;cpd31806;cpd34325	OK	0	null	GCC|HB|EQC	Primary Database
rxn42002			(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00065[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd32620[0]	-1:cpd00005:0:"NADPH";-1:cpd00007:0:"O2";-1:cpd00065:0:"L-Tryptophan";-1:cpd00067:0:"H+";1:cpd00001:0:"H2O";1:cpd00006:0:"NADP";1:cpd32620:0:"9-N-hydroxy-L-tryptophan"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00065[0] + (1) cpd00067[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd32620[0]	(1) NADPH[0] + (1) O2[0] + (1) L-Tryptophan[0] + (1) H+[0] => (1) H2O[0] + (1) NADP[0] + (1) 9-N-hydroxy-L-tryptophan[0]	>	null	MetaCyc: Antibiotic-Biosynthesis (Antibiotic Biosynthesis); CYCLOPEPTIDES (Cyclopeptide Biosynthesis); PWY-7667 (apicidin biosynthesis); PWY-7668 (apicidin F biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-16764	null	-81.93	6.53	cpd00001;cpd00005;cpd00006;cpd00007;cpd00065;cpd00067;cpd32620	OK	0	null	GCC|EQP	Primary Database
rxn42003			(1) cpd00017[0] + (1) cpd21830[0] <=> (1) cpd00019[0] + (1) cpd12571[0]	-1:cpd00017:0:"S-Adenosyl-L-methionine";-1:cpd21830:0:"16S-rRNA-guanine-1207";1:cpd00019:0:"S-Adenosyl-homocysteine";1:cpd00067:0:"H+";1:cpd12571:0:"tRNA containing 2'-O-methylguanosine"	0	(1) cpd00017[0] + (1) cpd21830[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd12571[0]	(1) S-Adenosyl-L-methionine[0] + (1) 16S-rRNA-guanine-1207[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) tRNA containing 2'-O-methylguanosine[0]	?	null	MetaCyc: Macromolecule-Modification (Macromolecule Modification); Metabolic-Clusters (Metabolic Clusters); Nucleic-Acid-Processing (Nucleic Acid Processing); PWY-6829 (tRNA methylation (yeast))	MetaCyc: RXN-11581; RXN-11868	2.1.1.167|2.1.1.205	10000000.0	10000000.0	cpd00017;cpd00019;cpd00067;cpd12571;cpd21830	OK	0	null	GCP|EQP	Primary Database
rxn42005			(3) cpd00007[0] + (1) cpd18051[0] + (3) cpd21035[0] <=> (3) cpd00001[0] + (3) cpd11630[0] + (1) cpd18052[0]	-3:cpd00007:0:"O2";-1:cpd18051:0:"N1,N5,N10-Tricoumaroyl spermidine";-3:cpd21035:0:"Reduced flavin";3:cpd00001:0:"H2O";3:cpd00067:0:"H+";3:cpd11630:0:"Flavin";1:cpd18052:0:"N1,N5,N10-Tricaffeoyl spermidine"	0	(3) cpd00007[0] + (1) cpd18051[0] + (3) cpd21035[0] <=> (3) cpd00001[0] + (3) cpd00067[0] + (3) cpd11630[0] + (1) cpd18052[0]	(3) O2[0] + (1) N1,N5,N10-Tricoumaroyl spermidine[0] + (3) Reduced flavin[0] <=> (3) H2O[0] + (3) H+[0] + (3) Flavin[0] + (1) N1,N5,N10-Tricaffeoyl spermidine[0]	?	null	MetaCyc: N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-6442 (spermidine hydroxycinnamic acid conjugates biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-11260	null	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd11630;cpd18051;cpd18052;cpd21035	OK	0	null	HB|GCP|EQP	Primary Database
rxn42006			(1) cpd16126[0] <=> (1) cpd02663[0]	-1:cpd16126:0:"5-keto-4-deoxyuronate";1:cpd02663:0:"2,5-Diketo-3-deoxy-D-gluconate"	0	(1) cpd16126[0] <=> (1) cpd02663[0]	(1) 5-keto-4-deoxyuronate[0] <=> (1) 2,5-Diketo-3-deoxy-D-gluconate[0]	=	null	MetaCyc: Degradation (Degradation/Utilization/Assimilation); PWY-6507 (4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation); PWY-6516 (superpathway of microbial D-galacturonate and D-glucuronate degradation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation); Sugar-Derivatives (Sugar Derivative Degradation)	MetaCyc: 5.3.1.17-RXN	5.3.1.17	-0.45	0.11	cpd02663;cpd16126	OK	0	null	GCC|EQC|EQU	Primary Database
rxn42007			(2) cpd27194[0] <=> (1) cpd08085[0] + (2) cpd11493[0]	-2:cpd27194:0:"5-amino-2-(2-{[1-(2-amino-3-phenylpropanoyl)pyrrolidin-2-yl]formamido}-3-methylbutanamido)-N-(5-methyl-2-oxohexan-3-yl)pentanamide-[acp]";2:cpd00067:0:"H+";1:cpd08085:0:"Gramicidin S";2:cpd11493:0:"ACP"	0	(2) cpd27194[0] <=> (2) cpd00067[0] + (1) cpd08085[0] + (2) cpd11493[0]	(2) 5-amino-2-(2-{[1-(2-amino-3-phenylpropanoyl)pyrrolidin-2-yl]formamido}-3-methylbutanamido)-N-(5-methyl-2-oxohexan-3-yl)pentanamide-[acp][0] <=> (2) H+[0] + (1) Gramicidin S[0] + (2) ACP[0]	?	null	MetaCyc: Antibiotic-Biosynthesis (Antibiotic Biosynthesis); PWY-6003 (gramicidin S biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-9678	null	10000000.0	10000000.0	cpd00067;cpd08085;cpd11493;cpd27194	MI:C:-6/H:-8/N:-2/O:-2/R:-2	0	null	GCP|EQP	Primary Database
rxn42008			(1) cpd01695[0] + (1) cpd27005[0] <=> (1) cpd03127[0] + (1) cpd27006[0]	-1:cpd00067:0:"H+";-1:cpd01695:0:"Myristoyl-CoA";-1:cpd27005:0:"ETF-Oxidized";1:cpd03127:0:"(2E)-Tetradecenoyl-CoA";1:cpd27006:0:"ETF-Reduced"	0	(1) cpd00067[0] + (1) cpd01695[0] + (1) cpd27005[0] <=> (1) cpd03127[0] + (1) cpd27006[0]	(1) H+[0] + (1) Myristoyl-CoA[0] + (1) ETF-Oxidized[0] <=> (1) (2E)-Tetradecenoyl-CoA[0] + (1) ETF-Reduced[0]	?	null	MetaCyc: HORMONE-SYN (Hormone Biosynthesis); Metabolic-Clusters (Metabolic Clusters); PWY-7654 ((8<i>E</i>,10<i>E</i>)-dodeca-8,10-dienol biosynthesis)	MetaCyc: RXN-14131	1.3.8.8	10000000.0	10000000.0	cpd00067;cpd01695;cpd03127;cpd27005;cpd27006	OK	0	null	GCP|EQP	Primary Database
rxn42009			(1) cpd00007[0] + (1) cpd01444[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd11630[0] + (1) cpd35543[0]	-1:cpd00007:0:"O2";-1:cpd01444:0:"Allocryptopine";-1:cpd21035:0:"Reduced flavin";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd11630:0:"Flavin";1:cpd35543:0:"6-hydroxy-allocryptopine"	0	(1) cpd00007[0] + (1) cpd01444[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd00067[0] + (1) cpd11630[0] + (1) cpd35543[0]	(1) O2[0] + (1) Allocryptopine[0] + (1) Reduced flavin[0] <=> (1) H2O[0] + (1) H+[0] + (1) Flavin[0] + (1) 6-hydroxy-allocryptopine[0]	?	null	MetaCyc: ALKALOIDS-SYN (Alkaloid Biosynthesis); ISOQUINOLINE-ALKALOIDS (Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-7507 (chelerythrine biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-13828	null	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd01444;cpd11630;cpd21035;cpd35543	OK	0	null	HB|GCP|EQP	Primary Database
rxn42010			(1) cpd00001[0] + (1) cpd02957[0] <=> (1) cpd02508[0] + (1) cpd02610[0]	-1:cpd00001:0:"H2O";-1:cpd02957:0:"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 6-sulfate";1:cpd02508:0:"5-Dehydro-4-deoxy-D-glucuronate";1:cpd02610:0:"N-Acetyl-D-galactosamine 6-sulfate"	0	(1) cpd00001[0] + (1) cpd02957[0] <=> (1) cpd02508[0] + (1) cpd02610[0]	(1) H2O[0] + (1) 4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 6-sulfate[0] <=> (1) 5-Dehydro-4-deoxy-D-glucuronate[0] + (1) N-Acetyl-D-galactosamine 6-sulfate[0]	=	null	MetaCyc: Carbohydrates-Degradation (Carbohydrate Degradation); Degradation (Degradation/Utilization/Assimilation); Glycosaminoglycan-Degradation (Glycosaminoglycan Degradation); POLYSACCHARIDES-DEG (Polysaccharide Degradation); PWY-6572 (chondroitin sulfate degradation I (bacterial)); Polymer-Degradation (Polymeric Compound Degradation)	MetaCyc: RXN-12177	3.2.1.180	-2.25	0.42	cpd00001;cpd02508;cpd02610;cpd02957	OK	0	null	GCC|EQC|EQU	Primary Database
rxn42011			(2) cpd12713[0] + (1) cpd27005[0] <=> (1) cpd27006[0]	-3:cpd00067:0:"H+";-2:cpd12713:0:"e-";-1:cpd27005:0:"ETF-Oxidized";1:cpd27006:0:"ETF-Reduced"	0	(3) cpd00067[0] + (2) cpd12713[0] + (1) cpd27005[0] <=> (1) cpd27006[0]	(3) H+[0] + (2) e-[0] + (1) ETF-Oxidized[0] <=> (1) ETF-Reduced[0]	?	null	null	MetaCyc: RXN66-548	null	10000000.0	10000000.0	cpd00067;cpd12713;cpd27005;cpd27006	CI:-2	0	null	GCP|EQP	Primary Database
rxn42012			(1) cpd00001[0] + (1) cpd10548[0] <=> (1) cpd31452[0]	-1:cpd00001:0:"H2O";-1:cpd10548:0:"Benzo[a]pyrene-4,5-oxide";1:cpd31452:0:"(4R,5R)-benzo[a]pyrene-trans-4,5-dihydrodiol"	0	(1) cpd00001[0] + (1) cpd10548[0] <=> (1) cpd31452[0]	(1) H2O[0] + (1) Benzo[a]pyrene-4,5-oxide[0] <=> (1) (4R,5R)-benzo[a]pyrene-trans-4,5-dihydrodiol[0]	?	null	null	MetaCyc: RXN-18933	null	10000000.0	10000000.0	cpd00001;cpd10548;cpd31452	OK	0	null	GCP|EQP	Primary Database
rxn42013			(1) cpd00006[0] + (1) cpd23430[0] <=> (1) cpd00005[0] + (1) cpd23431[0]	-1:cpd00006:0:"NADP";-1:cpd23430:0:"isocholate";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd23431:0:"3-dehydrocholate"	0	(1) cpd00006[0] + (1) cpd23430[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd23431[0]	(1) NADP[0] + (1) isocholate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 3-dehydrocholate[0]	=	null	null	MetaCyc: RXN-17414	null	-0.28	0.38	cpd00005;cpd00006;cpd00067;cpd23430;cpd23431	OK	0	null	GCC|EQC|EQU	Primary Database
rxn42014			(1) cpd00007[0] + (1) cpd00325[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd11630[0]	-1:cpd00007:0:"O2";-1:cpd00325:0:"Progesterone";-1:cpd21035:0:"Reduced flavin";1:cpd00001:0:"H2O";1:cpd11630:0:"Flavin"	0	(1) cpd00007[0] + (1) cpd00325[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd11630[0]	(1) O2[0] + (1) Progesterone[0] + (1) Reduced flavin[0] <=> (1) H2O[0] + (1) Flavin[0]	?	null	MetaCyc: HORMONE-SYN (Hormone Biosynthesis); PWY-7305 (superpathway of steroid hormone biosynthesis); PWY66-381 (glucocorticoid biosynthesis)	MetaCyc: RXN66-355	null	10000000.0	10000000.0	cpd00001;cpd00007;cpd00325;cpd11630;cpd21035	MI:C:-21/H:-31/O:-3|CI:-1	0	null	GCP|EQP	Primary Database
rxn42015			(1) cpd00005[0] + (1) cpd31797[0] <=> (1) cpd00006[0] + (1) cpd34677[0]	-1:cpd00005:0:"NADPH";-1:cpd00067:0:"H+";-1:cpd31797:0:"GDP-6-deoxy-4-keto-D-arabino-heptose";1:cpd00006:0:"NADP";1:cpd34677:0:"GDP-6-deoxy-D-altro-heptose"	0	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd31797[0] <=> (1) cpd00006[0] + (1) cpd34677[0]	(1) NADPH[0] + (1) H+[0] + (1) GDP-6-deoxy-4-keto-D-arabino-heptose[0] <=> (1) NADP[0] + (1) GDP-6-deoxy-D-altro-heptose[0]	=	null	MetaCyc: CARBO-BIOSYNTHESIS (Sugar Biosynthesis); Carbohydrates-Biosynthesis (Carbohydrate Biosynthesis); GDP-Sugar-Biosynthesis (GDP-sugar Biosynthesis); PWY-7610 (GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis); SUGAR-NUCLEOTIDES (Sugar Nucleotide Biosynthesis)	MetaCyc: RXN-16162	null	0.28	0.38	cpd00005;cpd00006;cpd00067;cpd31797;cpd34677	OK	0	null	GCC|EQC|EQU	Primary Database
rxn42016			(1) cpd35694[0] <=> (1) cpd31929[0]	-1:cpd35694:0:"(R)-2-(phosphomethyl)malate";1:cpd31929:0:"3-phosphonomethylmalate"	0	(1) cpd35694[0] <=> (1) cpd31929[0]	(1) (R)-2-(phosphomethyl)malate[0] <=> (1) 3-phosphonomethylmalate[0]	=	null	MetaCyc: Antibiotic-Biosynthesis (Antibiotic Biosynthesis); PWY-7419 (FR-900098 and FR-33289 antibiotics biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-15075	null	1.57	0.16	cpd31929;cpd35694	OK	0	null	GCC|EQC|EQU	Primary Database
rxn42017			(1) cpd00163[0] + (1) cpd22373[0] <=> (1) cpd00014[0] + (1) cpd36665[0]	-1:cpd00163:0:"UDP-xylose";-1:cpd22373:0:"Anthocyanidin-3-O-beta-D-glucosides";1:cpd00014:0:"UDP";1:cpd36665:0:"Anthocyanidin-3-O-sambubiosides"	0	(1) cpd00163[0] + (1) cpd22373[0] <=> (1) cpd00014[0] + (1) cpd36665[0]	(1) UDP-xylose[0] + (1) Anthocyanidin-3-O-beta-D-glucosides[0] <=> (1) UDP[0] + (1) Anthocyanidin-3-O-sambubiosides[0]	?	null	null	MetaCyc: RXN-13975	2.4.2.51	10000000.0	10000000.0	cpd00014;cpd00163;cpd22373;cpd36665	OK	0	null	HB|GCP|EQP	Primary Database
rxn42018			(1) cpd00007[0] + (2) cpd27031[0] + (1) cpd27411[0] <=> (1) cpd00001[0] + (2) cpd27029[0] + (1) cpd37252[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-2:cpd27031:0:"FERROCYTOCHROME-B5";-1:cpd27411:0:"Linoleoyl-groups";1:cpd00001:0:"H2O";2:cpd27029:0:"FERRICYTOCHROME-B5";1:cpd37252:0:"Glycerolipid-vernolate"	0	(1) cpd00007[0] + (2) cpd00067[0] + (2) cpd27031[0] + (1) cpd27411[0] <=> (1) cpd00001[0] + (2) cpd27029[0] + (1) cpd37252[0]	(1) O2[0] + (2) H+[0] + (2) FERROCYTOCHROME-B5[0] + (1) Linoleoyl-groups[0] <=> (1) H2O[0] + (2) FERRICYTOCHROME-B5[0] + (1) Glycerolipid-vernolate[0]	?	null	MetaCyc: Epoxy-Fatty-Acids-Biosynthesis (Epoxylated Fatty Acid Biosynthesis); Fatty-acid-biosynthesis (Fatty Acid Biosynthesis); Hydroxy-Fatty-Acids-Biosynthesis (Hydroxylated Fatty Acid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-6014 (vernolate biosynthesis I); PWY-6710 (poly-hydroxy fatty acids biosynthesis); Unsaturated-Fatty-Acids-Biosynthesis (Unsaturated Fatty Acid Biosynthesis); Vernolate-Biosynthesis (Vernolate Biosynthesis)	MetaCyc: RXN-9703	1.14.18.-	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd27029;cpd27031;cpd27411;cpd37252	OK	0	null	GCP|EQP	Primary Database
rxn42019			(1) cpd00001[0] + (1) cpd09255[0] <=> (1) cpd00106[0] + (1) cpd32214[0]	-1:cpd00001:0:"H2O";-1:cpd09255:0:"2-Hydroxy-6-ketononatrienedioate";1:cpd00067:0:"H+";1:cpd00106:0:"Fumarate";1:cpd32214:0:"(2Z)-2-hydroxypenta-2,4-dienoate"	0	(1) cpd00001[0] + (1) cpd09255[0] => (1) cpd00067[0] + (1) cpd00106[0] + (1) cpd32214[0]	(1) H2O[0] + (1) 2-Hydroxy-6-ketononatrienedioate[0] => (1) H+[0] + (1) Fumarate[0] + (1) (2Z)-2-hydroxypenta-2,4-dienoate[0]	>	null	MetaCyc: AROMATIC-COMPOUNDS-DEGRADATION (Aromatic Compound Degradation); Degradation (Degradation/Utilization/Assimilation); PWY-6690 (cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate); Phenolic-Compounds-Degradation (Phenolic Compound Degradation)	MetaCyc: RXN-12070	3.7.1.14	-11.63	0.68	cpd00001;cpd00067;cpd00106;cpd09255;cpd32214	OK	0	null	GCC|EQC|EQU	Primary Database
rxn42020			(1) cpd00002[0] + (1) cpd34446[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd31913[0]	-1:cpd00002:0:"ATP";-1:cpd34446:0:"(2R,3S)-2-hexyl-3-hydroxydecanoate";1:cpd00012:0:"PPi";1:cpd00018:0:"AMP";1:cpd00067:0:"H+";1:cpd31913:0:"3-hexyl-4-septyloxetan-2-one"	0	(1) cpd00002[0] + (1) cpd34446[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd31913[0]	(1) ATP[0] + (1) (2R,3S)-2-hexyl-3-hydroxydecanoate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) 3-hexyl-4-septyloxetan-2-one[0]	>	null	null	MetaCyc: RXN-18574	null	-21.34	4.64	cpd00002;cpd00012;cpd00018;cpd00067;cpd31913;cpd34446	OK	0	null	GCC|HB|EQP	Primary Database
rxn42021			(1) cpd00095[0] + (1) cpd16638[0] <=> (1) cpd00010[0] + (1) cpd02281[0]	-1:cpd00095:0:"Glycerone-phosphate";-1:cpd16638:0:"cis-octadec-9-enoyl-coa";1:cpd00010:0:"CoA";1:cpd02281:0:"Oleoylglycerone phosphate"	0	(1) cpd00095[0] + (1) cpd16638[0] <=> (1) cpd00010[0] + (1) cpd02281[0]	(1) Glycerone-phosphate[0] + (1) cis-octadec-9-enoyl-coa[0] <=> (1) CoA[0] + (1) Oleoylglycerone phosphate[0]	=	null	MetaCyc: Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); PWY-7411 (phosphatidate biosynthesis (yeast)); Phospholipid-Biosynthesis (Phospholipid Biosynthesis)	MetaCyc: RXN-15044	2.3.1.42	-1.89	0.59	cpd00010;cpd00095;cpd02281;cpd16638	OK	0	null	GCC|EQC|EQU	Primary Database
rxn42022			(1) cpd00006[0] + (1) cpd00588[0] <=> (1) cpd00005[0] + (1) cpd35301[0]	-1:cpd00006:0:"NADP";-1:cpd00588:0:"Sorbitol";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd35301:0:"keto-L-sorbose"	0	(1) cpd00006[0] + (1) cpd00588[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd35301[0]	(1) NADP[0] + (1) Sorbitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) keto-L-sorbose[0]	=	null	null	MetaCyc: 1.1.1.289-RXN	1.1.1.289	3.44	0.62	cpd00005;cpd00006;cpd00067;cpd00588;cpd35301	OK	0	null	GCC|EQC|EQU	Primary Database
