id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn54000	55964	55964	(1) cpd00038[0] + (1) cpd41338[0] <=> (1) cpd00031[0] + (1) cpd41206[0]	-1:cpd00038:0:"GTP";-1:cpd41338:0:"1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)";1:cpd00031:0:"GDP";1:cpd00067:0:"H+";1:cpd41206:0:"1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)"	0	(1) cpd00038[0] + (1) cpd41338[0] <=> (1) cpd00031[0] + (1) cpd00067[0] + (1) cpd41206[0]	(1) GTP[0] + (1) 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)[0] <=> (1) GDP[0] + (1) H+[0] + (1) 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)[0]	=	null	null	Rhea: 55964; 55965; 55966; 55967	null	10000000	10000000	cpd00031;cpd00038;cpd00067;cpd41206;cpd41338	CI:2	0	null		Primary Database
rxn54001	55980	55980	(1) cpd00001[0] + (1) cpd38164[0] + (1) cpd40011[0] <=> (2) cpd00010[0] + (1) cpd36939[0]	-1:cpd00001:0:"H2O";-1:cpd38164:0:"a 1,2-saturated acyl-CoA";-1:cpd40011:0:"an acyl-CoA";2:cpd00010:0:"CoA";1:cpd00067:0:"H+";1:cpd36939:0:"CPD-19853"	0	(1) cpd00001[0] + (1) cpd38164[0] + (1) cpd40011[0] <=> (2) cpd00010[0] + (1) cpd00067[0] + (1) cpd36939[0]	(1) H2O[0] + (1) a 1,2-saturated acyl-CoA[0] + (1) an acyl-CoA[0] <=> (2) CoA[0] + (1) H+[0] + (1) CPD-19853[0]	=	null	null	Rhea: 55980; 55981; 55982; 55983	null	10000000	10000000	cpd00001;cpd00010;cpd00067;cpd36939;cpd38164;cpd40011	CI:-8	0	null		Primary Database
rxn54002	55988	55988	(1) cpd00001[0] + (1) cpd42378[0] <=> (1) cpd00190[0] + (1) cpd42665[0]	-1:cpd00001:0:"H2O";-1:cpd42378:0:"N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein]";1:cpd00190:0:"beta-D-Glucose";1:cpd42665:0:"N(4)-(alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein]"	0	(1) cpd00001[0] + (1) cpd42378[0] <=> (1) cpd00190[0] + (1) cpd42665[0]	(1) H2O[0] + (1) N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein][0] <=> (1) beta-D-Glucose[0] + (1) N(4)-(alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein][0]	=	null	null	Rhea: 55988; 55989; 55990; 55991	null	10000000	10000000	cpd00001;cpd00190;cpd42378;cpd42665	CPDFORMERROR	0	null		Primary Database
rxn54003	55992	55992	(1) cpd00002[0] + (1) cpd41338[0] <=> (1) cpd00008[0] + (1) cpd41206[0]	-1:cpd00002:0:"ATP";-1:cpd41338:0:"1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)";1:cpd00008:0:"ADP";1:cpd00067:0:"H+";1:cpd41206:0:"1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)"	0	(1) cpd00002[0] + (1) cpd41338[0] <=> (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd41206[0]	(1) ATP[0] + (1) 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)[0] <=> (1) ADP[0] + (1) H+[0] + (1) 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)[0]	=	null	null	Rhea: 55992; 55993; 55994; 55995	null	10000000	10000000	cpd00002;cpd00008;cpd00067;cpd41206;cpd41338	CI:2	0	null		Primary Database
rxn54004	55996	55996	(1) cpd00001[0] + (1) cpd42665[0] <=> (1) cpd00190[0] + (1) cpd42667[0]	-1:cpd00001:0:"H2O";-1:cpd42665:0:"N(4)-(alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein]";1:cpd00190:0:"beta-D-Glucose";1:cpd42667:0:"N(4)-(alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein]"	0	(1) cpd00001[0] + (1) cpd42665[0] <=> (1) cpd00190[0] + (1) cpd42667[0]	(1) H2O[0] + (1) N(4)-(alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein][0] <=> (1) beta-D-Glucose[0] + (1) N(4)-(alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein][0]	=	null	null	Rhea: 55996; 55997; 55998; 55999	null	10000000	10000000	cpd00001;cpd00190;cpd42665;cpd42667	CPDFORMERROR	0	null		Primary Database
rxn54005	56000	56000	(1) cpd00001[0] + (1) cpd42667[0] <=> (1) cpd00190[0] + (1) cpd42666[0]	-1:cpd00001:0:"H2O";-1:cpd42667:0:"N(4)-(alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein]";1:cpd00190:0:"beta-D-Glucose";1:cpd42666:0:"N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)"	0	(1) cpd00001[0] + (1) cpd42667[0] <=> (1) cpd00190[0] + (1) cpd42666[0]	(1) H2O[0] + (1) N(4)-(alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein][0] <=> (1) beta-D-Glucose[0] + (1) N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)[0]	=	null	null	Rhea: 56000; 56001; 56002; 56003	null	10000000	10000000	cpd00001;cpd00190;cpd42666;cpd42667	CPDFORMERROR	0	null		Primary Database
rxn54006	56004	56004	(1) cpd00001[0] + (1) cpd42666[0] <=> (1) cpd01490[0] + (1) cpd42668[0]	-1:cpd00001:0:"H2O";-1:cpd42666:0:"N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)";1:cpd01490:0:"beta-D-Mannose";1:cpd42668:0:"N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,3)"	0	(1) cpd00001[0] + (1) cpd42666[0] <=> (1) cpd01490[0] + (1) cpd42668[0]	(1) H2O[0] + (1) N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)[0] <=> (1) beta-D-Mannose[0] + (1) N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,3)[0]	=	null	null	Rhea: 56004; 56005; 56006; 56007	null	10000000	10000000	cpd00001;cpd01490;cpd42666;cpd42668	CPDFORMERROR	0	null		Primary Database
rxn54007	56008	56008	(4) cpd00001[0] + (1) cpd42666[0] <=> (4) cpd01490[0] + (1) cpd42674[0]	-4:cpd00001:0:"H2O";-1:cpd42666:0:"N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)";4:cpd01490:0:"beta-D-Mannose";1:cpd42674:0:"N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2)"	0	(4) cpd00001[0] + (1) cpd42666[0] <=> (4) cpd01490[0] + (1) cpd42674[0]	(4) H2O[0] + (1) N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)[0] <=> (4) beta-D-Mannose[0] + (1) N(4)-(alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 5A1,2)[0]	=	null	null	Rhea: 56008; 56009; 56010; 56011	null	10000000	10000000	cpd00001;cpd01490;cpd42666;cpd42674	CPDFORMERROR	0	null		Primary Database
rxn54008	56012	56012	(1) cpd00001[0] + (1) cpd42666[0] <=> (1) cpd01490[0] + (1) cpd42614[0]	-1:cpd00001:0:"H2O";-1:cpd42666:0:"N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)";1:cpd01490:0:"beta-D-Mannose";1:cpd42614:0:"N(4)-{alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlaNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,2)"	0	(1) cpd00001[0] + (1) cpd42666[0] <=> (1) cpd01490[0] + (1) cpd42614[0]	(1) H2O[0] + (1) N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 9A1,2,3B1,2,3)[0] <=> (1) beta-D-Mannose[0] + (1) N(4)-{alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlaNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,2)[0]	=	null	null	Rhea: 56012; 56013; 56014; 56015	null	10000000	10000000	cpd00001;cpd01490;cpd42614;cpd42666	CPDFORMERROR	0	null		Primary Database
rxn54009	56016	56016	(1) cpd00001[0] + (1) cpd42614[0] <=> (1) cpd01490[0] + (1) cpd42669[0]	-1:cpd00001:0:"H2O";-1:cpd42614:0:"N(4)-{alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlaNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,2)";1:cpd01490:0:"beta-D-Mannose";1:cpd42669:0:"N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 7A1,2,3B2)"	0	(1) cpd00001[0] + (1) cpd42614[0] <=> (1) cpd01490[0] + (1) cpd42669[0]	(1) H2O[0] + (1) N(4)-{alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlaNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] (N-glucan mannose isomer 8A1,2,3B1,2)[0] <=> (1) beta-D-Mannose[0] + (1) N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 7A1,2,3B2)[0]	=	null	null	Rhea: 56016; 56017; 56018; 56019	null	10000000	10000000	cpd00001;cpd01490;cpd42614;cpd42669	CPDFORMERROR	0	null		Primary Database
