id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd15000	Nostoxanthin	Nostoxanthin	C40H56O4	600.0	Primary Database	JVPASJUYZJKFHY-HWFHZMFDSA-N	0	1	0	null	0	609.58	5.03	1:11:13.83;1:38:15.39;1:43:13.25;1:44:14.81	1:11:-3.19;1:38:-3.19;1:43:-3.37;1:44:-3.37	null	null	Name: (2R,3R,2'R,3'R)-beta,beta-carotene-2,3,2',3'-tetrol; Nostoxanthin; nostoxanthin|KEGG: C16284|MetaCyc: CPD-15033	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)[C@H](O)C2(C)C)C(C)(C)[C@@H](O)[C@H](O)C1	GC|EQ|EQU
cpd15001	Thiobenzamide S,S-dioxide	Thiobenzamide S,S-dioxide	C7H6NO2S	169.0	Primary Database	ORSHHVSNTCGXQZ-UHFFFAOYSA-M	-1	1	0	null	0	10000000.0	10000000.0	1:11:-2.00	1:9:8.17	null	null	Name: Thiobenzamide S,S-dioxide|KEGG: C16285	N=C(c1ccccc1)S(=O)[O-]	GC|EQ
cpd15002	Geosmin	Geosmin	C12H22O	182.0	Primary Database	JLPUXFOGCDVKGO-TUAOUCFPSA-N	0	1	0	null	0	-29.48	6.31		1:12:-0.00	null	null	Name: (-)-Geosmin; (-)-geosmin; (4S,4aS,8aR)-4,8a-dimethyloctahydronaphthalen-4a(2H)-ol; (4S-(4alpha,4aalpha,8abeta))-octahydro-4,8a-dimethyl-4a(2H)-naphthol; 4,8alpha-dimethyl-octahydro-naphthalen-4alpha-ol; Geosmin; octahydro-4alpha,8abeta-dimethyl-4aalpha(2H)-naphthol; trans-1,10-Dimethyl-trans-9-decalol; trans-1,10-dimethyl-trans-decalol|KEGG: C16286|MetaCyc: CPD-10158	C[C@H]1CCC[C@@]2(C)CCCC[C@]12O	GC|EQ
cpd15003	D-Thevetose	D-Thevetose	C7H14O5	178.0	Primary Database	OEKPKBBXXDGXNB-QTSLKERKSA-N	0	1	0	null	0	-31.66	0.46	1:6:12.91;1:8:13.61;1:11:11.31	1:4:-3.95;1:6:-3.62;1:8:-3.95;1:9:-4.59;1:11:-4.39	null	null	Name: D-Thevetose|KEGG: C16287	CO[C@@H]1[C@@H](O)C(O)O[C@H](C)[C@H]1O	GC|EQ|EQU
cpd15004	Pelargonidin 3-O-3'',6''-O-dimalonylglucoside	Pelargonidin 3-O-3'',6''-O-dimalonylglucoside	C27H22O16	601.0	Primary Database		-2	1	0	null	0	10000000.0	10000000.0	1:17:6.40;1:18:7.54;1:20:8.45;1:29:12.25;1:30:13.20;1:35:3.00;1:43:3.60	1:17:-5.97;1:18:-5.87;1:20:-5.58;1:26:-4.40;1:29:-3.97;1:30:-3.66	null	null	Name: Pelargonidin 3-O-3'',6''-O-dimalonylglucoside; pelargonidin 3-O-(3",6"-O-dimalonyl-beta-glucopyranoside|KEGG: C16288|MetaCyc: CPD-16544		GC|EQ
cpd15005	Cyanidin 3-O-3'',6''-O-dimalonylglucoside	Cyanidin 3-O-3'',6''-O-dimalonylglucoside	C27H22O17	617.0	Primary Database	CXGHPQSURHQOBH-MQWSOPDOSA-L	-2	1	0	null	0	10000000.0	10000000.0	1:17:6.39;1:18:7.46;1:20:8.14;1:21:11.53;1:30:12.33;1:31:13.21;1:36:2.99;1:44:3.60	1:17:-5.97;1:18:-5.87;1:20:-6.39;1:21:-6.34;1:30:-3.97;1:31:-3.66	null	null	Name: Cyanidin 3-O-3'',6''-O-dimalonylglucoside|KEGG: C16289	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2cc3c([O-])cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](OC(=O)CC(=O)[O-])[C@@H]1O	GC|EQ
cpd15006	Delphinidin 3-O-3'',6''-O-dimalonylglucoside	Delphinidin 3-O-3'',6''-O-dimalonylglucoside	C27H22O18	632.0	Primary Database		-2	1	0	null	0	10000000.0	10000000.0	1:17:6.37;1:18:7.29;1:20:7.88;1:21:10.76;1:30:13.26;1:36:2.99;1:44:3.60;1:45:12.28	1:17:-5.97;1:18:-5.87;1:20:-6.71;1:21:-6.05;1:30:-3.97;1:45:-6.05	null	null	Name: Delphinidin 3-O-3'',6''-O-dimalonylglucoside; delphinidin 3-O-(3",6"-O-dimalonyl-beta-glucopyranoside)|KEGG: C16290|MetaCyc: CPD-16543		GC|EQ
cpd15007	7,8-Dihydro-beta-carotene	7,8-Dihydro-beta-carotene	C40H58	538.0	Primary Database	ZWHNFQQCBBBUHX-RQJQFHIYSA-N	0	1	0	null	0	772.5	5.23			null	null	Name: 7,8-Dihydro-beta-carotene; 7,8-dihydro-beta,beta-carotene; 7,8-dihydro-beta-carotene|AraGEM: S_7_44_8_45_Dihydro_45_beta_45_carotene_c|KEGG: C16291|MetaCyc: CPD-20647|iRS1563: M_C16291_c|iRS1597: C16291_c	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CCC2=C(C)CCCC2(C)C)C(C)(C)CCC1	GC|EQ|EQU
cpd15008	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside	C42H46O22	901.0	Primary Database	XSOXQXPLSCSJPY-DHHQULHESA-N	0	1	0	null	0	10000000.0	10000000.0	1:12:6.65;1:19:7.98;1:31:12.37;1:39:11.97;1:51:13.91;1:52:12.81;1:63:9.41;1:64:11.42	1:12:-5.92;1:19:-6.39;1:31:-3.95;1:39:-3.95;1:51:-3.69;1:52:-3.95;1:63:-5.95;1:64:-6.34	null	null	Name: Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside|KEGG: C16292	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc([O-])cc4[o+]c3-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)cc1	GC|EQ
cpd15009	Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside	Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside	C43H48O22	915.0	Primary Database	HSCDIYSCENTRGJ-KFKDDKPBSA-N	0	1	0	null	0	10000000.0	10000000.0	1:12:6.66;1:19:8.36;1:31:11.82;1:41:12.29;1:43:14.20;1:53:13.63;1:54:12.74;1:65:9.44	1:12:-5.92;1:19:-5.20;1:31:-3.95;1:41:-3.95;1:43:-3.68;1:53:-3.69;1:54:-3.95;1:65:-5.95	null	null	Name: Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside; peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside|KEGG: C16293|PlantCyc: CPD-10504	COc1cc(-c2[o+]c3cc([O-])cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3cc2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](OC(=O)/C=C/c4ccc(O)cc4)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O	GC|EQ
