id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd35000	5-hydroxy-6-hydrouracil	5-hydroxy-6-hydrouracil	C4H6N2O3	130.103	Primary Database	RFKUZJDCLCWCDQ-UHFFFAOYSA-N	0	0	0	null	0	-43.49	0.85	1:5:18.61;1:6:11.39;1:7:13.09	1:7:-3.79;1:8:-7.81;1:9:0.30	null	null	Name: 5-hydroxy-6-hydrouracil|MetaCyc: CPD-18015	O=C1NCC(O)C(=O)N1	GC|EQ|EQU
cpd35001	(2R,4E)-2-amino-5-({[(2S,3R)-2-hydroxy-3-(1H-indol-3-yl)butanamido]methanimidoyl}amino)pent-4-enoate	(2R,4E)-2-amino-5-({[(2S,3R)-2-hydroxy-3-(1H-indol-3-yl)butanamido]methanimidoyl}amino)pent-4-enoate	C18H23N5O4	373.411	Primary Database	CTEYPPOHFXYGJR-DGFSRKRXSA-N	0	0	0	null	0	172.8	1.62	1:22:16.14;1:23:10.16;1:24:13.02;1:27:1.78	1:19:9.40;1:20:-1.42;1:21:5.30;1:24:-3.77	null	null	Name: (2R,4E)-2-amino-5-({[(2S,3R)-2-hydroxy-3-(1H-indol-3-yl)butanamido]methanimidoyl}amino)pent-4-enoate|MetaCyc: CPD-18937	C[C@H](c1c[nH]c2ccccc12)[C@H](O)C(=O)NC(=N)N=CCC[C@H]([NH3+])C(=O)[O-]	GC|EQ|EQU
cpd35002	(S)-isoorientaline	(S)-isoorientaline	C19H24NO4	329.395	Primary Database	OKPOKMCPHKVCPP-HNNXBMFYSA-O	1	0	0	null	0	-32.49	2.44	1:21:10.51;1:22:9.88	1:20:8.06;1:21:-4.97;1:22:-5.00;1:23:-5.00;1:24:-5.60	null	null	Name: (S)-isoorientaline|MetaCyc: CPD-21510	COc1cc(C[C@H]2c3cc(OC)c(O)cc3CC[NH+]2C)ccc1O	GC
cpd35003	difficidin	difficidin	C31H43O6P	542.651	Primary Database	ZUWUQYGHRURWCL-XUIVTPDHSA-L	-2	0	0	null	0	-129.69	3.56	1:33:6.91;1:35:1.88	1:32:-7.09	null	null	Name: difficidin|MetaCyc: CPD-21474	C=C/C=C(\C)CCC1C/C=C/C=C(\C)C(OP(=O)([O-])[O-])CCC/C=C\C=C/C=C/CC(C)C(=C)CC(=O)O1	GC
cpd35004	(-)-kolavenol	(-)-kolavenol	C20H34O	290.488	Primary Database	PQTMZYKTDFKGKV-UUMJGGROSA-N	0	0	0	null	0	17.21	3.44	1:21:16.33	1:21:-2.22	null	null	Name: (-)-kolavenol|MetaCyc: CPD-20435	CC1=CCC[C@@H]2[C@@](C)(CC/C(C)=C/CO)[C@H](C)CC[C@@]12C	GC
cpd35005	coelimycin P1	coelimycin P1	C17H21N2O4S	348.416	Primary Database	RHGMVWUZXGSXCT-IAGKGVPHSA-O	1	0	0	null	0	-44.28	2.38	1:19:12.31	1:18:7.07;1:20:0.68;1:22:-8.19	null	null	Name: coelimycin P1|MetaCyc: CPD-19921	C/C=C/C(=O)/C1=C/C(=C2/C=CCC[NH2+]2)SC[C@H](NC(C)=O)C(=O)O1	GC
cpd35006	Xyl-Rha3S	Xyl-Rha3S	C11H19O12S	375.324	Primary Database	XHUMMILEZMVFRA-LTNZHTCXSA-M	-1	0	0	null	0	-416.81	2.86	1:12:13.62;1:13:14.83;1:14:12.25;1:15:13.06;1:16:11.26;1:19:-1.86	1:12:-3.53;1:13:-3.67;1:14:-3.95;1:15:-3.98;1:16:-4.39;1:20:-4.07;1:21:-4.67	null	null	Name: Xyl-Rha3S; beta-D-xylosyl-L-rhamnopyranose 3-sulfate|MetaCyc: CPD-17749	C[C@@H]1OC(O)[C@H](O)[C@H](OS(=O)(=O)[O-])[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O	GC|EQ
cpd35007	(2S)-2-amino-4-pent-4-enoate	(2S)-2-amino-4-pent-4-enoate	C5H9NO2	115.132	Primary Database	WNNNWFKQCKFSDK-BYPYZUCNSA-N	0	0	0	null	0	22.85	0.48	1:7:2.60	1:6:9.48	null	null	Name: (2S)-2-amino-4-pent-4-enoate; (2S)-2-amino-4-pentenoate; L-allylglycine|MetaCyc: CPD-19411	C=CC[C@H]([NH3+])C(=O)[O-]	GC|EQ|EQU
cpd35008	3-sulfinopropanoyl-CoA	3-sulfinopropanoyl-CoA	C24H35N7O19P3S2	882.617	Primary Database	NQBUSKKVOLGOGY-IEXPHMLFSA-I	-5	0	0	null	0	10000000.0	10000000.0	1:37:5.89;1:39:0.78;1:40:1.60;1:42:3.33;1:45:2.09	1:28:2.62;1:30:-3.03	null	null	Name: 3-sulfinopropanoyl-CoA; 3-sulfinopropanoyl-CoA(5-); 3-sulfinopropanoyl-coenzyme A(5-); 3-sulfinopropionyl coenzyme A; 3-sulfinopropionyl-CoA; 3-sulfinopropionyl-coenzyme A(5-)|MetaCyc: CPD-16582	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCS(=O)[O-]	GC|EQ
cpd35009	dTDP group	dTDP group	C10H14N2O11P2	400.175	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: dTDP group|MetaCyc: DTDP-GROUP		null
