id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn18000	3.2.1.83-RXN.c	kappa-carrageenan 4-beta-D-glycanohydrolase (configuration-retaining)	(1) cpd00001[0] + (1) cpd28502[0] <=> (1) cpd23880[0] + (1) cpd23881[0]	-1:cpd00001:0:"H2O";-1:cpd28502:0:"kappa-Carrageenan";1:cpd23880:0:"3,6-anhydro-alpha-D-galactopyranosyl-(1->3)-4-O-sulfo-D-galactose";1:cpd23881:0:"neocarratetraose 4-O-disulfate"	0	(1) cpd00001[0] + (1) cpd28502[0] <=> (1) cpd23880[0] + (1) cpd23881[0]	(1) H2O[0] + (1) kappa-Carrageenan[0] <=> (1) 3,6-anhydro-alpha-D-galactopyranosyl-(1->3)-4-O-sulfo-D-galactose[0] + (1) neocarratetraose 4-O-disulfate[0]	?	null	MetaCyc: Carbohydrates-Degradation (Carbohydrate Degradation); Carrageenan-Degradation (Carrageenan Degradation); Degradation (Degradation/Utilization/Assimilation); POLYSACCHARIDES-DEG (Polysaccharide Degradation); PWY-6821 (&kappa;-carrageenan degradation); Polymer-Degradation (Polymeric Compound Degradation)	MetaCyc: 3.2.1.83-RXN|metanetx.reaction: MNXR115406|Name: kappa-carrageenan 4-beta-D-glycanohydrolase; kappa-carrageenan 4-beta-D-glycanohydrolase (configuration-retaining); kappa-carrageenase	3.2.1.83	10000000.0	10000000.0	cpd00001;cpd23880;cpd23881;cpd28502	MI:C:12/H:19/O:12/R:-2/S:1|CI:-1	0	null	GCP|EQP	Primary Database
rxn18001	3.2.1.84-RXN.c	exo-1,3-alpha-glucanase	 <=> (1) cpd19001[0]	1:cpd19001:0:"alpha-D-Glucose"	0	 => (1) cpd19001[0]	 => (1) alpha-D-Glucose[0]	>	null	null	AraCyc: 3.2.1.84-RXN|CornCyc: 3.2.1.84-RXN|Name: 1,3-alpha-D-glucan 3-glucohydrolase; 3-alpha-D-glucan 3-glucohydrolase; exo-1,3-alpha-glucanase; glucan 1,3-alpha-glucosidase; glucosidase II	3.2.1.84	-101.72	0.27	cpd19001	MI:C:6/H:12/O:6	0	null	GCC|EQC|EQU	Secondary Database
rxn18002	3.2.1.87-RXN.c	capsular polysaccharide galactohydrolase	(1) cpd00001[0] <=> (1) cpd24020[0]	-1:cpd00001:0:"H2O";1:cpd24020:0:"Gal-1->2-(GlcUA-1->2)-Man-1->3-Gal"	0	(1) cpd00001[0] => (1) cpd24020[0]	(1) H2O[0] => (1) Gal-1->2-(GlcUA-1->2)-Man-1->3-Gal[0]	>	null	null	MetaCyc: 3.2.1.87-RXN|metanetx.reaction: MNXR115407|Name: Aerobacter-capsular-polysaccharide galactohydrolase; capsular polysaccharide galactohydrolase; capsular-polysaccharide endo-1,3-alpha-galactosidase; polysaccharide depolymerase	3.2.1.87	-236.65	1.41	cpd00001;cpd24020	MI:C:26/H:41/O:20|CI:-1	0	null	GCC|EQC|EQU	Primary Database
rxn18003	3.2.1.89-RXN.c	arabinogalactan endo-1,4-beta-galactosidase	(1) cpd00001[0] + (1) cpd22386[0] <=> (1) cpd28366[0]	-1:cpd00001:0:"H2O";-1:cpd22386:0:"Arabinogalactan";1:cpd28366:0:"a-galctotetrose"	0	(1) cpd00001[0] + (1) cpd22386[0] <=> (1) cpd28366[0]	(1) H2O[0] + (1) Arabinogalactan[0] <=> (1) a-galctotetrose[0]	?	null	null	EcoCyc: 3.2.1.89-RXN|MetaCyc: 3.2.1.89-RXN|Name: arabinogalactan 4-beta-D-galactanohydrolase; arabinogalactan endo-1,4-beta-galactosidase; arabinogalactanase; endo-1,4-beta-galactanase; galactanase	3.2.1.89	10000000.0	10000000.0	cpd00001;cpd22386;cpd28366	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn18004	3.2.1.91-RXN.c	4-beta-D-glucan cellobiohydrolase (non-reducing end)	(1) cpd00001[0] + (1) cpd26683[0] <=> (1) cpd03845[0]	-1:cpd00001:0:"H2O";-1:cpd26683:0:"Cellodextrins";1:cpd03845:0:"beta-Cellobiose"	0	(1) cpd00001[0] + (1) cpd26683[0] <=> (1) cpd03845[0]	(1) H2O[0] + (1) Cellodextrins[0] <=> (1) beta-Cellobiose[0]	?	null	MetaCyc: Carbohydrates-Degradation (Carbohydrate Degradation); Cellulose-Degradation (Cellulose Degradation); Degradation (Degradation/Utilization/Assimilation); POLYSACCHARIDES-DEG (Polysaccharide Degradation); PWY-6788 (cellulose degradation II (fungi)); Polymer-Degradation (Polymeric Compound Degradation)	MetaCyc: 3.2.1.91-RXN; RXN-12420|Name: 1,4-beta-D-glucan cellobiohydrolase; 1,4-beta-glucan cellobiosidase; 4-beta-D-glucan cellobiohydrolase (non-reducing end); C1 cellulase; CBH 1; avicelase; beta-1,4-glucan cellobiohydrolase; beta-1,4-glucan cellobiosylhydrolase; cellobiohydrolase; cellobiohydrolase I; cellobiosidase; cellulose 1,4-beta-cellobiosidase (non-reducing end); exo-beta-1,4-glucan cellobiohydrolase; exo-cellobiohydrolase; exoglucanase	3.2.1.91	10000000.0	10000000.0	cpd00001;cpd03845;cpd26683	MI:C:-12/H:-20/O:-9/R:-2	0	null	GCP|EQP	Primary Database
rxn18005	3.2.1.92-RXN.c	peptidoglycan beta-N-acetylmuramoylexohydrolase	(1) cpd00001[0] + (1) cpd24012[0] <=> (1) cpd00122[0] + (1) cpd01757[0]	-1:cpd00001:0:"H2O";-1:cpd24012:0:"O-[-2-acetamido-3-O-(D-1-carboxyethyl)-2-deoxy-beta-D-glucopyranosyl]-2-deoxy-D-glucose";1:cpd00122:0:"N-Acetyl-D-glucosamine";1:cpd01757:0:"N-Acetylmuramate"	0	(1) cpd00001[0] + (1) cpd24012[0] <=> (1) cpd00122[0] + (1) cpd01757[0]	(1) H2O[0] + (1) O-[-2-acetamido-3-O-(D-1-carboxyethyl)-2-deoxy-beta-D-glucopyranosyl]-2-deoxy-D-glucose[0] <=> (1) N-Acetyl-D-glucosamine[0] + (1) N-Acetylmuramate[0]	=	null	null	MetaCyc: 3.2.1.92-RXN|metanetx.reaction: MNXR115410|Name: beta-2-acetamido-3-O-(D-1-carboxyethyl)-2-deoxy-D-glucoside acetamidodeoxyglucohydrolase; exo-beta-N-acetylmuramidase; exo-beta-acetylmuramidase; peptidoglycan beta-N-acetylmuramidase; peptidoglycan beta-N-acetylmuramoylexohydrolase	3.2.1.92	-2.93	0.56	cpd00001;cpd00122;cpd01757;cpd24012	OK	0	null	GCC|EQC|EQU	Primary Database
rxn18006	3.2.1.94-RXN.c	isomaltodextranase	(1) cpd00001[0] + (1) cpd26850[0] <=> (1) cpd00217[0]	-1:cpd00001:0:"H2O";-1:cpd26850:0:"DEXTRAN";1:cpd00217:0:"Brachiose"	0	(1) cpd00001[0] + (1) cpd26850[0] <=> (1) cpd00217[0]	(1) H2O[0] + (1) DEXTRAN[0] <=> (1) Brachiose[0]	?	null	null	MetaCyc: 3.2.1.94-RXN|metanetx.reaction: MNXR115411|Name: 1,6-alpha-D-glucan isomaltohydrolase; 6-alpha-D-glucan isomaltohydrolase; G2-dextranase; exo-isomaltohydrolase; glucan 1,6-alpha-isomaltosidase; isomalto-dextranase; isomaltodextranase	3.2.1.94	10000000.0	10000000.0	cpd00001;cpd00217;cpd26850	MI:C:-42/H:-70/O:-36/R:-2	0	null	GCP|EQP	Primary Database
rxn18007	3.2.1.95-RXN.c	1,6-alpha-D-glucan isomaltotriohydrolase	(1) cpd00001[0] + (1) cpd26850[0] <=> (1) cpd12163[0]	-1:cpd00001:0:"H2O";-1:cpd26850:0:"DEXTRAN";1:cpd12163:0:"Isomaltosaccharide"	0	(1) cpd00001[0] + (1) cpd26850[0] <=> (1) cpd12163[0]	(1) H2O[0] + (1) DEXTRAN[0] <=> (1) Isomaltosaccharide[0]	?	null	null	MetaCyc: 3.2.1.95-RXN|metanetx.reaction: MNXR115412|Name: 1,6-alpha-D-glucan isomaltotriohydrolase; 6-alpha-D-glucan isomaltotriohydrolase; dextran 1,6-alpha-isomaltotriosidase; exo-isomaltotriohydrolase	3.2.1.95	10000000.0	10000000.0	cpd00001;cpd12163;cpd26850	MI:C:-36/H:-60/O:-31/R:-2	0	null	GCP|EQP	Primary Database
rxn18008	3.2.1.96-RXN.c	endo-beta-N-acetylglucosaminidase L	(1) cpd00001[0] + (1) cpd28367[0] <=> (1) cpd24328[0] + (1) cpd27609[0]	-1:cpd00001:0:"H2O";-1:cpd28367:0:"a-glycopeptide-D-mannosyl-Nsup4sup-N-ace";1:cpd24328:0:"CPD-14375";1:cpd27609:0:"N-acetyl-D-glucosamine-asparagine"	0	(1) cpd00001[0] + (1) cpd28367[0] <=> (1) cpd24328[0] + (1) cpd27609[0]	(1) H2O[0] + (1) a-glycopeptide-D-mannosyl-Nsup4sup-N-ace[0] <=> (1) CPD-14375[0] + (1) N-acetyl-D-glucosamine-asparagine[0]	?	null	null	AraCyc: 3.2.1.96-RXN|CornCyc: 3.2.1.96-RXN|MetaCyc: 3.2.1.96-RXN|metanetx.reaction: MNXR115413|Name: N,N'-diacetylchitobiosyl beta-N-acetylglucosaminidase; di-N-acetylchitobiosyl beta-N-acetylglucosaminidase; endo-N-acetyl-beta-D-glucosaminidase; endo-N-acetyl-beta-glucosaminidase; endo-beta-(1->4)-N-acetylglucosaminidase; endo-beta-N-acetylglucosaminidase; endo-beta-N-acetylglucosaminidase D; endo-beta-N-acetylglucosaminidase F; endo-beta-N-acetylglucosaminidase H; endo-beta-N-acetylglucosaminidase L; endo-beta-acetylglucosaminidase; endoglycosidase H; endoglycosidase S; glycopeptide-D-mannosyl-4-N-(N-acetyl-D-glucosaminyl)2-asparagine 1,4-N-acetyl-beta-glucosaminohydrolase; glycopeptide-D-mannosyl-N4-(N-acetyl-D-glucosaminyl)2-asparagine 1,4-N-acetyl-beta-glucosaminohydrolase; mannosyl-glycoprotein 1,4-N-acetamidodeoxy-beta-D-glycohydrolase; mannosyl-glycoprotein endo-beta-N-acetylglucosamidase; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	3.2.1.96	10000000.0	10000000.0	cpd00001;cpd24328;cpd27609;cpd28367	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn18009	3.2.1.97-RXN.c	endo-alpha-N-acetyl-D-galactosaminidase	(1) cpd00001[0] + (1) cpd22775[0] <=> (1) cpd22776[0] + (1) cpd27943[0]	-1:cpd00001:0:"H2O";-1:cpd22775:0:"CPD-10685";1:cpd22776:0:"3-O-beta-D-galactosyl-N-acetyl-alpha-D-galactosamine";1:cpd27943:0:"Protein-L-serines"	0	(1) cpd00001[0] + (1) cpd22775[0] <=> (1) cpd22776[0] + (1) cpd27943[0]	(1) H2O[0] + (1) CPD-10685[0] <=> (1) 3-O-beta-D-galactosyl-N-acetyl-alpha-D-galactosamine[0] + (1) Protein-L-serines[0]	?	null	null	MetaCyc: 3.2.1.97-RXN|Name: D-galactosyl-3-(N-acetyl-alpha-D-galactosaminyl)-L-serine mucinaminohydrolase; D-galactosyl-N-acetyl-alpha-D-galactosamine D-galactosyl-N-acetyl-galactosaminohydrolase; endo-alpha-GalNAc-ase; endo-alpha-N-acetyl-D-galactosaminidase; endo-alpha-N-acetylgalactosaminidase; endo-alpha-acetylgalactosaminidase; glycopeptide alpha-N-acetylgalactosaminidase; glycopeptide-D-galactosyl-N-acetyl-alpha-D-galactosamine D-galactosyl-N-acetyl-galactosaminohydrolase; mucinaminylserine mucinaminidase	3.2.1.97	10000000.0	10000000.0	cpd00001;cpd22775;cpd22776;cpd27943	OK	0	rxn18010	GCP|EQP	Primary Database
