id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn12000	R04759	19-hydroxyandrostenedione,reduced-flavoprotein:oxygen 19-oxidoreductase	(1) cpd00007[0] + (1) cpd03137[0] + (1) cpd12238[0] <=> (2) cpd00001[0] + (1) cpd03142[0] + (1) cpd12264[0]	-1:cpd00007:0:"O2";-1:cpd03137:0:"19-Hydroxyandrostenedione";-1:cpd12238:0:"Reduced flavoprotein";2:cpd00001:0:"H2O";1:cpd03142:0:"19-Oxoandrostendione";1:cpd12264:0:"Oxidized flavoprotein"	0	(1) cpd00007[0] + (1) cpd03137[0] + (1) cpd12238[0] <=> (2) cpd00001[0] + (1) cpd03142[0] + (1) cpd12264[0]	(1) O2[0] + (1) 19-Hydroxyandrostenedione[0] + (1) Reduced flavoprotein[0] <=> (2) H2O[0] + (1) 19-Oxoandrostendione[0] + (1) Oxidized flavoprotein[0]	?	null	KEGG: rn00140 (Steroid hormone biosynthesis)	KEGG: R04759|Name: 19-hydroxyandrostenedione,reduced-flavoprotein:oxygen 19-oxidoreductase; Aromatase	1.14.14.1	10000000.0	10000000.0	cpd00001;cpd00007;cpd03137;cpd03142;cpd12238;cpd12264	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn12001	R04761	19-hydroxytestosterone,reduced-flavoprotein:oxygen 19-oxidoreductase	(1) cpd00007[0] + (1) cpd03140[0] + (1) cpd12238[0] <=> (2) cpd00001[0] + (1) cpd12264[0] + (1) cpd12693[0]	-1:cpd00007:0:"O2";-1:cpd03140:0:"19-Hydroxytestosterone";-1:cpd12238:0:"Reduced flavoprotein";2:cpd00001:0:"H2O";1:cpd12264:0:"Oxidized flavoprotein";1:cpd12693:0:"19-Oxotestosterone"	0	(1) cpd00007[0] + (1) cpd03140[0] + (1) cpd12238[0] <=> (2) cpd00001[0] + (1) cpd12264[0] + (1) cpd12693[0]	(1) O2[0] + (1) 19-Hydroxytestosterone[0] + (1) Reduced flavoprotein[0] <=> (2) H2O[0] + (1) Oxidized flavoprotein[0] + (1) 19-Oxotestosterone[0]	?	null	KEGG: rn00140 (Steroid hormone biosynthesis)	KEGG: R04761|Name: 19-hydroxytestosterone,reduced-flavoprotein:oxygen 19-oxidoreductase; Aromatase	1.14.14.1	10000000.0	10000000.0	cpd00001;cpd00007;cpd03140;cpd12238;cpd12264;cpd12693	CPDFORMERROR	0	null	GCP|EQP	Primary Database
rxn12002	R04850	17alpha,21-dihydroxypregnenolone:oxygen oxidoreductase (11-hydroxylating)	(1) cpd00007[0] + (1) cpd03267[0] + (1) cpd11620[0] <=> (1) cpd00001[0] + (1) cpd03269[0] + (1) cpd11621[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-1:cpd03267:0:"17alpha,21-Dihydroxypregnenolone";-1:cpd11620:0:"Reducedferredoxin";1:cpd00001:0:"H2O";1:cpd03269:0:"11beta,17alpha,21-Trihydroxypregnenolone";1:cpd11621:0:"Oxidizedferredoxin"	0	(1) cpd00007[0] + (2) cpd00067[0] + (1) cpd03267[0] + (1) cpd11620[0] <=> (1) cpd00001[0] + (1) cpd03269[0] + (1) cpd11621[0]	(1) O2[0] + (2) H+[0] + (1) 17alpha,21-Dihydroxypregnenolone[0] + (1) Reducedferredoxin[0] <=> (1) H2O[0] + (1) 11beta,17alpha,21-Trihydroxypregnenolone[0] + (1) Oxidizedferredoxin[0]	?	null	KEGG: rn00140 (Steroid hormone biosynthesis)	KEGG: R04850|Name: 17alpha,21-dihydroxypregnenolone:oxygen oxidoreductase (11-hydroxylating)	1.14.15.4	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd03267;cpd03269;cpd11620;cpd11621	OK	0	null	GCP|EQP	Primary Database
rxn12003	R04951	R04951	(1) cpd00001[0] + (1) cpd16496[0] <=> (1) cpd00033[0] + (1) cpd12344[0]	-1:cpd00001:0:"H2O";-1:cpd16496:0:"R-S-Cysteinylglycine";1:cpd00033:0:"Glycine";1:cpd12344:0:"R-S-Alanine"	0	(1) cpd00001[0] + (1) cpd16496[0] <=> (1) cpd00033[0] + (1) cpd12344[0]	(1) H2O[0] + (1) R-S-Cysteinylglycine[0] <=> (1) Glycine[0] + (1) R-S-Alanine[0]	?	null	KEGG: rn00480 (Glutathione metabolism)	KEGG: R04951|iRS1563: R_R04951_c|iRS1597: R04951_c|Name: aminopeptidase	3.4.11.1|3.4.11.2|3.4.11.23|3.4.11.5|3.4.13.-	10000000.0	10000000.0	cpd00001;cpd00033;cpd12344;cpd16496	OK	0	rxn31689	HB|GCP|EQP	Primary Database
rxn12004	R05098	R05098	(1) cpd02076[0] <=> (1) cpd03640[0]	-1:cpd02076:0:"6-Hydroxyhexan-6-olide";1:cpd00067:0:"H+";1:cpd03640:0:"6-Oxohexanoate"	0	(1) cpd02076[0] => (1) cpd00067[0] + (1) cpd03640[0]	(1) 6-Hydroxyhexan-6-olide[0] => (1) H+[0] + (1) 6-Oxohexanoate[0]	>	null	null	KEGG: R05098|MetaCyc: RXN-14101|Rhea: 25168; 25169; 25170; 25171|Name: 	null	-19.43	1.12	cpd00067;cpd02076;cpd03640	OK	0	null	GCC|EQC|EQU	Primary Database
rxn12005	R05144	peptidyl-glutamate 4-carboxylase (2-methyl-3-phytyl-1,4-naphthoquinone-epoxidizing)	(1) cpd00001[0] + (1) cpd03477[0] + (1) cpd12845[0] <=> (1) cpd00007[0] + (1) cpd00011[0] + (1) cpd12844[0] + (1) cpd12846[0]	-1:cpd00001:0:"H2O";-1:cpd00067:0:"H+";-1:cpd03477:0:"Vitamin K1 oxide";-1:cpd12845:0:"Gla protein";1:cpd00007:0:"O2";1:cpd00011:0:"CO2";1:cpd12844:0:"Phytonadiol";1:cpd12846:0:"Gla protein precursor"	0	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd03477[0] + (1) cpd12845[0] <=> (1) cpd00007[0] + (1) cpd00011[0] + (1) cpd12844[0] + (1) cpd12846[0]	(1) H2O[0] + (1) H+[0] + (1) Vitamin K1 oxide[0] + (1) Gla protein[0] <=> (1) O2[0] + (1) CO2[0] + (1) Phytonadiol[0] + (1) Gla protein precursor[0]	?	null	KEGG: rn00130 (Ubiquinone and other terpenoid-quinone biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	KEGG: R05144|Name: peptidyl-glutamate 4-carboxylase (2-methyl-3-phytyl-1,4-naphthoquinone-epoxidizing)	4.1.1.90	10000000.0	10000000.0	cpd00001;cpd00007;cpd00011;cpd00067;cpd03477;cpd12844;cpd12845;cpd12846	OK	0	null	GCP|EQP	Primary Database
rxn12006	R05183	Quinoline-4-carboxylate:acceptor 2-oxidoreductase (hydroxylating)	(1) cpd00001[0] + (1) cpd03837[0] + (1) cpd11609[0] <=> (1) cpd11610[0] + (1) cpd16521[0]	-1:cpd00001:0:"H2O";-1:cpd03837:0:"Cinchonic acid";-1:cpd11609:0:"A";1:cpd11610:0:"AH2";1:cpd16521:0:"2-Oxo-1,2-dihydroquinoline-4-carboxylate"	0	(1) cpd00001[0] + (1) cpd03837[0] + (1) cpd11609[0] <=> (1) cpd11610[0] + (1) cpd16521[0]	(1) H2O[0] + (1) Cinchonic acid[0] + (1) A[0] <=> (1) AH2[0] + (1) 2-Oxo-1,2-dihydroquinoline-4-carboxylate[0]	?	null	null	KEGG: R05183|Name: Quinoline-4-carboxylate:acceptor 2-oxidoreductase (hydroxylating)	1.3.99.19	10000000.0	10000000.0	cpd00001;cpd03837;cpd11609;cpd11610;cpd16521	MI:H:-2/N:-1/R:-1	0	null	GCP|EQP	Primary Database
rxn12007	R05346	R05346	(1) cpd04008[0] + (3) cpd11610[0] <=> (2) cpd00001[0] + (1) cpd04009[0] + (3) cpd11609[0]	-1:cpd04008:0:"DNTP";-3:cpd11610:0:"AH2";2:cpd00001:0:"H2O";1:cpd04009:0:"Aminoparathion";3:cpd11609:0:"A"	0	(1) cpd04008[0] + (3) cpd11610[0] <=> (2) cpd00001[0] + (1) cpd04009[0] + (3) cpd11609[0]	(1) DNTP[0] + (3) AH2[0] <=> (2) H2O[0] + (1) Aminoparathion[0] + (3) A[0]	?	null	KEGG: rn00627 (Aminobenzoate degradation)	KEGG: R05346|Name: 	null	10000000.0	10000000.0	cpd00001;cpd04008;cpd04009;cpd11609;cpd11610	MI:H:6/N:3/R:3	0	null	GCP|EQP	Primary Database
rxn12008	R05611	R05611	(1) cpd00012[0] + (1) cpd02557[0] <=> (1) cpd00113[0] + (1) cpd02590[0]	-1:cpd00012:0:"PPi";-1:cpd00067:0:"H+";-1:cpd02557:0:"Farnesylfarnesylgeraniol";1:cpd00113:0:"Isopentenyldiphosphate";1:cpd02590:0:"all-trans-Heptaprenyl diphosphate"	0	(1) cpd00012[0] + (1) cpd00067[0] + (1) cpd02557[0] <= (1) cpd00113[0] + (1) cpd02590[0]	(1) PPi[0] + (1) H+[0] + (1) Farnesylfarnesylgeraniol[0] <= (1) Isopentenyldiphosphate[0] + (1) all-trans-Heptaprenyl diphosphate[0]	<	null	null	AraCyc: OPPSYN-RXN|BiGG: HEPTT|ChlamyCyc: OPPSYN-RXN|KEGG: R05611|PlantCyc: OPPSYN-RXN|Name: trans-heptaprenyltranstransferase	2.5.1.-	18.13	0.71	cpd00012;cpd00067;cpd00113;cpd02557;cpd02590	OK	0	rxn31768;rxn31769;rxn37609	GCC|HB|EQC|EQU	Primary Database
rxn12009	R05625	Phenylphosphate synthase	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00127[0] <=> (1) cpd00009[0] + (1) cpd00018[0] + (1) cpd01773[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd00127:0:"Phenol";1:cpd00009:0:"Phosphate";1:cpd00018:0:"AMP";3:cpd00067:0:"H+";1:cpd01773:0:"Phenylphosphate"	0	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00127[0] => (1) cpd00009[0] + (1) cpd00018[0] + (3) cpd00067[0] + (1) cpd01773[0]	(1) H2O[0] + (1) ATP[0] + (1) Phenol[0] => (1) Phosphate[0] + (1) AMP[0] + (3) H+[0] + (1) Phenylphosphate[0]	>	null	KEGG: rn00627 (Aminobenzoate degradation)	KEGG: R05625|MetaCyc: PHENOLPHOS-RXN|Name: Phenylphosphate synthase	2.7.9.-	-30.37	4.49	cpd00001;cpd00002;cpd00009;cpd00018;cpd00067;cpd00127;cpd01773	OK	0	null	GCC|HB|EQP	Primary Database
rxn12011	R06500	R06500	(1) cpd05876[0] <=> (1) cpd05879[0]	-1:cpd05876:0:"Soyasapogenol B";1:cpd05879:0:"Soyasaponin I"	0	(1) cpd05876[0] => (1) cpd05879[0]	(1) Soyasapogenol B[0] => (1) Soyasaponin I[0]	>	null	null	KEGG: R06500|Name: 	null	-219.07	1.17	cpd05876;cpd05879	MI:C:18/H:27/O:15|CI:-1	0	null	GCC|EQC|EQU	Primary Database
rxn12012	rxn12012	rxn12012	(1) cpd09143[0] + (1) cpd11623[0] <=> (1) cpd00011[0] + (1) cpd09191[0]	-1:cpd09143:0:"Dehydrorabelomycin";-1:cpd11623:0:"L-Amino acid";1:cpd00011:0:"CO2";1:cpd09191:0:"Phenanthroviridone aglycon"	0	(1) cpd09143[0] + (1) cpd11623[0] <=> (1) cpd00011[0] + (1) cpd09191[0]	(1) Dehydrorabelomycin[0] + (1) L-Amino acid[0] <=> (1) CO2[0] + (1) Phenanthroviridone aglycon[0]	?	null	null	KEGG: R06669	null	10000000.0	10000000.0	cpd00011;cpd09143;cpd09191;cpd11623	MI:H:-5/O:1	0	null	GCP|EQP	Primary Database
rxn12013	R07180	thiol-containing-reductant:hydroperoxide oxidoreductase	(2) cpd11849[0] + (1) cpd14475[0] <=> (1) cpd00001[0] + (1) cpd00057[0] + (1) cpd14474[0]	-2:cpd11849:0:"RSH";-1:cpd14475:0:"ROOH";1:cpd00001:0:"H2O";1:cpd00057:0:"Alcohol";1:cpd14474:0:"R-S-S-R"	0	(2) cpd11849[0] + (1) cpd14475[0] <=> (1) cpd00001[0] + (1) cpd00057[0] + (1) cpd14474[0]	(2) RSH[0] + (1) ROOH[0] <=> (1) H2O[0] + (1) Alcohol[0] + (1) R-S-S-R[0]	?	null	null	KEGG: R07180|Name: thiol-containing-reductant:hydroperoxide oxidoreductase	1.11.1.15	10000000.0	10000000.0	cpd00001;cpd00057;cpd11849;cpd14474;cpd14475	OK	0	null	GCP|EQP	Primary Database
rxn12014	naphthalene disulfonate 1,2-dioxygenase	naphthalene disulfonate 1,2-dioxygenase	(1) cpd00007[0] + (1) cpd11610[0] + (1) cpd14913[0] <=> (1) cpd00081[0] + (1) cpd11609[0] + (1) cpd14915[0]	-1:cpd00007:0:"O2";-1:cpd11610:0:"AH2";-1:cpd14913:0:"2,6-Naphthalenedisulfonic acid";1:cpd00081:0:"Sulfite";1:cpd11609:0:"A";1:cpd14915:0:"1,2-Dihydroxynaphthalene-6-sulfonate"	0	(1) cpd00007[0] + (1) cpd11610[0] + (1) cpd14913[0] <=> (1) cpd00081[0] + (1) cpd11609[0] + (1) cpd14915[0]	(1) O2[0] + (1) AH2[0] + (1) 2,6-Naphthalenedisulfonic acid[0] <=> (1) Sulfite[0] + (1) A[0] + (1) 1,2-Dihydroxynaphthalene-6-sulfonate[0]	?	null	null	Name: naphthalene disulfonate 1,2-dioxygenase	1.14.99.-	10000000.0	10000000.0	cpd00007;cpd00081;cpd11609;cpd11610;cpd14913;cpd14915	MI:H:2/N:1/R:1	0	null	GCP|EQP	Orphan
rxn12015	R07948	R07948	(2) cpd00007[0] + (2) cpd02185[0] <=> (2) cpd00025[0] + (1) cpd14873[0]	-2:cpd00007:0:"O2";-2:cpd02185:0:"2,3,6-Trihydroxypyridine";2:cpd00025:0:"H2O2";1:cpd14873:0:"Blue pigment"	0	(2) cpd00007[0] + (2) cpd02185[0] => (2) cpd00025[0] + (1) cpd14873[0]	(2) O2[0] + (2) 2,3,6-Trihydroxypyridine[0] => (2) H2O2[0] + (1) Blue pigment[0]	>	null	KEGG: rn00760 (Nicotinate and nicotinamide metabolism)	KEGG: R07948|Name: 	null	-55.53	3.12	cpd00007;cpd00025;cpd02185;cpd14873	CI:-2	0	null	GCC|EQC|EQU|HB	Primary Database
rxn12017	R08161	R08161	(1) cpd00007[0] + (1) cpd11476[0] + (1) cpd11610[0] <=> (2) cpd00001[0] + (1) cpd11609[0] + (1) cpd16235[0]	-1:cpd00007:0:"O2";-1:cpd11476:0:"hexadecanoyl-acp";-1:cpd11610:0:"AH2";2:cpd00001:0:"H2O";1:cpd11609:0:"A";1:cpd16235:0:"hexadecenoyl-[acyl-carrier protein]"	0	(1) cpd00007[0] + (1) cpd11476[0] + (1) cpd11610[0] <=> (2) cpd00001[0] + (1) cpd11609[0] + (1) cpd16235[0]	(1) O2[0] + (1) hexadecanoyl-acp[0] + (1) AH2[0] <=> (2) H2O[0] + (1) A[0] + (1) hexadecenoyl-[acyl-carrier protein][0]	?	null	KEGG: rn00061 (Fatty acid biosynthesis)	AraGEM: R_R08161_c|KEGG: R08161|iRS1563: R_R08161_c|iRS1597: R08161_c|Name: 	1.14.19.2	10000000.0	10000000.0	cpd00001;cpd00007;cpd11476;cpd11609;cpd11610;cpd16235	MI:C:-11/H:-18/N:-1/O:-7/P:-1/R:1|CI:2	0	null	GCP|EQP	Primary Database
rxn12018	R08168	indole-3-acetaldehyde-oxime,NADPH:oxidoreductase	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00084[0] + (1) cpd03466[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd16334[0]	-1:cpd00005:0:"NADPH";-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-1:cpd00084:0:"L-Cysteine";-1:cpd03466:0:"Indole-3-acetaldoxime";2:cpd00001:0:"H2O";1:cpd00006:0:"NADP";1:cpd16334:0:"S-(Indolylmethylthiohydroximoyl)-L-cysteine"	0	(1) cpd00005[0] + (1) cpd00007[0] + (2) cpd00067[0] + (1) cpd00084[0] + (1) cpd03466[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd16334[0]	(1) NADPH[0] + (1) O2[0] + (2) H+[0] + (1) L-Cysteine[0] + (1) Indole-3-acetaldoxime[0] <=> (2) H2O[0] + (1) NADP[0] + (1) S-(Indolylmethylthiohydroximoyl)-L-cysteine[0]	?	null	KEGG: rn00380 (Tryptophan metabolism); rn00966 (Glucosinolate biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism)	KEGG: R08168|Name: indole-3-acetaldehyde-oxime,NADPH:oxidoreductase	1.14.-.-	10000000.0	10000000.0	cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd00084;cpd03466;cpd16334	CI:-1	0	null	GCP|EQP|HB	Primary Database
rxn12019	R08170	R08170	(1) cpd00001[0] + (1) cpd16334[0] <=> (1) cpd00013[0] + (1) cpd00020[0] + (1) cpd16332[0]	-1:cpd00001:0:"H2O";-1:cpd16334:0:"S-(Indolylmethylthiohydroximoyl)-L-cysteine";1:cpd00013:0:"NH3";1:cpd00020:0:"Pyruvate";1:cpd00067:0:"H+";1:cpd16332:0:"Indolylmethylthiohydroximate"	0	(1) cpd00001[0] + (1) cpd16334[0] => (1) cpd00013[0] + (1) cpd00020[0] + (1) cpd00067[0] + (1) cpd16332[0]	(1) H2O[0] + (1) S-(Indolylmethylthiohydroximoyl)-L-cysteine[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) H+[0] + (1) Indolylmethylthiohydroximate[0]	>	null	KEGG: rn00380 (Tryptophan metabolism); rn00966 (Glucosinolate biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism)	AraCyc: RXN-8071|KEGG: R08170|MetaCyc: RXN-19586; RXN-8071|PlantCyc: RXN-8071|TS_Athaliana: rxn1307_m; rxn1307_r|Name: 	4.4.1.-	2.08	5.88	cpd00001;cpd00013;cpd00020;cpd00067;cpd16332;cpd16334	OK	0	rxn33023;rxn33036	GCC|HB|EQC	Primary Database
rxn12020	R08171	benzoyl-CoA:3'-N-debenzoyltaxol 3'-N-benzoyltransferase	(1) cpd00401[0] + (1) cpd16339[0] <=> (1) cpd00010[0] + (1) cpd04580[0]	-1:cpd00401:0:"Benzoyl-CoA";-1:cpd16339:0:"3'-N-Debenzoyltaxol";1:cpd00010:0:"CoA";1:cpd00067:0:"H+";1:cpd04580:0:"Paclitaxel"	0	(1) cpd00401[0] + (1) cpd16339[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd04580[0]	(1) Benzoyl-CoA[0] + (1) 3'-N-Debenzoyltaxol[0] => (1) CoA[0] + (1) H+[0] + (1) Paclitaxel[0]	>	null	MetaCyc: DITERPENOID-SYN (Diterpenoid Biosynthesis); PWY-5660 (taxol biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)|KEGG: rn00904 (Diterpenoid biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	AraCyc: RXN-8859|CornCyc: RXN-8859|KEGG: R08171|MetaCyc: RXN-8859|Rhea: 33687; 33688; 33689; 33690|Name: benzoyl-CoA:3'-N-debenzoyltaxol 3'-N-benzoyltransferase	2.3.1.-	-6.23	0.45	cpd00010;cpd00067;cpd00401;cpd04580;cpd16339	OK	0	null	GCC|EQC|EQU	Primary Database
rxn12021	R08172	amino phenylpropanoyl-CoA:Baccatin III amino phenylpropanoyl-13-O-transferase	(1) cpd08698[0] + (1) cpd16585[0] <=> (1) cpd00010[0] + (1) cpd16338[0]	-1:cpd08698:0:"Baccatin III";-1:cpd16585:0:"beta-Phenylalanoyl-CoA";1:cpd00010:0:"CoA";1:cpd16338:0:"3'-N-Debenzoyl-2'-deoxytaxol"	0	(1) cpd08698[0] + (1) cpd16585[0] <=> (1) cpd00010[0] + (1) cpd16338[0]	(1) Baccatin III[0] + (1) beta-Phenylalanoyl-CoA[0] <=> (1) CoA[0] + (1) 3'-N-Debenzoyl-2'-deoxytaxol[0]	=	null	KEGG: rn00904 (Diterpenoid biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	KEGG: R08172|Rhea: 42488; 42489; 42490; 42491|Name: amino phenylpropanoyl-CoA:Baccatin III amino; amino phenylpropanoyl-CoA:Baccatin III amino phenylpropanoyl-13-O-transferase; phenylpropanoyl-13-O-transferase	2.3.2.-	-1.5	0.55	cpd00010;cpd08698;cpd16338;cpd16585	OK	0	null	GCC|HB|EQC|EQU	Primary Database
