id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn39000	DIHYDROOROTATE-DEHYDROGENASE-RXN.w.brachyexp.BENZOSEMIQUINONE_HYDROQUINONE	dihydroorotate dehydrogenase	(1) cpd00282[0] + (1) cpd19022[0] <=> (1) cpd00247[0] + (1) cpd00415[0]	-1:cpd00282:0:"S-Dihydroorotate";-1:cpd19022:0:"p-Benzosemiquinone";1:cpd00067:0:"H+";1:cpd00247:0:"Orotate";1:cpd00415:0:"Quinol"	0	(1) cpd00282[0] + (1) cpd19022[0] => (1) cpd00067[0] + (1) cpd00247[0] + (1) cpd00415[0]	(1) S-Dihydroorotate[0] + (1) p-Benzosemiquinone[0] => (1) H+[0] + (1) Orotate[0] + (1) Quinol[0]	>	null	null	BrachyCyc: DIHYDROOROTATE-DEHYDROGENASE-RXN|Name: dihydroorotate dehydrogenase	1.3.5.2	-18.19	2.85	cpd00067;cpd00247;cpd00282;cpd00415;cpd19022	CI:1	0	null	GCC|EQC|EQU	Secondary Database
rxn39001	GLUCDEHYDROG-RXN.w.brachyexp.CPD-9956_UBIQUINONE-8	Quinoprotein glucose dehydrogenase	(1) cpd00190[0] + (1) cpd15560[0] <=> (1) cpd00170[0] + (1) cpd15561[0]	-1:cpd00190:0:"beta-D-Glucose";-1:cpd15560:0:"Ubiquinone-8";1:cpd00170:0:"Gluconolactone";1:cpd15561:0:"Ubiquinol-8"	0	(1) cpd00190[0] + (1) cpd15560[0] => (1) cpd00170[0] + (1) cpd15561[0]	(1) beta-D-Glucose[0] + (1) Ubiquinone-8[0] => (1) Gluconolactone[0] + (1) Ubiquinol-8[0]	>	null	MetaCyc: Ascorbate-Biosynthesis (Ascorbate Biosynthesis); CARBOXYLATES-DEG (Carboxylate Degradation); Carbohydrates-Degradation (Carbohydrate Degradation); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); DHGLUCONATE-PYR-CAT-PWY (glucose degradation (oxidative)); Degradation (Degradation/Utilization/Assimilation); GLUCOSE1PMETAB-PWY (glucose and glucose-1-phosphate degradation); PWY-7165 (L-ascorbate biosynthesis VI (engineered pathway)); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation); SUGAR-ACIDS-DEG (Sugar Acid Degradation); Sugar-Derivatives (Sugar Derivative Degradation); Sugars-And-Polysaccharides-Degradation (Sugar Degradation); Vitamin-Biosynthesis (Vitamin Biosynthesis)	BrachyCyc: GLUCDEHYDROG-RXN|ChlamyCyc: GLUCDEHYDROG-RXN|EcoCyc: GLUCDEHYDROG-RXN; RXN0-6373|MaizeCyc: GLUCDEHYDROG-RXN|MetaCyc: GLUCDEHYDROG-RXN; RXN0-6373|Name: D-glucose:ubiquinone oxidoreductase; Glucose dehydrogenase (pyrroloquinoline-quinone); Quinoprotein glucose dehydrogenase; bound glucose dehydrogenase; glucose dehydrogenase; glucose dehydrogenase (PQQ-dependent); glucose dehydrogenase (pyrroloquinoline-quinone); mGDH; quinoprotein D-glucose dehydrogenase; quinoprotein glucose dehydrogenase	1.1.5.2	-33.3	1.53	cpd00170;cpd00190;cpd15560;cpd15561	OK	1	rxn36726;rxn36729	GCC|EQC|EQU	Secondary Database
rxn39002	GLUCDEHYDROG-RXN.w.brachyexp.CPD-9957_UBIQUINONE-9	Quinoprotein glucose dehydrogenase	(1) cpd00190[0] + (1) cpd01351[0] <=> (1) cpd00170[0] + (1) cpd25914[0]	-1:cpd00190:0:"beta-D-Glucose";-1:cpd01351:0:"Ubiquinone-9";1:cpd00170:0:"Gluconolactone";1:cpd25914:0:"ubiquinol(9)"	0	(1) cpd00190[0] + (1) cpd01351[0] => (1) cpd00170[0] + (1) cpd25914[0]	(1) beta-D-Glucose[0] + (1) Ubiquinone-9[0] => (1) Gluconolactone[0] + (1) ubiquinol(9)[0]	>	null	MetaCyc: Ascorbate-Biosynthesis (Ascorbate Biosynthesis); CARBOXYLATES-DEG (Carboxylate Degradation); Carbohydrates-Degradation (Carbohydrate Degradation); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); DHGLUCONATE-PYR-CAT-PWY (glucose degradation (oxidative)); Degradation (Degradation/Utilization/Assimilation); GLUCOSE1PMETAB-PWY (glucose and glucose-1-phosphate degradation); PWY-7165 (L-ascorbate biosynthesis VI (engineered pathway)); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation); SUGAR-ACIDS-DEG (Sugar Acid Degradation); Sugar-Derivatives (Sugar Derivative Degradation); Sugars-And-Polysaccharides-Degradation (Sugar Degradation); Vitamin-Biosynthesis (Vitamin Biosynthesis)	BrachyCyc: GLUCDEHYDROG-RXN|ChlamyCyc: GLUCDEHYDROG-RXN|MetaCyc: GLUCDEHYDROG-RXN; RXN0-6373|Name: D-glucose:ubiquinone oxidoreductase; Glucose dehydrogenase (pyrroloquinoline-quinone); Quinoprotein glucose dehydrogenase; bound glucose dehydrogenase; glucose dehydrogenase; glucose dehydrogenase (PQQ-dependent); glucose dehydrogenase (pyrroloquinoline-quinone); mGDH; quinoprotein D-glucose dehydrogenase; quinoprotein glucose dehydrogenase	1.1.5.2	-33.3	1.53	cpd00170;cpd00190;cpd01351;cpd25914	OK	1	rxn36727;rxn36730	GCC|EQC|EQU	Secondary Database
rxn39003	GLUCDEHYDROG-RXN.w.brachyexp.CPD-9958_UBIQUINONE-10	Quinoprotein glucose dehydrogenase	(1) cpd00190[0] + (1) cpd08232[0] <=> (1) cpd00170[0] + (1) cpd25915[0]	-1:cpd00190:0:"beta-D-Glucose";-1:cpd08232:0:"Ubidecarenone";1:cpd00170:0:"Gluconolactone";1:cpd25915:0:"ubiquinol(10)"	0	(1) cpd00190[0] + (1) cpd08232[0] => (1) cpd00170[0] + (1) cpd25915[0]	(1) beta-D-Glucose[0] + (1) Ubidecarenone[0] => (1) Gluconolactone[0] + (1) ubiquinol(10)[0]	>	null	MetaCyc: Ascorbate-Biosynthesis (Ascorbate Biosynthesis); CARBOXYLATES-DEG (Carboxylate Degradation); Carbohydrates-Degradation (Carbohydrate Degradation); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); DHGLUCONATE-PYR-CAT-PWY (glucose degradation (oxidative)); Degradation (Degradation/Utilization/Assimilation); GLUCOSE1PMETAB-PWY (glucose and glucose-1-phosphate degradation); PWY-7165 (L-ascorbate biosynthesis VI (engineered pathway)); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation); SUGAR-ACIDS-DEG (Sugar Acid Degradation); Sugar-Derivatives (Sugar Derivative Degradation); Sugars-And-Polysaccharides-Degradation (Sugar Degradation); Vitamin-Biosynthesis (Vitamin Biosynthesis)	BrachyCyc: GLUCDEHYDROG-RXN|ChlamyCyc: GLUCDEHYDROG-RXN|MetaCyc: GLUCDEHYDROG-RXN; RXN0-6373|Name: D-glucose:ubiquinone oxidoreductase; Glucose dehydrogenase (pyrroloquinoline-quinone); Quinoprotein glucose dehydrogenase; bound glucose dehydrogenase; glucose dehydrogenase; glucose dehydrogenase (PQQ-dependent); glucose dehydrogenase (pyrroloquinoline-quinone); mGDH; quinoprotein D-glucose dehydrogenase; quinoprotein glucose dehydrogenase	1.1.5.2	-33.3	1.53	cpd00170;cpd00190;cpd08232;cpd25915	OK	1	rxn36728;rxn36731	GCC|EQC|EQU	Secondary Database
rxn39004	LACCASE-RXN.c.brachyexp.BENZOSEMIQUINONE_HYDROQUINONE	Urishiol oxidase	(1) cpd00007[0] + (4) cpd00077[0] + (1) cpd00415[0] <=> (2) cpd00001[0] + (5) cpd19022[0]	-1:cpd00007:0:"O2";-4:cpd00077:0:"Catechol";-1:cpd00415:0:"Quinol";2:cpd00001:0:"H2O";1:cpd00067:0:"H+";5:cpd19022:0:"p-Benzosemiquinone"	0	(1) cpd00007[0] + (4) cpd00077[0] + (1) cpd00415[0] => (2) cpd00001[0] + (1) cpd00067[0] + (5) cpd19022[0]	(1) O2[0] + (4) Catechol[0] + (1) Quinol[0] => (2) H2O[0] + (1) H+[0] + (5) p-Benzosemiquinone[0]	>	null	null	BrachyCyc: LACCASE-RXN|Name: Laccase; Urishiol oxidase	1.10.3.2	-50.36	14.18	cpd00001;cpd00007;cpd00067;cpd00077;cpd00415;cpd19022	CI:1	0	null	GCC|EQC|EQU	Secondary Database
rxn39005	NADH-DEHYDROGENASE-QUINONE-RXN.c.brachyexp.BENZOSEMIQUINONE_HYDROQUINONE	NADH dehydrogenase (quinone)	(2) cpd00004[0] + (1) cpd19022[0] <=> (2) cpd00003[0] + (1) cpd00415[0]	-2:cpd00004:0:"NADH";-1:cpd19022:0:"p-Benzosemiquinone";2:cpd00003:0:"NAD";1:cpd00067:0:"H+";1:cpd00415:0:"Quinol"	0	(2) cpd00004[0] + (1) cpd19022[0] => (2) cpd00003[0] + (1) cpd00067[0] + (1) cpd00415[0]	(2) NADH[0] + (1) p-Benzosemiquinone[0] => (2) NAD[0] + (1) H+[0] + (1) Quinol[0]	>	null	null	BrachyCyc: NADH-DEHYDROGENASE-QUINONE-RXN|Name: NADH dehydrogenase (quinone)	1.6.99.5	-36.24	2.84	cpd00003;cpd00004;cpd00067;cpd00415;cpd19022	CI:3	0	null	GCC|EQC|EQU	Secondary Database
rxn39006	NADH-DEHYDROGENASE-QUINONE-RXN.c.brachyexp.CPD-9956_UBIQUINONE-8	NADH dehydrogenase (quinone)	(2) cpd00004[0] + (1) cpd15560[0] <=> (2) cpd00003[0] + (1) cpd15561[0]	-2:cpd00004:0:"NADH";-1:cpd15560:0:"Ubiquinone-8";2:cpd00003:0:"NAD";1:cpd15561:0:"Ubiquinol-8"	0	(2) cpd00004[0] + (1) cpd15560[0] => (2) cpd00003[0] + (1) cpd15561[0]	(2) NADH[0] + (1) Ubiquinone-8[0] => (2) NAD[0] + (1) Ubiquinol-8[0]	>	null	null	BrachyCyc: NADH-DEHYDROGENASE-QUINONE-RXN|Name: NADH dehydrogenase (quinone)	1.6.99.5	-47.13	1.49	cpd00003;cpd00004;cpd15560;cpd15561	CI:2	0	null	GCC|EQC|EQU	Secondary Database
rxn39007	NADH-DEHYDROGENASE-QUINONE-RXN.c.brachyexp.CPD-9957_UBIQUINONE-9	NADH dehydrogenase (quinone)	(2) cpd00004[0] + (1) cpd01351[0] <=> (2) cpd00003[0] + (1) cpd25914[0]	-2:cpd00004:0:"NADH";-1:cpd01351:0:"Ubiquinone-9";2:cpd00003:0:"NAD";1:cpd25914:0:"ubiquinol(9)"	0	(2) cpd00004[0] + (1) cpd01351[0] => (2) cpd00003[0] + (1) cpd25914[0]	(2) NADH[0] + (1) Ubiquinone-9[0] => (2) NAD[0] + (1) ubiquinol(9)[0]	>	null	null	BrachyCyc: NADH-DEHYDROGENASE-QUINONE-RXN|Name: NADH dehydrogenase (quinone)	1.6.99.5	-47.13	1.49	cpd00003;cpd00004;cpd01351;cpd25914	CI:2	0	null	GCC|EQC|EQU	Secondary Database
rxn39008	NADH-DEHYDROGENASE-QUINONE-RXN.c.brachyexp.CPD-9958_UBIQUINONE-10	NADH dehydrogenase (quinone)	(2) cpd00004[0] + (1) cpd08232[0] <=> (2) cpd00003[0] + (1) cpd25915[0]	-2:cpd00004:0:"NADH";-1:cpd08232:0:"Ubidecarenone";2:cpd00003:0:"NAD";1:cpd25915:0:"ubiquinol(10)"	0	(2) cpd00004[0] + (1) cpd08232[0] => (2) cpd00003[0] + (1) cpd25915[0]	(2) NADH[0] + (1) Ubidecarenone[0] => (2) NAD[0] + (1) ubiquinol(10)[0]	>	null	null	BrachyCyc: NADH-DEHYDROGENASE-QUINONE-RXN|Name: NADH dehydrogenase (quinone)	1.6.99.5	-47.13	1.49	cpd00003;cpd00004;cpd08232;cpd25915	CI:2	0	null	GCC|EQC|EQU	Secondary Database
rxn39009	RXN-6883.c.brachyexp.CPD-9958_Oxidized-Ferroproteins_Reduced-Ferroproteins_UBIQUINONE-10	RXN-6883.c.brachyexp.CPD-9958_Oxidized-Ferroproteins_Reduced-Ferroproteins_UBIQUINONE-10	(1) cpd25915[0] + (1) cpd27743[0] <=> (1) cpd08232[0] + (1) cpd28068[0]	-1:cpd25915:0:"ubiquinol(10)";-1:cpd27743:0:"Oxidized-Ferroproteins";2:cpd00067:0:"H+";1:cpd08232:0:"Ubidecarenone";1:cpd28068:0:"Reduced-Ferroproteins"	0	(1) cpd25915[0] + (1) cpd27743[0] <=> (2) cpd00067[0] + (1) cpd08232[0] + (1) cpd28068[0]	(1) ubiquinol(10)[0] + (1) Oxidized-Ferroproteins[0] <=> (2) H+[0] + (1) Ubidecarenone[0] + (1) Reduced-Ferroproteins[0]	?	null	null	BrachyCyc: RXN-6883|Name: 	1.-.-.-	10000000.0	10000000.0	cpd00067;cpd08232;cpd25915;cpd27743;cpd28068	CI:2	0	null	GCP|EQP	Secondary Database
