id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn46000			(1) cpd00007[0] + (1) cpd17431[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (1) cpd11630[0] + (1) cpd23389[0]	-1:cpd00007:0:"O2";-1:cpd17431:0:"4-Methylthiobutanaldoxime";-1:cpd21035:0:"Reduced flavin";1:cpd00001:0:"H2O";2:cpd00067:0:"H+";1:cpd11630:0:"Flavin";1:cpd23389:0:"4-methylthiobutanonitrile oxide"	0	(1) cpd00007[0] + (1) cpd17431[0] + (1) cpd21035[0] <=> (1) cpd00001[0] + (2) cpd00067[0] + (1) cpd11630[0] + (1) cpd23389[0]	(1) O2[0] + (1) 4-Methylthiobutanaldoxime[0] + (1) Reduced flavin[0] <=> (1) H2O[0] + (2) H+[0] + (1) Flavin[0] + (1) 4-methylthiobutanonitrile oxide[0]	?	null	MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-1187 (glucosinolate biosynthesis from homomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)	MetaCyc: RXN-11414	null	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd11630;cpd17431;cpd21035;cpd23389	OK	0	null	HB|GCP|EQP	Primary Database
rxn46001			(1) cpd00001[0] + (1) cpd01760[0] <=> (1) cpd00053[0] + (1) cpd26675[0]	-1:cpd00001:0:"H2O";-1:cpd01760:0:"N-Acyl-L-glutamine";1:cpd00053:0:"L-Glutamine";1:cpd26675:0:"Carboxylates"	0	(1) cpd00001[0] + (1) cpd01760[0] <=> (1) cpd00053[0] + (1) cpd26675[0]	(1) H2O[0] + (1) N-Acyl-L-glutamine[0] <=> (1) L-Glutamine[0] + (1) Carboxylates[0]	?	null	null	MetaCyc: RXN-19541	null	10000000.0	10000000.0	cpd00001;cpd00053;cpd01760;cpd26675	OK	0	null	GCP|EQP	Primary Database
rxn46002			(1) cpd00001[0] + (1) cpd00101[0] <=> (1) cpd00009[0] + (1) cpd05267[0]	-1:cpd00001:0:"H2O";-1:cpd00101:0:"ribose-5-phosphate";1:cpd00009:0:"Phosphate";1:cpd05267:0:"Ribose"	0	(1) cpd00001[0] + (1) cpd00101[0] => (1) cpd00009[0] + (1) cpd05267[0]	(1) H2O[0] + (1) ribose-5-phosphate[0] => (1) Phosphate[0] + (1) Ribose[0]	>	null	null	MetaCyc: RXN-14509	null	-3.99	0.41	cpd00001;cpd00009;cpd00101;cpd05267	OK	0	null	GCC|EQC|EQU	Primary Database
rxn46003			(1) cpd00007[0] + (1) cpd32755[0] <=> (1) cpd00001[0] + (1) cpd00204[0] + (1) cpd31813[0]	-1:cpd00007:0:"O2";-5:cpd00067:0:"H+";-1:cpd32755:0:"alpha-hydroxyheme";1:cpd00001:0:"H2O";1:cpd00204:0:"CO";1:cpd31813:0:"verdoheme"	0	(1) cpd00007[0] + (5) cpd00067[0] + (1) cpd32755[0] <=> (1) cpd00001[0] + (1) cpd00204[0] + (1) cpd31813[0]	(1) O2[0] + (5) H+[0] + (1) alpha-hydroxyheme[0] <=> (1) H2O[0] + (1) CO[0] + (1) verdoheme[0]	?	null	null	MetaCyc: RXN-18342	null	10000000.0	10000000.0	cpd00001;cpd00007;cpd00067;cpd00204;cpd31813;cpd32755	OK	0	null	HB|GCP|EQP	Primary Database
rxn46004			(1) cpd00007[0] + (1) cpd00042[0] + (1) cpd11229[0] + (1) cpd21035[0] <=> (2) cpd00001[0] + (1) cpd11630[0] + (1) cpd23384[0]	-1:cpd00007:0:"O2";-1:cpd00042:0:"GSH";-1:cpd11229:0:"N-Benzylformamide";-1:cpd21035:0:"Reduced flavin";2:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd11630:0:"Flavin";1:cpd23384:0:"S-[(Z)-Phenylacetohydroximoyl]-L-glutathione"	0	(1) cpd00007[0] + (1) cpd00042[0] + (1) cpd11229[0] + (1) cpd21035[0] <=> (2) cpd00001[0] + (1) cpd00067[0] + (1) cpd11630[0] + (1) cpd23384[0]	(1) O2[0] + (1) GSH[0] + (1) N-Benzylformamide[0] + (1) Reduced flavin[0] <=> (2) H2O[0] + (1) H+[0] + (1) Flavin[0] + (1) S-[(Z)-Phenylacetohydroximoyl]-L-glutathione[0]	?	null	null	MetaCyc: RXN-18159	null	10000000.0	10000000.0	cpd00001;cpd00007;cpd00042;cpd00067;cpd11229;cpd11630;cpd21035;cpd23384	OK	0	null	HB|GCP|EQP	Primary Database
rxn46005			(1) cpd33745[0] <=> (1) cpd32317[0]	-1:cpd33745:0:"7,8-dihydroxy-3,4,15-triacetoxyscirpenol";2:cpd00067:0:"H+";1:cpd32317:0:"3,4,15-triacetyl-nivalenol"	0	(1) cpd33745[0] <=> (2) cpd00067[0] + (1) cpd32317[0]	(1) 7,8-dihydroxy-3,4,15-triacetoxyscirpenol[0] <=> (2) H+[0] + (1) 3,4,15-triacetyl-nivalenol[0]	?	null	MetaCyc: PWY-7713 (nivalenol biosynthesis); PWY-7715 (superpathway of trichothecene biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SESQUITERPENOID-SYN (Sesquiterpenoid Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)	MetaCyc: RXN-17050	null	10000000.0	10000000.0	cpd00067;cpd32317;cpd33745	CI:2	0	null	HB|GCP|EQP	Primary Database
rxn46006			(1) cpd03920[0] + (1) cpd32420[0] <=> (1) cpd00126[0] + (1) cpd31445[0]	-1:cpd03920:0:"Adenosylcobinamide-GDP";-1:cpd32420:0:"5-hydroxybenzimidazole ribotide phosphate";1:cpd00067:0:"H+";1:cpd00126:0:"GMP";1:cpd31445:0:"Coalpha-[alpha-(5-hydroxybenzimidazolyl)]-Cobeta-adenosylcobamide 5'-phosphate"	0	(1) cpd03920[0] + (1) cpd32420[0] <=> (1) cpd00067[0] + (1) cpd00126[0] + (1) cpd31445[0]	(1) Adenosylcobinamide-GDP[0] + (1) 5-hydroxybenzimidazole ribotide phosphate[0] <=> (1) H+[0] + (1) GMP[0] + (1) Coalpha-[alpha-(5-hydroxybenzimidazolyl)]-Cobeta-adenosylcobamide 5'-phosphate[0]	?	null	MetaCyc: Adenosylcobamide-Biosynthesis (Adenosylcobamide Biosynthesis); Cobalamin-Biosynthesis (Cobamide Biosynthesis); Cobamide-De-Novo-Biosynthesis (Cobamide <i>de novo</i> Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-7969 (5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP); Vitamin-Biosynthesis (Vitamin Biosynthesis)	MetaCyc: RXN-19303	null	10000000.0	10000000.0	cpd00067;cpd00126;cpd03920;cpd31445;cpd32420	OK	0	null	HB|GCP|EQP	Primary Database
rxn46007			(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00007[0] + (1) cpd00010[0] + (1) cpd31746[0] <=> (1) cpd00004[0] + (1) cpd00022[0] + (1) cpd00025[0] + (1) cpd37112[0]	-1:cpd00001:0:"H2O";-1:cpd00003:0:"NAD";-1:cpd00007:0:"O2";-1:cpd00010:0:"CoA";-1:cpd31746:0:"3-hydroxy-heptanoyl-CoA";1:cpd00004:0:"NADH";1:cpd00022:0:"Acetyl-CoA";1:cpd00025:0:"H2O2";1:cpd00067:0:"H+";1:cpd37112:0:"CPD-15660"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00007[0] + (1) cpd00010[0] + (1) cpd31746[0] <=> (1) cpd00004[0] + (1) cpd00022[0] + (1) cpd00025[0] + (1) cpd00067[0] + (1) cpd37112[0]	(1) H2O[0] + (1) NAD[0] + (1) O2[0] + (1) CoA[0] + (1) 3-hydroxy-heptanoyl-CoA[0] <=> (1) NADH[0] + (1) Acetyl-CoA[0] + (1) H2O2[0] + (1) H+[0] + (1) CPD-15660[0]	=	null	MetaCyc: Degradation (Degradation/Utilization/Assimilation); Fatty-Acid-Degradation (Fatty Acid Degradation); Fatty-Acid-and-Lipid-Degradation (Fatty Acid and Lipid Degradation); PWY-7337 (10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast)); PWY-7338 (10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast)); PWY-7339 (10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent, yeast))	MetaCyc: RXN-14781	null	-20.03	1.08	cpd00001;cpd00003;cpd00004;cpd00007;cpd00010;cpd00022;cpd00025;cpd00067;cpd31746;cpd37112	OK	0	null	GCC|EQC|EQU	Primary Database
rxn46008			(1) cpd00350[0] + (1) cpd33081[0] <=> (1) cpd00012[0] + (1) cpd31706[0]	-1:cpd00350:0:"Farnesyldiphosphate";-1:cpd33081:0:"(31R)-8,12-diethylbacteriochlorophyllide d";1:cpd00012:0:"PPi";1:cpd31706:0:"(31R)-8,12-diethylbacteriochlorophyll d"	0	(1) cpd00350[0] + (1) cpd33081[0] <=> (1) cpd00012[0] + (1) cpd31706[0]	(1) Farnesyldiphosphate[0] + (1) (31R)-8,12-diethylbacteriochlorophyllide d[0] <=> (1) PPi[0] + (1) (31R)-8,12-diethylbacteriochlorophyll d[0]	?	null	MetaCyc: Chlorophyll-Biosynthesis (Chlorophyll Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); PWY-7758 (bacteriochlorophyll <i>d</i> biosynthesis); Porphyrin-Compounds-Biosynthesis (Porphyrin Compound Biosynthesis)	MetaCyc: RXN-17438	null	10000000.0	10000000.0	cpd00012;cpd00350;cpd31706;cpd33081	CI:-1	0	null	HB|GCP|EQP	Primary Database
rxn46010			(1) cpd00001[0] + (1) cpd22495[0] + (1) cpd36545[0] <=> (1) cpd02229[0] + (1) cpd19245[0] + (1) cpd36760[0]	-1:cpd00001:0:"H2O";-1:cpd22495:0:"GlcNAc-(1->4)-MurNAc-pentapeptide-diphosphoundecaprenol";-1:cpd36545:0:"CPD-19345";1:cpd00067:0:"H+";1:cpd02229:0:"Bactoprenyl diphosphate";1:cpd19245:0:"di-trans,poly-cis-Undecaprenyl phosphate";1:cpd36760:0:"Minor-Teichoic-Bacillus-peptidoglycan"	0	(1) cpd00001[0] + (1) cpd22495[0] + (1) cpd36545[0] <=> (1) cpd00067[0] + (1) cpd02229[0] + (1) cpd19245[0] + (1) cpd36760[0]	(1) H2O[0] + (1) GlcNAc-(1->4)-MurNAc-pentapeptide-diphosphoundecaprenol[0] + (1) CPD-19345[0] <=> (1) H+[0] + (1) Bactoprenyl diphosphate[0] + (1) di-trans,poly-cis-Undecaprenyl phosphate[0] + (1) Minor-Teichoic-Bacillus-peptidoglycan[0]	?	null	MetaCyc: Cell-Structure-Biosynthesis (Cell Structure Biosynthesis); Cell-Wall-Biosynthesis (Cell Wall Biosynthesis); PWY-7819 (poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis); Teichoic-Acids-Biosynthesis (Teichoic Acid Biosynthesis)	MetaCyc: RXN-18061	null	10000000.0	10000000.0	cpd00001;cpd00067;cpd02229;cpd19245;cpd22495;cpd36545;cpd36760	OK	0	null	HB|GCP|EQP	Primary Database
