id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd20000	Fuberidazole	Fuberidazole	C11H8N2O	184.0	Primary Database	UYJUZNLFJAWNEZ-UHFFFAOYSA-N	0	1	0	null	0	51.89	2.23	1:9:10.11	1:7:3.93;1:14:-3.96	null	null	Name: Fuberidazole|KEGG: C18737	c1coc(-c2nc3ccccc3[nH]2)c1	GC|EQ
cpd20001	Enilconazole	Enilconazole	C14H14Cl2N2O	296.0	Primary Database	PZBPKYOVPCNPJY-UHFFFAOYSA-N	0	1	0	null	0	211.61	1.39		1:9:-4.32;1:17:6.48	null	null	Name: Enilconazole; Imazalil|KEGG: C18739	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	GC|EQ|EQU
cpd20002	Ioxynil octanoate	Ioxynil octanoate	C15H17I2NO2	497.0	Primary Database	QBEXFUOWUYCXNI-UHFFFAOYSA-N	0	1	0	null	0	11.13	5.72		1:20:-7.19	null	null	Name: Ioxynil octanoate|KEGG: C18740	CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I	GC
cpd20003	MCPA-thioethyl	MCPA-thioethyl	C11H13ClO2S	244.0	Primary Database	AZFKQCNGMSSWDS-UHFFFAOYSA-N	0	1	0	null	0	79.76	1.35		1:9:-4.87;1:13:-6.43	null	null	Name: MCPA-thioethyl|KEGG: C18741	CCSC(=O)COc1ccc(Cl)cc1C	GC|EQ|EQU
cpd20004	Mecoprop	Mecoprop	C10H10ClO3	214.0	Primary Database	WNTGYJSOUMFZEP-UHFFFAOYSA-M	-1	1	0	null	0	0.51	0.99	1:3:3.07	1:12:-4.90	null	null	Name: Mecoprop|KEGG: C18742	Cc1cc(Cl)ccc1OC(C)C(=O)[O-]	GC|EQ|EQU
cpd20005	Mefluidide	Mefluidide	C11H12F3N2O3S	309.0	Primary Database	RXHRQEINDBBYKD-UHFFFAOYSA-N	-1	1	0	null	0	10000000.0	10000000.0	1:7:14.58;1:13:3.24	1:10:-4.08	null	null	Name: Mefluidide|KEGG: C18743	CC(=O)Nc1cc([N-]S(=O)(=O)C(F)(F)F)c(C)cc1C	GC|EQ
cpd20006	Metaldehyde	Metaldehyde	C8H16O4	176.0	Primary Database	GKKDCARASOJPNG-UHFFFAOYSA-N	0	1	0	null	0	66.65	5.11		1:2:-3.91;1:4:-4.49;1:6:-5.06;1:8:-5.65	null	null	Name: Metaldehyde|KEGG: C18744	CC1OC(C)OC(C)OC(C)O1	GC|EQ|EQU
cpd20007	Methacrifos	Methacrifos	C7H13O5PS	240.0	Primary Database	NTAHCMPOMKHKEU-AATRIKPKSA-N	0	1	0	null	0	10000000.0	10000000.0		1:7:-6.94	null	null	Name: Methacrifos|KEGG: C18745	COC(=O)/C(C)=C/OP(=S)(OC)OC	GC
cpd20008	Methasulfocarb	Methasulfocarb	C9H11NO4S2	261.0	Primary Database	IXJOSTZEBSTPAG-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0	1:12:15.95		null	null	Name: Methasulfocarb|KEGG: C18746	CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1	GC
cpd20009	Metolcarb	Metolcarb	C9H11NO2	165.0	Primary Database	VOEYXMAFNDNNED-UHFFFAOYSA-N	0	1	0	null	0	-52.78	1.15	1:9:14.77		null	null	Name: MTMC; Metolcarb; Tsumacide|KEGG: C18747	CNC(=O)Oc1cccc(C)c1	GC|EQ
cpd20010	Nabam	Nabam	C4H6N2Na2S4	10000000.0	Primary Database	UQJQVUOTMVCFHX-UHFFFAOYSA-L	0	1	0	null	0	10000000.0	10000000.0	1:2:16.04;1:5:15.43;1:7:1.74;1:9:2.34;2:1:3.09;3:1:3.09		null	null	Name: Nabam|KEGG: C18748	S=C([S-])NCCNC(=S)[S-].[Na+].[Na+]	GC
cpd20011	Naled	Naled	C4H7Br2Cl2O4P	380.0	Primary Database	BUYMVQAILCEWRR-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0	1:6:15.21	1:2:-9.08	null	null	Name: Naled|KEGG: C18749	COP(=O)(OC)OC(Br)C(Cl)(Cl)Br	GC
cpd20012	2-Napthyloxyacetic acid	2-Napthyloxyacetic acid	C12H9O3	202.0	Primary Database	RZCJYMOBWVJQGV-UHFFFAOYSA-M	-1	1	0	null	0	13.1	1.66	1:14:4.00	1:11:-4.89	null	null	Name: 2-Napthyloxyacetic acid|KEGG: C18750	O=C([O-])COc1ccc2ccccc2c1	GC|EQ|EQU
cpd20013	Nitrapyrin	Nitrapyrin	C6H3Cl4N	229.0	Primary Database	DCUJJWWUNKIJPH-UHFFFAOYSA-N	0	1	0	null	0	56.47	0.87		1:3:-0.98	null	null	Name: 2-chloro-6-(trichloromethyl)pyridine; Dowco-163; N-serve; N-serve nitrogen stabilizer; Nitrapyrin; alpha,alpha,alpha,6-tetrachloro-2-picoline; nitrapyrin|KEGG: C18751|MetaCyc: NITRAPYRIN	Clc1cccc(C(Cl)(Cl)Cl)n1	GC|EQ|EQU
cpd20014	Octhilinone	Octhilinone	C11H19NOS	213.0	Primary Database	JPMIIZHYYWMHDT-UHFFFAOYSA-N	0	1	0	null	0	1.48	1.37		1:6:0.90	null	null	Name: Octhilinone|KEGG: C18752	CCCCCCCCn1sccc1=O	GC
cpd20015	Oxadixyl	Oxadixyl	C14H18N2O4	278.0	Primary Database	UWVQIROCRJWDKL-UHFFFAOYSA-N	0	1	0	null	0	-72.03	2.1	1:9:14.39	1:10:-4.16	null	null	Name: Oxadixyl|KEGG: C18753	COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O	GC|EQ
cpd20016	Captafol	Captafol	C10H9Cl4NO2S	347.0	Primary Database	JHRWWRDRBPCWTF-UHFFFAOYSA-N	0	1	0	null	0	-30.55	2.54	1:4:17.88;1:16:19.32	1:10:-3.12;1:11:-8.65	null	null	Name: Captafol|KEGG: C18754	O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl	GC|EQ
cpd20017	Pebulate	Pebulate	C10H21NOS	203.0	Primary Database	SGEJQUSYQTVSIU-UHFFFAOYSA-N	0	1	0	null	0	191.9	2.0			null	null	Name: Pebulate|KEGG: C18755	CCCCN(CC)C(=O)SCCC	GC|EQ|EQU
cpd20018	Phosmet	Phosmet	C11H12NO4PS2	317.0	Primary Database	LMNZTLDVJIUSHT-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0		1:10:-7.24;1:11:-2.05	null	null	Name: Phosmet|KEGG: C18756	COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O	GC
cpd20019	Phoxim	Phoxim	C12H15N2O3PS	298.0	Primary Database	ATROHALUCMTWTB-WYMLVPIESA-N	0	1	0	null	0	10000000.0	10000000.0		1:8:-1.62	null	null	Name: Phoxim|KEGG: C18757	CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1	GC
cpd20020	Piperophos	Piperophos	C14H28NO3PS2	353.0	Primary Database	UNLYSVIDNRIVFJ-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0	1:9:17.56	1:11:2.80	null	null	Name: Piperophos|KEGG: C18758	CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C	GC
cpd20021	Propachlor	Propachlor	C11H14ClNO	211.0	Primary Database	MFOUDYKPLGXPGO-UHFFFAOYSA-N	0	1	0	null	0	130.57	1.66	1:9:16.77	1:14:-6.45	null	null	Name: 2-chloro-N-isopropylacetanilide; Propachlor; propachlor|KEGG: C18759|MetaCyc: CPD-9378	CC(C)N(C(=O)CCl)c1ccccc1	GC|EQ|EQU
cpd20022	Prosulfocarb	Prosulfocarb	C14H21NOS	251.0	Primary Database	NQLVQOSNDJXLKG-UHFFFAOYSA-N	0	1	0	null	0	224.64	2.1			null	null	Name: Prosulfocarb|KEGG: C18760	CCCN(CCC)C(=O)SCc1ccccc1	GC|EQ|EQU
cpd20023	Pyrazophos	Pyrazophos	C14H20N3O5PS	373.0	Primary Database	JOOMJVFZQRQWKR-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0		1:3:-5.57;1:9:-1.44;1:12:-7.90	null	null	Name: Pyrazophos|KEGG: C18761	CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C	GC
cpd20024	Pyridafenthion	Pyridafenthion	C14H17N2O4PS	340.0	Primary Database	CXJSOEPQXUCJSA-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0		1:5:-7.75	null	null	Name: Pyridafenthion; Pyridaphenthion|KEGG: C18762	CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1	GC
