id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn08000	3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	(1) cpd11492[0] + (1) cpd15294[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd15375[0]	-1:cpd11492:0:"Malonyl-acyl-carrierprotein-";-1:cpd15294:0:"Tetradecenoyl-ACP";1:cpd00011:0:"CO2";1:cpd11493:0:"ACP";1:cpd15375:0:"3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]"	0	(1) cpd11492[0] + (1) cpd15294[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd15375[0]	(1) Malonyl-acyl-carrierprotein-[0] + (1) Tetradecenoyl-ACP[0] <=> (1) CO2[0] + (1) ACP[0] + (1) 3-oxo-cis-palm-9-eoyl-[acyl-carrier protein][0]	?	null	null	BiGG: 3OAS161|iAF1260: 3OAS161|iJN746: 3OAS161|iMA945: 3OAS161|metanetx.reaction: MNXR135713|Name: 3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	2.3.1.41	10000000.0	10000000.0	cpd00011;cpd11492;cpd11493;cpd15294;cpd15375	OK	0	null	HB|GCP|EQP	Secondary Database
rxn08001	3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	(1) cpd11492[0] + (1) cpd15277[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd15377[0]	-1:cpd11492:0:"Malonyl-acyl-carrierprotein-";-1:cpd15277:0:"Palmitoyl-ACP";1:cpd00011:0:"CO2";1:cpd11493:0:"ACP";1:cpd15377:0:"3-Oxooctadecanoyl-[acyl-carrier protein]"	0	(1) cpd11492[0] + (1) cpd15277[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd15377[0]	(1) Malonyl-acyl-carrierprotein-[0] + (1) Palmitoyl-ACP[0] <=> (1) CO2[0] + (1) ACP[0] + (1) 3-Oxooctadecanoyl-[acyl-carrier protein][0]	?	null	null	BiGG: 3OAS180|iAF1260: 3OAS180|iJN746: 3OAS180|iMA945: 3OAS180|metanetx.reaction: MNXR135714|Name: 3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	2.3.1.41	10000000.0	10000000.0	cpd00011;cpd11492;cpd11493;cpd15277;cpd15377	CI:1	0	null	HB|GCP|EQP	Secondary Database
rxn08002	3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	(1) cpd11492[0] + (1) cpd15239[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd15376[0]	-1:cpd11492:0:"Malonyl-acyl-carrierprotein-";-1:cpd15239:0:"Hexadecenoyl-ACP";1:cpd00011:0:"CO2";1:cpd11493:0:"ACP";1:cpd15376:0:"3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]"	0	(1) cpd11492[0] + (1) cpd15239[0] <=> (1) cpd00011[0] + (1) cpd11493[0] + (1) cpd15376[0]	(1) Malonyl-acyl-carrierprotein-[0] + (1) Hexadecenoyl-ACP[0] <=> (1) CO2[0] + (1) ACP[0] + (1) 3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein][0]	?	null	null	BiGG: 3OAS181|JP_Creinhardtii_MSB: R_3OAS181|iAF1260: 3OAS181|iJN746: 3OAS181|metanetx.reaction: MNXR135715|Name: 3-oxoacyl-[acyl-carrier-protein] synthase ((11Z)-n-C18:1); 3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	2.3.1.41	10000000.0	10000000.0	cpd00011;cpd11492;cpd11493;cpd15239;cpd15376	OK	0	rxn34704	HB|GCP|EQP	Secondary Database
rxn08003	3PEPTabcpp	tripeptide (LalaDgluMdap) transport via ABC system (periplasm)	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15386[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd15386[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd15386:1:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";1:cpd00067:0:"H+";1:cpd15386:0:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate"	1	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15386[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd15386[0]	(1) H2O[0] + (1) ATP[0] + (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[1] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[0]	?	null	null	BiGG: 3PEPTabcpp|iAF1260: 3PEPTabcpp|iMA945: 3PEPTabcpp|metanetx.reaction: MNXR94970|Name: tripeptide (LalaDgluMdap) transport via ABC system	null	10000000.0	10000000.0	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd15386	OK	0	null	GCP|EQP	Secondary Database
rxn08004	3PEPTtex	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	(1) cpd15386[0] <=> (1) cpd15386[1]	-1:cpd15386:0:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate";1:cpd15386:1:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate"	1	(1) cpd15386[0] <=> (1) cpd15386[1]	(1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[0] <=> (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[1]	?	null	null	BiGG: 3PEPTtex|iAF1260: 3PEPTtex|iMA945: 3PEPTtex|metanetx.reaction: MNXR94971|Name: LalaDgluMdap (tripeptide) transport via diffusion	null	10000000.0	10000000.0	cpd15386	OK	0	null	GCP|EQP	Secondary Database
rxn08005	3UMPtex	3UMP transport via diffusion (extracellular to periplasm)	(1) cpd00989[0] <=> (1) cpd00989[1]	-1:cpd00989:0:"3'-UMP";1:cpd00989:1:"3'-UMP"	1	(1) cpd00989[0] <=> (1) cpd00989[1]	(1) 3'-UMP[0] <=> (1) 3'-UMP[1]	=	null	null	BiGG: 3UMPtex|iAF1260: 3UMPtex|iMA945: 3UMPtex|metanetx.reaction: MNXR94983|Name: 3UMP transport via diffusion	null	0.0	2.66	cpd00989	OK	0	null	GCC|EQC	Secondary Database
rxn08006	4HOXPACDtex	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	(1) cpd02361[0] <=> (1) cpd02361[1]	-1:cpd02361:0:"4-Hydroxyphenylacetaldehyde";1:cpd02361:1:"4-Hydroxyphenylacetaldehyde"	1	(1) cpd02361[0] <=> (1) cpd02361[1]	(1) 4-Hydroxyphenylacetaldehyde[0] <=> (1) 4-Hydroxyphenylacetaldehyde[1]	=	null	null	BiGG: 4HOXPACDtex; 4HOXPACDtpp|TS_Athaliana: TR_met890_c_x|iAF1260: 4HOXPACDtex|iMA945: 4HOXPACDtex; 4HOXPACDtpp|metanetx.reaction: MNXR95017|Name: 4-Hydroxyphenylacetaldehyde transport; 4-hydroxyphenylacetaldehyde transport via diffusion	null	0.0	1.23	cpd02361	OK	0	rxn30232;rxn32826	GCC|EQC	Secondary Database
rxn08007	4PCPpp	tetrapeptide L,D-carboxypeptidase (periplasm)	(1) cpd00001[0] + (1) cpd15387[0] <=> (1) cpd00117[0] + (1) cpd15386[0]	-1:cpd00001:0:"H2O";-1:cpd15387:0:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine";1:cpd00117:0:"D-Alanine";1:cpd15386:0:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate"	0	(1) cpd00001[0] + (1) cpd15387[0] <=> (1) cpd00117[0] + (1) cpd15386[0]	(1) H2O[0] + (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[0] <=> (1) D-Alanine[0] + (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[0]	?	null	null	BiGG: 4PCP; 4PCPpp|iAF1260: 4PCP; 4PCPpp|iMA945: 4PCPpp|metanetx.reaction: MNXR95049|Name: tetrapeptide L,D-carboxypeptidase	null	10000000.0	10000000.0	cpd00001;cpd00117;cpd15386;cpd15387	OK	0	rxn39043	GCP|EQP	Secondary Database
rxn08008	4PEPTabcpp	tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15387[1] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd15387[0]	-1:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd15387:1:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine";1:cpd00008:0:"ADP";1:cpd00009:0:"Phosphate";1:cpd00067:0:"H+";1:cpd15387:0:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine"	1	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd15387[1] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd15387[0]	(1) H2O[0] + (1) ATP[0] + (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[0]	>	null	null	BiGG: 4PEPTabcpp|iAF1260: 4PEPTabcpp|iMA945: 4PEPTabcpp|metanetx.reaction: MNXR95050|Name: tetrapeptide (LalaDgluMdapDala) transport via ABC system	null	-6.16	0.07	cpd00001;cpd00002;cpd00008;cpd00009;cpd00067;cpd15387	OK	0	null	GCC|EQC|EQU	Secondary Database
rxn08009	4PEPTtex	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	(1) cpd15387[0] <=> (1) cpd15387[1]	-1:cpd15387:0:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine";1:cpd15387:1:"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine"	1	(1) cpd15387[0] <=> (1) cpd15387[1]	(1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[0] <=> (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[1]	=	null	null	BiGG: 4PEPTtex|iAF1260: 4PEPTtex|iMA945: 4PEPTtex|metanetx.reaction: MNXR95051|Name: LalaDgluMdapDala (pentapeptide) transport via diffusion	null	0.0	3.11	cpd15387	OK	0	null	GCC|EQC	Secondary Database
