id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd21000	cis-Muurola-4(14),5-diene	cis-Muurola-4(14),5-diene	C15H24	204.0	Primary Database	RNDFUOKDULDZPR-MCIONIFRSA-N	0	1	0	null	0	82.12	2.89			null	null	Name: (1R,4R,4aS)-4-methyl-7-methylidene-1-(propan-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalene; <i>cis</i>-muurola-4(14),5-diene; cis-Muurola-4(14),5-diene; cis-muurola-4(14),5-diene|ChEBI: 61688|KEGG: C19754|MetaCyc: CPD-10708|PlantCyc: CPD-10708	C=C1C=C2[C@@H](CC1)[C@H](C)CC[C@@H]2C(C)C	GC|EQ
cpd21001	Patchoulol	Patchoulol	C15H26O	222.0	Primary Database	GGHMUJBZYLPWFD-HUNCPNHISA-N	0	1	0	null	0	10000000.0	10000000.0		1:12:0.29	null	null	Name: Patchoulol|KEGG: C19755	C[C@H]1CC[C@]2(O)C3(C)CC[C@H](C[C@@H]13)C2(C)C	GC
cpd21002	Presilphiperfolan-8beta-ol	Presilphiperfolan-8beta-ol	C15H26O	222.0	Primary Database	ZCRYDCBITZERMT-FUQNVFFISA-N	0	1	0	null	0	10000000.0	10000000.0		1:10:0.38	null	null	Name: (2aS,4aS,5R,7aS,7bR)-1,1,2a,5-tetramethyldecahydro-7bH-cyclopenta[cd]inden-7b-ol; PSP; Presilphiperfolan-8beta-ol; presilphiperfolan-8beta-ol; probotyrane|ChEBI: 60968|KEGG: C19756|MetaCyc: CPD-11441	C[C@@H]1CC[C@H]2C(C)(C)C[C@]3(C)CC[C@@H]1[C@@]23O	GC|EQ
cpd21003	(Z)-3-Hexen-1-ol acetate	(Z)-3-Hexen-1-ol acetate	C8H14O2	142.0	Primary Database	NPFVOOAXDOBMCE-PLNGDYQASA-N	0	1	0	null	0	84.48	0.7		1:10:-6.99	null	null	Name: (3<i>Z</i>)-hex-3-en-1-yl acetate; (3Z)-Hex-3-en-1-yl acetate; (3Z)-hex-3-en-1-yl acetate; (Z)-3-Hexen-1-ol acetate; (Z)-3-hexen-1-yl acetate; (Z)-3-hexenol acetate; (Z)-3-hexenyl acetate; (Z)-hex-3-enyl acetate; 3Z-hexenyl acetate; cis-3-Hexenyl acetate; cis-3-hexen-1-yl acetate; cis-3-hexenyl acetate; cis-3-hexenyl ethanoate|AraCyc: CPD-12846|ChEBI: 61316|CornCyc: CPD-12846|KEGG: C19757|MetaCyc: CPD-12846	CC/C=C\CCOC(C)=O	GC|EQ|EQU
cpd21004	beta-D-Galactosyl-(1->4)-L-rhamnose	beta-D-Galactosyl-(1->4)-L-rhamnose	C12H22O10	326.0	Primary Database	VFLUXFSSKVKHEL-OAAPHKSHSA-N	0	1	0	null	0	-340.53	2.98	1:4:13.33;1:7:14.10;1:10:12.18;1:17:11.26;1:18:15.10;1:21:14.59;1:22:12.81	1:4:-3.68;1:7:-3.94;1:8:-4.37;1:10:-4.39;1:17:-3.65;1:18:-2.98;1:21:-3.68;1:22:-3.95	null	null	Name: 4-O-beta-D-galactopyranosyl-L-rhamnopyranose; beta-D-Galactosyl-(1->4)-L-rhamnose; beta-D-galactosyl-(1->4)-L-rhamnose|BrachyCyc: CPD-11607|ChEBI: 55332|KEGG: C19758|MetaCyc: CPD-11607	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	GC
cpd21005	7,9,9'-tricis-Neurosporene	7,9,9'-tricis-Neurosporene	C40H58	538.0	Primary Database	ATCICVFRSJQYDV-IFJQPPEWSA-N	0	1	0	null	0	841.59	5.26			null	null	Name: (9Z,7'Z,9'Z)-7,8-dihydro-psi,psi-carotene; 7,9,9'-<i>cis</i>-neurosporene; 7,9,9'-<i>tricis</i>-neurosporene; 7,9,9'-cis-neurosporene; 7,9,9'-tri-<i>cis</i>-neurosporene; 7,9,9'-tri-cis-Neurosporene; 7,9,9'-tri-cis-neurosporene; 7,9,9'-tricis-Neurosporene; 7,9,9'-tricis-neurosporene; 7-cis,9-cis,9'-cis-7',8'-dihydro-psi,psi-carotene; proneurosporene; tri-cis-neurosporene|AraCyc: CPD-7524|ChEBI: 62463|CornCyc: CPD-7524|KEGG: C19759|MetaCyc: CPD-7524	CC(C)=CCC/C(C)=C/C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(/C)CC/C=C(\C)CCC=C(C)C	GC|EQ|EQU
cpd21006	(2Z,6Z)-Farnesyl diphosphate	(2Z,6Z)-Farnesyl diphosphate	C15H26O7P2	382.0	Primary Database	VWFJDQUYCIWHTN-FBXUGWQNSA-L	-2	1	0	null	0	-133.77	1.77	1:20:7.42;1:21:1.77;1:24:3.20		null	null	Name: (2Z,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl diphosphate; (2Z,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl trihydrogen diphosphate; (2Z,6Z)-Farnesyl diphosphate; (2Z,6Z)-farnesyl diphosphate; (2Z,6Z)-farnesyl pyrophosphate; (Z,Z) FPP; (Z,Z)-farensyl pyrophosphate; 2-<i>cis</i>,6-<i>cis</i>-farnesyl diphosphate; 2-cis,6-cis-farnesyl diphosphate; 2-cis,6-cis-farnesyl diphosphate trianion; 2Z, 6Z farnesyl pyrophosphate; Z,Z FPP; Z,Z farensyl pyrophosphate; omega,Z,Z farensyl diphosphate|AraCyc: CPD-11293|ChEBI: 60374|CornCyc: CPD-11293|KEGG: C19760|MetaCyc: CPD-11293	CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O	GC|EQ|EQU
cpd21007	1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate	1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate	C14H24NO14P	463.0	Primary Database	CHTTVMDQGBOCME-DNSWDBFXSA-L	-2	1	0	null	0	-355.33	1.88	1:3:6.19;1:4:1.16;1:10:12.53;1:12:14.90;1:14:13.84;1:15:13.34;1:21:12.01;1:27:12.94	1:10:-3.67;1:12:-3.67;1:14:-3.65;1:15:-3.65;1:27:-3.63	null	null	Name: (1R,2S,3S,4R,5R,6S)-3-[(2-acetamido-2-deoxy-alpha-D-glucopyranosyl)oxy]-2,4,5,6-tetrahydroxycyclohexyl phosphate; 1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate; 1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside 3-phosphate; 1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside 3-phosphate dianion|ChEBI: 58892|KEGG: C19761	CC(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	GC|EQ|EQU
cpd21008	Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside	Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside	C27H27O17	624.0	Primary Database	QLKOQFLYESIQLL-ZJNQYPEASA-M	-1	1	0	null	0	10000000.0	10000000.0	1:17:8.14;1:18:6.39;1:19:7.46;1:36:19.49;1:39:13.32;1:41:12.38;1:42:11.54;1:43:3.00	1:17:-6.39;1:18:-5.97;1:19:-5.87;1:39:-3.73;1:41:-3.95;1:42:-6.34	null	null	Name: Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside|KEGG: C19762	O=C([O-])[C@H]1O[C@@H](O[C@H]2[C@H](Oc3cc4c([O-])cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	GC|EQ
cpd21009	Soyasapogenol B 3-O-D-glucuronide	Soyasapogenol B 3-O-D-glucuronide	C36H57O9	634.0	Primary Database	NARQRJFIZNOSJV-JIHAXZPOSA-M	-1	1	0	null	0	-280.09	12.77	1:1:19.81;1:7:12.23;1:8:13.27;1:9:14.58;1:11:3.52;1:48:15.22	1:7:-3.95;1:8:-3.73;1:9:-3.69;1:41:-0.40;1:44:-4.36;1:48:-2.79	null	null	Name: (3beta,22beta)-22,24-dihydroxyolean-12-en-3-yl beta-D-glucopyranosiduronate; Soyasapogenol B 3-O-D-glucuronide; Soyasapogenol B 3-O-beta-D-glucuronide; soyasapogenol B 3-O-beta-D-glucuronate; soyasapogenol B 3-O-beta-glucuronide(1-)|ChEBI: 62441|KEGG: C19763	CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)C1	GC|EQ
