id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn14000	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00039[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd01046[0]	-1:cpd00001:0:"H2O";-1:cpd00003:0:"NAD";-1:cpd00039:0:"L-Lysine";1:cpd00004:0:"NADH";1:cpd00013:0:"NH3";1:cpd00067:0:"H+";1:cpd01046:0:"Allysine"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00039[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00067[0] + (1) cpd01046[0]	(1) H2O[0] + (1) NAD[0] + (1) L-Lysine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) Allysine[0]	?	null	null	KEGG: R00446|MetaCyc: RXN-8808|Name: L-Lysine:NAD+ 6-oxidoreductase (deaminating)	1.4.1.18	10000000.0	10000000.0	cpd00001;cpd00003;cpd00004;cpd00013;cpd00039;cpd00067;cpd01046	OK	1	rxn00309	GCP|EQP	Orphan
rxn14001	R08605	N-hydroxyl-tryptamine oxidoreductase	(1) cpd17394[0] <=> (1) cpd01880[0]	-1:cpd17394:0:"N-Hydroxyl-tryptamine";2:cpd00067:0:"H+";1:cpd01880:0:"3-Indoleacetaldoxime"	0	(1) cpd17394[0] <=> (2) cpd00067[0] + (1) cpd01880[0]	(1) N-Hydroxyl-tryptamine[0] <=> (2) H+[0] + (1) 3-Indoleacetaldoxime[0]	=	null	MetaCyc: Auxin-Biosynthesis (Auxin Biosynthesis); HORMONE-SYN (Hormone Biosynthesis); PWY-581 (indole-3-acetate biosynthesis II); Plant-Hormone-Biosynthesis (Plant Hormone Biosynthesis)|KEGG: rn00380 (Tryptophan metabolism)	AraCyc: RXN-1406|BrachyCyc: RXN-1406|CornCyc: RXN-1406|KEGG: R08605|MetaCyc: RXN-1406|Name: N-hydroxyl-tryptamine oxidoreductase	2.5.1.-	-2.28	3.9	cpd00067;cpd01880;cpd17394	CI:2	0	rxn32170;rxn32173	GCC|HB|EQC	Primary Database
rxn14002	R08160	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	(2) cpd00005[0] + (2) cpd00007[0] + (1) cpd00065[0] <=> (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd01880[0]	-2:cpd00005:0:"NADPH";-2:cpd00007:0:"O2";-1:cpd00065:0:"L-Tryptophan";-2:cpd00067:0:"H+";3:cpd00001:0:"H2O";2:cpd00006:0:"NADP";1:cpd00011:0:"CO2";1:cpd01880:0:"3-Indoleacetaldoxime"	0	(2) cpd00005[0] + (2) cpd00007[0] + (1) cpd00065[0] + (2) cpd00067[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd01880[0]	(2) NADPH[0] + (2) O2[0] + (1) L-Tryptophan[0] + (2) H+[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 3-Indoleacetaldoxime[0]	>	null	KEGG: rn00380 (Tryptophan metabolism); rn00966 (Glucosinolate biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism)	AraCyc: RXN-1402|BrachyCyc: RXN-1402|KEGG: R08160|MaizeCyc: RXN-1402|MetaCyc: RXN-1402|Name: CYP79B1; CYP79B2; CYP79B3; L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating); L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating); L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating,decarboxylating); tryptophan N-hydroxylase; tryptophan N-monooxygenase	1.14.13.125	-189.98	12.91	cpd00001;cpd00005;cpd00006;cpd00007;cpd00011;cpd00065;cpd00067;cpd01880	OK	0	rxn23701	GCC|EQC	Primary Database
rxn14003	R00124	ATP:ADP phosphatransferase	 <=> 		0	 <=> 	 <=> 	?	null	MetaCyc: Ammonia-oxidation (Ammonia Oxidation); Ascorbate-Biosynthesis (Ascorbate Biosynthesis); CARBO-BIOSYNTHESIS (Sugar Biosynthesis); CARBOXYLATES-DEG (Carboxylate Degradation); CHEMOAUTOTROPHIC-ENERGY-METABOLISM (Chemoautotrophic Energy Metabolism); Carbohydrates-Biosynthesis (Carbohydrate Biosynthesis); Carbohydrates-Degradation (Carbohydrate Degradation); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); D-Galacturonate-Degradation (D-Galacturonate Degradation); D-Glucuronate-Degradation (D-Glucuronate Degradation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); GALACT-GLUCUROCAT-PWY (superpathway of hexuronide and hexuronate degradation); GLUCUROCAT-PWY (superpathway of &beta;-D-glucuronosides degradation); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); Macromolecule-Modification (Macromolecule Modification); NITROGEN-DEG (Nitrogen Compound Metabolism); Nicotine-Degradation (Nicotine Degradation); Noncarbon-Nutrients (Inorganic Nutrient Metabolism); Nucleic-Acid-Processing (Nucleic Acid Processing); Other-Degradation (Degradation/Utilization/Assimilation-Other); P181-PWY (nicotine degradation I (pyridine pathway)); POLYSACCHARIDES-DEG (Polysaccharide Degradation); PWY-241 (C4 photosynthetic carbon assimilation cycle, NADP-ME type); PWY-3861 (mannitol degradation II); PWY-4 (UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)); PWY-5525 (D-glucuronate degradation I); PWY-6415 (L-ascorbate biosynthesis V); PWY-6491 (D-galacturonate degradation III); PWY-6516 (superpathway of microbial D-galacturonate and D-glucuronate degradation); PWY-6675 (sulfur oxidation IV (intracellular sulfur)); PWY-6676 (superpathway of sulfide oxidation (phototrophic sulfur bacteria)); PWY-6804 (diacylglycerol biosynthesis (PUFA enrichment in oilseed)); PWY-7082 (ammonia oxidation IV (autotrophic ammonia oxidizers)); PWY-7115 (C4 photosynthetic carbon assimilation cycle, NAD-ME type); PWY-7117 (C4 photosynthetic carbon assimilation cycle, PEPCK type); PWY-7247 (&beta;-D-glucuronide and D-glucuronate degradation); PWY-7248 (pectin degradation II); PWY-7888 (tRNA-uridine 2-thiolation (cytoplasmic)); PWY-7889 (tRNA-uridine 2-thiolation (mammalian mitochondria)); PWY-7891 (tRNA-uridine 2-thiolation (yeast mitochondria)); PWY-7892 (tRNA-uridine 2-thiolation (bacteria)); PWY-7904 (tRNA-uridine 2-thiolation (thermophilic bacteria)); PWY3DJ-35471 (L-ascorbate biosynthesis IV); Pectin-Degradation (Pectin Degradation); Photosynthesis (); Polymer-Degradation (Polymeric Compound Degradation); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation); SUGAR-ACIDS-DEG (Sugar Acid Degradation); SUGAR-ALCOHOLS-DEG (Sugar Alcohol Degradation); SUGAR-NUCLEOTIDES (Sugar Nucleotide Biosynthesis); Sugar-Derivatives (Sugar Derivative Degradation); Sugars-And-Polysaccharides-Degradation (Sugar Degradation); Sulfide-Oxidation (Sulfide Oxidation); Sulfur-Metabolism (Sulfur Compound Metabolism); Sulfur-Oxidation (Sulfur Oxidation); UDP-Sugar-Biosynthesis (UDP-sugar Biosynthesis); Vitamin-Biosynthesis (Vitamin Biosynthesis)|KEGG: rn00230 (Purine metabolism); rn01110 (Biosynthesis of secondary metabolites)	AraCyc: 3.4.22.54-RXN; NUCLEOSIDE-DIP-KIN-RXN; R15-RXN; RXN-12386; RXN-12949; RXN-8315; RXN0-5305|BrachyCyc: NUCLEOSIDE-DIP-KIN-RXN; TRANS-RXNAVI-26352|ChlamyCyc: RXN4LZ-751|KEGG: R00124; R02121; R02996; R03852; R04168; R04193; R04422; R06183; R07480; R08679|MetaCyc: 2.4.1.100-RXN; 2.4.1.161-RXN; 3.4.22.54-RXN; 3.4.22.55-RXN; 3.4.22.56-RXN; 3.4.22.57-RXN; 3.4.22.58-RXN; 3.4.22.59-RXN; 3.4.22.60-RXN; 3.4.22.61-RXN; 3.4.22.62-RXN; 3.4.22.63-RXN; 3.4.22.64-RXN; 3.4.22.65-RXN; ALDOSE-BETA-FRUCTOSYLTRANSFERASE-RXN; ARYLSULFATE-SULFOTRANSFERASE-RXN; DEXTRIN-DEXTRANASE-RXN; DISULISOM-RXN; NUCLEOSIDE-DEOXYRIBOSYLTRANSFERASE-RXN; NUCLEOSIDE-DIP-KIN-RXN; NUCLEOSIDE-RIBOSYLTRANSFERASE-RXN; PGLYCEROLTRANSII-RXN; RXN-12386; RXN-12947; RXN-12948; RXN-12949; RXN-12950; RXN-13070; RXN-13572; RXN-13705; RXN-14409; RXN-14500; RXN-14693; RXN-14747; RXN-14753; RXN-14808; RXN-14850; RXN-16434; RXN-16435; RXN-17355; RXN-18392; RXN-18704; RXN-18705; RXN-18707; RXN-18709; RXN-18770; RXN-19525; RXN-8315; RXN0-5305; TRANS-RXN-239; TRANS-RXN-373; TRANS-RXN-374|Name: 1,2-beta-D-Fructan:1,2-beta-D-fructan 1F-beta-D-fructosyltransferase; 1,2-beta-D-fructan:1,2-beta-D-fructan 1F-beta-D-fructosyltransferase; ATP:ADP phosphatransferase; N-(4-aminobutylidene)-[enzyme]-lysine:[eIF5A-precursor]-lysine N-4-aminobutylidenetransferase; N-(4-aminobutylidene)-[enzyme]-lysine:[eIF5A-precursor]-lysineN-4-aminobutylidenetransferase; alpha-D-Aldosyl-beta-D-fructoside:aldose 1-beta-D-fructosyltransferase; alpha-D-Aldosyl-beta-D-fructoside:aldose1-beta-D-fructosyltransferase	2.4.1.100|2.4.1.161|2.4.1.162|2.4.1.2|2.4.2.5|2.4.2.6|2.7.4.6|2.7.8.-|2.7.8.21|2.8.1.-|2.8.1.M4|2.8.2.22|5.3.4.1	10000000.0	10000000.0		EMPTY	0	rxn14046;rxn14111;rxn14154;rxn14266;rxn14312;rxn14325;rxn14393	null	Primary Database
rxn14004	R08619	acetyl-CoA:4-methylthio-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00869[0] <=> (1) cpd00010[0] + (1) cpd17400[0]	-1:cpd00001:0:"H2O";-1:cpd00022:0:"Acetyl-CoA";-1:cpd00869:0:"4-methylthio 2-oxobutyrate";1:cpd00010:0:"CoA";1:cpd00067:0:"H+";1:cpd17400:0:"2-(2'-Methylthio)ethylmalate"	0	(1) cpd00001[0] + (1) cpd00022[0] + (1) cpd00869[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd17400[0]	(1) H2O[0] + (1) Acetyl-CoA[0] + (1) 4-methylthio 2-oxobutyrate[0] => (1) CoA[0] + (1) H+[0] + (1) 2-(2'-Methylthio)ethylmalate[0]	>	null	MetaCyc: Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); Other-Amino-Acid-Biosynthesis (Other Amino Acid Biosynthesis); PWY-1186 (L-homomethionine biosynthesis)|KEGG: rn00966 (Glucosinolate biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01210 (2-Oxocarboxylic acid metabolism)	AraCyc: RXN-2202|KEGG: R08619|MetaCyc: RXN-2202|PlantCyc: RXN-2202|RiceCyc: RXN-2202|Name: acetyl-CoA:4-methylthio-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); acetyl-CoA:4-methylthio-2-oxobutanoate C-acetyltransferase(thioester-hydrolysing, carboxymethyl-forming)	2.3.3.-	-5.96	0.32	cpd00001;cpd00010;cpd00022;cpd00067;cpd00869;cpd17400	OK	0	rxn23779	GCC|HB|EQC|EQU	Primary Database
rxn14005	R08790	(S)-reticuline,NADPH:oxygen oxidoreductase (C-C phenol-coupling)	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd01426[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd17711[0]	-1:cpd00005:0:"NADPH";-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-1:cpd01426:0:"(+)-Reticuline";2:cpd00001:0:"H2O";1:cpd00006:0:"NADP";1:cpd17711:0:"(S)-Corytuberine"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd01426[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd17711[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-Reticuline[0] <=> (2) H2O[0] + (1) NADP[0] + (1) (S)-Corytuberine[0]	?	null	MetaCyc: ALKALOIDS-SYN (Alkaloid Biosynthesis); ISOQUINOLINE-ALKALOIDS (Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-5876 (magnoflorine biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)|KEGG: rn00950 (Isoquinoline alkaloid biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	AraCyc: RXN-9314|CornCyc: RXN-9314|KEGG: R08790|MetaCyc: RXN-9314|PlantCyc: RXN-9314|Name: (S)-reticuline,NADPH:oxygen oxidoreductase (C-C phenol-coupling)	1.14.21.-	10000000.0	10000000.0	cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd01426;cpd17711	OK	0	rxn25497	HB|GCP|EQP	Primary Database
rxn14006	R00047	6-hydroxynicotinate,hydrogen-donor:oxygen oxidoreductase (3-hydroxylating, decarboxylating)	(1) cpd00007[0] + (1) cpd00752[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00778[0] + (1) cpd11609[0]	-1:cpd00007:0:"O2";-1:cpd00752:0:"6-Hydroxynicotinate";-1:cpd11610:0:"AH2";1:cpd00001:0:"H2O";1:cpd00011:0:"CO2";1:cpd00778:0:"2,5-Dihydroxypyridine";1:cpd11609:0:"A"	0	(1) cpd00007[0] + (1) cpd00752[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00778[0] + (1) cpd11609[0]	(1) O2[0] + (1) 6-Hydroxynicotinate[0] + (1) AH2[0] <=> (1) H2O[0] + (1) CO2[0] + (1) 2,5-Dihydroxypyridine[0] + (1) A[0]	?	null	null	KEGG: R00047|Name: 6-hydroxynicotinate,hydrogen-donor:oxygen oxidoreductase (3-hydroxylating, decarboxylating); 6-hydroxynicotinate,hydrogen-donor:oxygen oxidoreductase(3-hydroxylating, decarboxylating)	1.14.99.-	10000000.0	10000000.0	cpd00001;cpd00007;cpd00011;cpd00752;cpd00778;cpd11609;cpd11610	MI:H:3/N:1/R:1|CI:1	0	null	GCP|EQP	Primary Database
rxn14007	R08945	11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase	(1) cpd00003[0] + (1) cpd18056[0] <=> (1) cpd00004[0] + (1) cpd03135[0]	-1:cpd00003:0:"NAD";-1:cpd18056:0:"11beta-Hydroxytestosterone";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd03135:0:"4-Androsten-11beta-ol-3,17-dione"	0	(1) cpd00003[0] + (1) cpd18056[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03135[0]	(1) NAD[0] + (1) 11beta-Hydroxytestosterone[0] <=> (1) NADH[0] + (1) H+[0] + (1) 4-Androsten-11beta-ol-3,17-dione[0]	=	null	KEGG: rn00140 (Steroid hormone biosynthesis)	KEGG: R08945|Name: 11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase	1.1.1.62	-0.28	0.37	cpd00003;cpd00004;cpd00067;cpd03135;cpd18056	OK	0	null	GCC|EQC|EQU	Primary Database
rxn14008	R08617	D-glucose-6-phosphate phosphate-lyase (2-deoxy-scyllo-inosose-forming)	(1) cpd00079[0] <=> (1) cpd00009[0] + (1) cpd17399[0]	-1:cpd00079:0:"D-glucose-6-phosphate";1:cpd00009:0:"Phosphate";1:cpd17399:0:"2-Deoxyinosose"	0	(1) cpd00079[0] => (1) cpd00009[0] + (1) cpd17399[0]	(1) D-glucose-6-phosphate[0] => (1) Phosphate[0] + (1) 2-Deoxyinosose[0]	>	null	MetaCyc: Antibiotic-Biosynthesis (Antibiotic Biosynthesis); PWY-7000 (kanamycin biosynthesis); PWY-7014 (paromamine biosynthesis I); PWY-7020 (superpathway of butirocin biosynthesis); PWY-7021 (superpathway of neomycin biosynthesis); PWY-7022 (paromamine biosynthesis II); Paromamine-Biosynthesis (Paromamine Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)|KEGG: rn00524 (Butirosin and neomycin biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	KEGG: R08617|MetaCyc: RXN-13116|Name: 2-deoxy-scyllo-inosose synthase; D-glucose-6-phosphate phosphate-lyase (2-deoxy-scyllo-inosose-forming); D-glucose-6-phosphate phosphate-lyase(2-deoxy-scyllo-inosose-forming)	4.2.3.-|4.2.3.124	-32.46	1.65	cpd00009;cpd00079;cpd17399	OK	0	rxn23398	GCC|EQC|EQU	Primary Database
rxn14009	R08993	Geranyl-diphosphate diphosphohydrolase	(1) cpd00001[0] + (1) cpd00289[0] <=> (1) cpd00012[0] + (1) cpd05990[0]	-1:cpd00001:0:"H2O";-1:cpd00289:0:"Geranylgeranyl diphosphate";1:cpd00012:0:"PPi";1:cpd00067:0:"H+";1:cpd05990:0:"Geranylgeraniol"	0	(1) cpd00001[0] + (1) cpd00289[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd05990[0]	(1) H2O[0] + (1) Geranylgeranyl diphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Geranylgeraniol[0]	>	null	MetaCyc: DITERPENOID-SYN (Diterpenoid Biosynthesis); PWY-6691 (plaunotol biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)|KEGG: rn00904 (Diterpenoid biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	KEGG: R08993|MetaCyc: RXN-10627|PlantCyc: RXN-10627|Name: Geranyl-diphosphate diphosphohydrolase; geranyl-diphosphate diphosphohydrolase; geranylgeranyl diphosphate diphosphatase; geranylgeranyl diphosphate phosphatase	3.1.7.5	-6.24	0.59	cpd00001;cpd00012;cpd00067;cpd00289;cpd05990	OK	0	null	GCC|HB|EQC|EQU	Primary Database
