id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd04000	gamma-Pentachlorocyclohexene	gamma-Pentachlorocyclohexene	C6H5Cl5	252.0	Primary Database	MQYAVRUCONBHOR-JSTMLOLSSA-N	0	1	0	null	0	-0.98	2.99			null	null	Name: (1,3R,4S,5S,6R)-pentachlorocyclohexene; (3R,4S,5S,6R)-1,3,4,5,6-pentachlorocyclohexene; (3R,4S,5S,6R)-pentachlorocyclohexene; 1,3(R),4(S),5(S),6(R)-PCCH; 3(R),4(S),5(S),6(R)-PCCH; gamma-PCCH; gamma-Pentachlorocyclohexene; gamma-pentachlorocyclohexane; gamma-pentachlorocyclohexene|ChEBI: 10576|KEGG: C06596|MetaCyc: GAMMA-PENTACHLOROCYCLOHEXANE|metanetx.chemical: MNXM5995	ClC1=C[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl	GC|EQ
cpd04001	1,3,4,6-Tetrachloro-1,4-cyclohexadiene	1,3,4,6-Tetrachloro-1,4-cyclohexadiene	C6H4Cl4	216.0	Primary Database	HKAJKOBDBFGGIU-AWFVSMACSA-N	0	1	0	null	0	18.68	1.93	1:8:17.39		null	null	Name: (3R,6R)-1,3,4,6-tetrachlorocyclohexa-1,4-diene; 1,3(R),4,6(R)-Tetrachloro-1,4-cyclohexadiene; 1,3,4,6-Tetrachloro-1,4-cyclohexadiene; 1,3,4,6-tetrachloro-1,4-cyclohexadiene; 1,4-TCDN|ChEBI: 18904|KEGG: C06597|MetaCyc: CPD-15|iRS1563: M_C06597_c|metanetx.chemical: MNXM3125	ClC1=C[C@@H](Cl)C(Cl)=C[C@H]1Cl	GC|EQ
cpd04002	2,4,5-Trichloro-2,5-cyclohexadiene-1-ol	2,4,5-Trichloro-2,5-cyclohexadiene-1-ol	C6H5Cl3O	198.0	Primary Database	KRQUJBMPSDPYMT-UHFFFAOYSA-N	0	1	0	null	0	-14.54	1.51	1:4:13.27;1:8:18.16	1:4:-3.55	null	null	Name: (1S,4R)-2,4,5-trichloro-2,5-cyclohexadiene-1-diol; 1-Hydroxyl-2,4,5-trichloro-2,5-cyclohexadiene; 2,4,5-DNOL; 2,4,5-Trichloro-2,5-cyclohexadiene-1-ol; 2,4,5-trichloro-2,5-cyclohexadiene-1-diol; 2,4,5-trichlorocyclohexa-2,5-dien-1-ol|ChEBI: 28989|KEGG: C06598|MetaCyc: 245-DNOL|metanetx.chemical: MNXM3439	OC1C=C(Cl)C(Cl)C=C1Cl	GC
cpd04003	2,5-Dichloro-2,5-cyclohexadiene-1,4-diol	2,5-Dichloro-2,5-cyclohexadiene-1,4-diol	C6H6Cl2O2	180.0	Primary Database	CPXFTNFOQXXRBF-UHFFFAOYSA-N	0	1	0	null	0	-47.76	1.35	1:1:19.09;1:4:12.96;1:10:13.59	1:4:-3.56;1:10:-3.56	null	null	Name: (1S,4S)-2,5-dichloro-2,5-cyclohexadiene-1,4-diol; 1,4-Dihydroxyl-2,5-dichloro-2,5-cyclohexadiene; 1,4-dihydroxyl-2,5-dichloro-2,5-cyclohexadiene; 2,5-DDOL; 2,5-Dichloro-2,5-cyclohexadiene-1,4-diol; 2,5-dichloro-2,5-cyclohexadiene-1,4-diol; 2,5-dichlorocyclohexa-2,5-dien-1,4-diol; 2,5-dichlorocyclohexa-2,5-diene-1,4-diol|ChEBI: 28975|KEGG: C06599|MetaCyc: 25-DDOL|iRS1563: M_C06599_c|metanetx.chemical: MNXM4960	OC1C=C(Cl)C(O)C=C1Cl	GC
cpd04004	2,5-Dichlorohydroquinone	2,5-Dichlorohydroquinone	C6H4Cl2O2	178.0	Primary Database	AYNPIRVEWMUJDE-UHFFFAOYSA-N	0	1	0	null	0	-39.84	1.03	1:4:9.77;1:10:7.98	1:4:-6.49;1:10:-6.49	null	null	Name: 2,5-DiCB; 2,5-Dichloro-1,4-benzenediol; 2,5-Dichloro-1,4-hydroquinone; 2,5-Dichloro-p-benzohydroquinone; 2,5-Dichloro-p-hydroquinone; 2,5-Dichlorohydroquinone; 2,5-dichloro-<i>p</i>-quinone; 2,5-dichloro-p-quinone; 2,5-dichlorobenzene-1,4-diol; 2,5-dichlorohydroquinone|ChEBI: 27545|KEGG: C06600|MetaCyc: CPD-13246|iRS1563: M_C06600_c|metanetx.chemical: MNXM2915; MNXM9774	Oc1cc(Cl)c(O)cc1Cl	GC|EQ|EQU
cpd04005	Chloroquinol	Chloroquinol	C6H5ClO2	144.0	Primary Database	AJPXTSMULZANCB-UHFFFAOYSA-N	0	1	0	null	0	-25.35	1.02	1:6:8.79;1:9:10.69	1:6:-6.15;1:9:-6.23	null	null	Name: 1,4-Dihydroxyl-2-chlorobenzene; 1,4-dihydroxyl-2-chlorobenzene; 2,5-Dihydroxychlorobenzene; 2-Chlorohydroquinone; 2-chloro-1,4-benzenediol; 2-chlorobenzene-1,4-diol; CHQ; Chlorohydroquinone; Chloroquinol; Monochlorohydroquinone; chlorohydroquinone|ChEBI: 27675|KEGG: C06601|MetaCyc: CHLOROHYDROQUINONE|metanetx.chemical: MNXM4524	Oc1ccc(O)c(Cl)c1	GC|EQ|EQU
cpd04006	2,5-DCP	2,5-DCP	C6H4Cl2O	162.0	Primary Database	RANCECPPZPIPNO-UHFFFAOYSA-N	0	1	0	null	0	9.25	0.58	1:4:7.73	1:4:-6.57	null	null	Name: 2,5-DCP; 2,5-Dichlorophenol; 2,5-dichlorophenol|KEGG: C06602|MetaCyc: 25-DICHLOROPHENOL|metanetx.chemical: MNXM6682	Oc1cc(Cl)ccc1Cl	GC|EQ|EQU
cpd04007	4-Hydroxymuconic semialdehyde	4-Hydroxymuconic semialdehyde	C6H5O4	141.0	Primary Database	RJJITLLPAKUQGB-VTHKMWABSA-M	-1	1	0	null	0	-71.97	1.1	1:9:4.16;1:10:9.45	1:1:-5.52;1:10:-5.43	null	null	Name: (2E,4Z)-4-hydroxy-6-oxohexa-2,4-dienoate; (2E,4Z)-4-hydroxymuconate semialdehyde(1-); (2Z,4E)-4-hydroxy-6-oxohexa-2,4-dienoate; 4-Hydroxymuconic semialdehyde; 4-hydroxymuconic semialdehyde; 4-hydroxymuconic semialdehyde (ambiguous); <i>cis,trans</i>-4-hydroxymuconic semialdehyde; cis,cis-4-Hydroxymuconic semialdehyde; cis,trans-4-Hydroxymuconic semialdehyde; cis,trans-4-hydroxymuconate semialdehyde; cis,trans-4-hydroxymuconic semialdehyde|ChEBI: 58434; 66947|KEGG: C06603|MetaCyc: 4-HYDROXYMUCONIC-SEMIALDEHYDE; CPD-18635|iRS1563: M_C06603_c|metanetx.chemical: MNXM2992; MNXM97140	O=C([O-])/C=C\C(=O)C=CO	GC|EQ|EQU
cpd04008	DNTP	DNTP	C10H14NO5PS	291.0	Primary Database	LCCNCVORNKJIRZ-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: AATP; Alleron; Aphamite; Aqua 9-Parathion; Aralo; Bladan; Bladen; DNTP; Diethyl O-p-nitrophenyl phosphorothioate; Durathion; E 605 F; Ethyl parathion (O,O-diethyl-O-p-nitrophenylthiophosphate); Etilon; Foliclal; Folidol; Fosferno; Fosferno 50; Fostox; Niran; O,O-Diethyl O-p-nitrophenyl phosphorothioate; O,O-diethyl O-p-nitrophenyl phosphorothioate; O,O-diethyl-O-(p-nitrophenyl)thionophosphate; Orthophos; Paradust; Paramar; Paraphos; Parathion; Parathion-E; Parawet; Phoskil; Rhodiatox; Thionspray No.84; Thiophos; Viran; acc 3422; alkron; american cyanamid 3422; bayer e-605; bladan f; corothion; corthione; danthion; diethyl 4-nitrophenyl phosphorothionate; diethyl p-nitrophenyl thionophosphate; diethyl p-nitrophenyl thiophosphate; diethyl para-nitrophenol thiophosphate; diethyl-p-nitrophenyl monothiophosphate; diethylparathion; drexel parathion 8E; e 605 forte; ecatox; ekatox; ethlon; ethyl parathion; folidol e605; folidol oil; fosfermo; fosfex; fosfive; fosova; fostern; gearphos; genithion; kolphos; kypthion; lethalaire g-54; lirothion; murfos; nitrostygmine; niuif-100; nourithion; oleofos 20; oleoparaphene; oleoparathion; p-nitrophenol O-ester with O,O-diethylphosphorothioate; panthion; paramar 50; parathene; parathion; parthion; penncap e; pestox plus; pethion; phosphemol; phosphenol; phosphorothioic acid O,O-diethyl-O-(4-nitrophenyl) ester; phosphostigmine; rhodiasol; rhodiatrox; selephos; soprathion; stathion; strathion; sulfos; super rodiatox; thiomex; thiophos 3422; tiofos; vapophos; vitrex|AlgaGEM: S_Parathion_c|KEGG: C06604|MetaCyc: PARATHION|iRS1563: M_C06604_c|metanetx.chemical: MNXM2552	CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1	GC
cpd04009	Aminoparathion	Aminoparathion	C10H16NO3PS	261.0	Primary Database	XIZOTXGJXSTQDI-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0		1:16:3.86	null	null	Name: Aminoparathion; amino-parathion|KEGG: C06605|MetaCyc: AMINO-PARATHION|metanetx.chemical: MNXM6169	CCOP(=S)(OCC)Oc1ccc(N)cc1	GC
