id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn04000	R05735	acetone:carbon-dioxide ligase (AMP-forming)	(2) cpd00001[0] + (1) cpd00002[0] + (1) cpd00011[0] + (1) cpd00178[0] <=> (2) cpd00009[0] + (1) cpd00018[0] + (1) cpd00142[0]	-2:cpd00001:0:"H2O";-1:cpd00002:0:"ATP";-1:cpd00011:0:"CO2";-1:cpd00178:0:"Acetone";2:cpd00009:0:"Phosphate";1:cpd00018:0:"AMP";4:cpd00067:0:"H+";1:cpd00142:0:"Acetoacetate"	0	(2) cpd00001[0] + (1) cpd00002[0] + (1) cpd00011[0] + (1) cpd00178[0] => (2) cpd00009[0] + (1) cpd00018[0] + (4) cpd00067[0] + (1) cpd00142[0]	(2) H2O[0] + (1) ATP[0] + (1) CO2[0] + (1) Acetone[0] => (2) Phosphate[0] + (1) AMP[0] + (4) H+[0] + (1) Acetoacetate[0]	>	null	MetaCyc: Acetone-Degradation (Acetone Degradation); Degradation (Degradation/Utilization/Assimilation); Fatty-Acid-and-Lipid-Degradation (Fatty Acid and Lipid Degradation); PWY-5533 (acetone degradation II (to acetoacetate))	KEGG: R05735|MetaCyc: 6.4.1.6-RXN|Name: acetone carboxylase; acetone:carbon-dioxide ligase (AMP-forming)	6.4.1.6	-7.98	1.01	cpd00001;cpd00002;cpd00009;cpd00011;cpd00018;cpd00067;cpd00142;cpd00178	OK	0	null	GCC|HB|EQC|EQU	Primary Database
rxn04001	R05736	4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating)	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd02759[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd02924[0]	-1:cpd00005:0:"NADPH";-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-1:cpd02759:0:"4,4-Dimethyl-5alpha-cholest-7-en-3beta-ol";1:cpd00001:0:"H2O";1:cpd00006:0:"NADP";1:cpd02924:0:"4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd02759[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd02924[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4,4-Dimethyl-5alpha-cholest-7-en-3beta-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol[0]	>	null	null	AraCyc: 1.14.13.72-RXN|BrachyCyc: 1.14.13.72-RXN|ChlamyCyc: 1.14.13.72-RXN|KEGG: R05736|MetaCyc: 1.14.13.72-RXN|Name: 4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating); 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,NAD(P)H:oxygen oxidoreductase (hydroxylating); 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating); 4-methylsterol oxidase; methylsterol hydroxylase; methylsterol monooxygenase	1.14.13.72	-94.13	0.75	cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd02759;cpd02924	OK	0	rxn37881	GCC|EQC|EQU	Primary Database
rxn04002	R05737	4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating)	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd02924[0] <=> (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd08348[0]	-1:cpd00005:0:"NADPH";-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-1:cpd02924:0:"4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol";2:cpd00001:0:"H2O";1:cpd00006:0:"NADP";1:cpd08348:0:"3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd02924[0] => (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd08348[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol[0] => (2) H2O[0] + (1) NADP[0] + (1) 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde[0]	>	null	null	AraCyc: RXN-6271|CornCyc: RXN-6271|KEGG: R05737|MetaCyc: RXN-6271|PoplarCyc: RXN-6271|Name: 4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating); 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,NAD(P)H:oxygen oxidoreductase (hydroxylating); 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating); 4-methylsterol oxidase; methylsterol hydroxylase; methylsterol monooxygenase	1.14.13.72	-104.63	0.81	cpd00001;cpd00005;cpd00006;cpd00007;cpd00067;cpd02924;cpd08348	OK	0	null	GCC|EQC|EQU	Primary Database
rxn04003	R05738	4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating)	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08348[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd02939[0]	-1:cpd00005:0:"NADPH";-1:cpd00007:0:"O2";-1:cpd08348:0:"3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde";1:cpd00001:0:"H2O";1:cpd00006:0:"NADP";1:cpd02939:0:"3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate"	0	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd08348[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd02939[0]	(1) NADPH[0] + (1) O2[0] + (1) 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde[0] => (1) H2O[0] + (1) NADP[0] + (1) 3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate[0]	>	null	null	AraCyc: RXN-6269|BrachyCyc: RXN-6269|ChlamyCyc: RXN-6269|KEGG: R05738|MetaCyc: RXN-6269|Name: 4,4-dimethyl-5a-cholest-7-en-3b-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating); 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,NAD(P)H:oxygen oxidoreductase (hydroxylating); 4,4-dimethyl-5alpha-cholest-7-en-3beta-ol,hydrogen-donor:oxygen oxidoreductase (hydroxylating); 4-methylsterol oxidase; methylsterol hydroxylase; methylsterol monooxygenase	1.14.13.72	-118.19	0.76	cpd00001;cpd00005;cpd00006;cpd00007;cpd02939;cpd08348	OK	0	rxn38401	GCC|EQC|EQU	Primary Database
rxn04004	R05746	phosphonate:NAD+ oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd04099[0] <=> (1) cpd00004[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd00003:0:"NAD";-1:cpd04099:0:"Phosphonate";1:cpd00004:0:"NADH";1:cpd00009:0:"Phosphate";2:cpd00067:0:"H+"	0	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd04099[0] <=> (1) cpd00004[0] + (1) cpd00009[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NAD[0] + (1) Phosphonate[0] <=> (1) NADH[0] + (1) Phosphate[0] + (2) H+[0]	?	null	null	KEGG: R05746|MetaCyc: 1.20.1.1-RXN|Name: NAD:phosphite oxidoreductase; phosphite dehydrogenase; phosphonate dehydrogenase; phosphonate:NAD+ oxidoreductase	1.20.1.1	10000000.0	10000000.0	cpd00001;cpd00003;cpd00004;cpd00009;cpd00067;cpd04099	OK	0	null	GCP|EQP	Primary Database
rxn04005	R05748	gluthathione:methylarsonate oxidoreductase	(2) cpd00042[0] + (1) cpd04505[0] <=> (1) cpd00001[0] + (1) cpd00111[0] + (1) cpd04506[0]	-2:cpd00042:0:"GSH";-1:cpd00067:0:"H+";-1:cpd04505:0:"Methylarsonate";1:cpd00001:0:"H2O";1:cpd00111:0:"Oxidized glutathione";1:cpd04506:0:"Methylarsonite"	0	(2) cpd00042[0] + (1) cpd00067[0] + (1) cpd04505[0] <=> (1) cpd00001[0] + (1) cpd00111[0] + (1) cpd04506[0]	(2) GSH[0] + (1) H+[0] + (1) Methylarsonate[0] <=> (1) H2O[0] + (1) Oxidized glutathione[0] + (1) Methylarsonite[0]	?	null	null	KEGG: R05748|Name: gluthathione:methylarsonate oxidoreductase	1.20.4.2	10000000.0	10000000.0	cpd00001;cpd00042;cpd00067;cpd00111;cpd04505;cpd04506	OK	0	null	GCP|EQP	Primary Database
rxn04006	R05749	deacetylipecoside dopamine-lyase	(1) cpd01275[0] + (1) cpd02357[0] <=> (1) cpd00001[0] + (1) cpd04514[0]	-1:cpd01275:0:"Secologanin";-1:cpd02357:0:"Dopamine";1:cpd00001:0:"H2O";1:cpd04514:0:"Deacetylipecoside"	0	(1) cpd01275[0] + (1) cpd02357[0] => (1) cpd00001[0] + (1) cpd04514[0]	(1) Secologanin[0] + (1) Dopamine[0] => (1) H2O[0] + (1) Deacetylipecoside[0]	>	null	KEGG: rn00950 (Isoquinoline alkaloid biosynthesis)	KEGG: R05749|MetaCyc: 4.3.3.4-RXN|Name: deacetylipecoside dopamine-lyase; deacetylipecoside dopamine-lyase (secologanin-forming); deacetylipecoside synthase	4.3.3.4	-17.73	2.41	cpd00001;cpd01275;cpd02357;cpd04514	OK	0	null	GCC|HB|EQC|EQU	Primary Database
rxn04007	R05750	deacetylisoipecoside dopamine-lyase	(1) cpd01275[0] + (1) cpd02357[0] <=> (1) cpd00001[0] + (1) cpd04512[0]	-1:cpd01275:0:"Secologanin";-1:cpd02357:0:"Dopamine";1:cpd00001:0:"H2O";1:cpd04512:0:"Deacetylisoipecoside"	0	(1) cpd01275[0] + (1) cpd02357[0] => (1) cpd00001[0] + (1) cpd04512[0]	(1) Secologanin[0] + (1) Dopamine[0] => (1) H2O[0] + (1) Deacetylisoipecoside[0]	>	null	MetaCyc: ALKALOIDS-SYN (Alkaloid Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-7135 (emetine biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)|KEGG: rn00950 (Isoquinoline alkaloid biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	KEGG: R05750|MetaCyc: 4.3.3.3-RXN|Name: deacetylisoipecoside dopamine-lyase; deacetylisoipecoside dopamine-lyase (secologanin-forming); deacetylisoipecoside synthase	4.3.3.3	-17.73	2.41	cpd00001;cpd01275;cpd02357;cpd04512	OK	0	null	GCC|HB|EQC|EQU	Primary Database
rxn04008	R05754	S-adenosyl-L-methionine:trichlorophenol O-methyltransferase	(1) cpd00017[0] + (1) cpd04373[0] <=> (1) cpd00019[0] + (1) cpd08349[0]	-1:cpd00017:0:"S-Adenosyl-L-methionine";-1:cpd04373:0:"2,4,6-Trichlorophenol";1:cpd00019:0:"S-Adenosyl-homocysteine";1:cpd08349:0:"2,4.6-Trichloroanisole"	0	(1) cpd00017[0] + (1) cpd04373[0] <=> (1) cpd00019[0] + (1) cpd08349[0]	(1) S-Adenosyl-L-methionine[0] + (1) 2,4,6-Trichlorophenol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) 2,4.6-Trichloroanisole[0]	=	null	null	KEGG: R05754|MetaCyc: 2.1.1.136-RXN|Name: S-adenosyl-L-methionine:trichlorophenol O-methyltransferase; chlorophenol O-methyltransferase; halogenated phenol O-methyltransferase, trichlorophenol O-methyltransferase	2.1.1.136	-3.53	5.56	cpd00017;cpd00019;cpd04373;cpd08349	OK	0	null	GCC|EQC	Primary Database
rxn04009	R05755	S-adenosyl-L-methionine:arsenite As-methyltransferase	(1) cpd00017[0] + (1) cpd04098[0] <=> (1) cpd00019[0] + (1) cpd04505[0]	-1:cpd00017:0:"S-Adenosyl-L-methionine";-1:cpd04098:0:"Arsenite";1:cpd00019:0:"S-Adenosyl-homocysteine";1:cpd00067:0:"H+";1:cpd04505:0:"Methylarsonate"	0	(1) cpd00017[0] + (1) cpd04098[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd04505[0]	(1) S-Adenosyl-L-methionine[0] + (1) Arsenite[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Methylarsonate[0]	?	null	null	KEGG: R05755|MetaCyc: 2.1.1.137-RXN|Name: S-adenosyl-L-methionine:arsenic(III) methyltransferase; S-adenosyl-L-methionine:arsenite As-methyltransferase; S-adenosyl-L-methionine:methylarsonite As-methyltransferase; arsenite methyltransferase; methylarsonite methyltransferase	2.1.1.137	10000000.0	10000000.0	cpd00017;cpd00019;cpd00067;cpd04098;cpd04505	OK	0	rxn17412	HB|GCP|EQP	Primary Database
