id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn10001	HEMECS	Heme C synthase	(1) cpd00028[0] + (2) cpd00084[0] <=> (1) cpd14553[0]	-1:cpd00028:0:"Heme";-2:cpd00067:0:"H+";-2:cpd00084:0:"L-Cysteine";1:cpd14553:0:"Heme C"	0	(1) cpd00028[0] + (2) cpd00084[0] + (2) cpd00067[0] <=> (1) cpd14553[0]	(1) Heme[0] + (2) L-Cysteine[0] + (2) H+[0] <=> (1) C15817[0]	?	null	null	iYO844: HEMECS|metanetx.reaction: MNXR142365|Name: Heme C synthase	null	10000000.0	10000000.0	cpd00028;cpd00067;cpd00084;cpd14553	CI:-2	0	null	GCP|EQP|HB	Published Model
rxn10002	Heme D synthase	Heme D synthase	(3) cpd00007[0] + (1) cpd00028[0] <=> (1) cpd15607[0]	-3:cpd00007:0:"O2";-1:cpd00028:0:"Heme";2:cpd00067:0:"H+";1:cpd15607:0:"Heme D"	0	(3) cpd00007[0] + (1) cpd00028[0] <=> (2) cpd00067[0] + (1) cpd15607[0]	(3) O2[0] + (1) Heme[0] <=> (2) H+[0] + (1) Heme D[0]	?	null	null	metanetx.reaction: MNXR142366|Name: Heme D synthase	null	10000000.0	10000000.0	cpd00007;cpd00028;cpd00067;cpd15607	MI:H:6/O:-4|CI:4	0	null	GCP|EQP	Orphan
rxn10003	PPNCL	phosphopantothenate-cysteine ligase	(1) cpd00052[0] + (1) cpd00084[0] + (1) cpd02201[0] <=> (1) cpd00009[0] + (1) cpd00096[0] + (1) cpd02666[0]	-1:cpd00052:0:"CTP";-1:cpd00084:0:"L-Cysteine";-1:cpd02201:0:"4-phosphopantothenate";1:cpd00009:0:"Phosphate";1:cpd00067:0:"H+";1:cpd00096:0:"CDP";1:cpd02666:0:"(R)-4'-Phosphopantothenoyl-L-cysteine"	0	(1) cpd00052[0] + (1) cpd00084[0] + (1) cpd02201[0] => (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00096[0] + (1) cpd02666[0]	(1) CTP[0] + (1) L-Cysteine[0] + (1) 4-phosphopantothenate[0] => (1) Phosphate[0] + (1) H+[0] + (1) CDP[0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine[0]	>	null	null	BiGG: PPNCL|iJN746: PPNCL|iMEO21: PPNCL|iNJ661: PPNCL|metanetx.reaction: MNXR103118|Name: phosphopantothenate-cysteine ligase	null	-8.82	1.19	cpd00009;cpd00052;cpd00067;cpd00084;cpd00096;cpd02201;cpd02666	OK	0	null	GCC|EQC|EQU	Secondary Database
rxn10005	PYRIS	pyridoxal-5'-phsophate synthase	(1) cpd00053[0] + (1) cpd00101[0] + (1) cpd00102[0] <=> (1) cpd00016[0] + (1) cpd15645[0]	-1:cpd00053:0:"L-Glutamine";-1:cpd00067:0:"H+";-1:cpd00101:0:"ribose-5-phosphate";-1:cpd00102:0:"Glyceraldehyde3-phosphate";1:cpd00016:0:"Pyridoxal phosphate";1:cpd15645:0:"unknown 2"	0	(1) cpd00053[0] + (1) cpd00067[0] + (1) cpd00101[0] + (1) cpd00102[0] <=> (1) cpd00016[0] + (1) cpd15645[0]	(1) L-Glutamine[0] + (1) H+[0] + (1) ribose-5-phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) Pyridoxal phosphate[0] + (1) unknown 2[0]	?	null	null	iYO844: PYRIS|metanetx.reaction: MNXR136146|Name: pyridoxal-5'-phsophate synthase	null	10000000.0	10000000.0	cpd00016;cpd00053;cpd00067;cpd00101;cpd00102;cpd15645	OK	0	null	HB|GCP|EQP	Published Model
rxn10006	SHCHD2	sirohydrochlorin dehydrogenase (NAD)	(1) cpd00003[0] + (1) cpd03426[0] <=> (1) cpd00004[0] + (1) cpd15658[0]	-1:cpd00003:0:"NAD";-2:cpd00067:0:"H+";-1:cpd03426:0:"Sirohydrochlorin";1:cpd00004:0:"NADH";1:cpd15658:0:"Sirochlorin"	0	(1) cpd00003[0] + (2) cpd00067[0] + (1) cpd03426[0] <=> (1) cpd00004[0] + (1) cpd15658[0]	(1) NAD[0] + (2) H+[0] + (1) Sirohydrochlorin[0] <=> (1) NADH[0] + (1) Sirochlorin[0]	?	null	null	metanetx.reaction: MNXR136147	null	10000000.0	10000000.0	cpd00003;cpd00004;cpd00067;cpd03426;cpd15658	CI:-2	0	null	GCP|EQP	Orphan
rxn10007	SHCHF	sirohydrochlorin ferrochetalase	(1) cpd10515[0] + (1) cpd15658[0] <=> (1) cpd00557[0]	-1:cpd10515:0:"Fe2+";-1:cpd15658:0:"Sirochlorin";3:cpd00067:0:"H+";1:cpd00557:0:"Siroheme"	0	(1) cpd10515[0] + (1) cpd15658[0] <=> (3) cpd00067[0] + (1) cpd00557[0]	(1) Fe+2[0] + (1) Sirochlorin[0] <=> (3) H+[0] + (1) Siroheme[0]	?	null	null	metanetx.reaction: MNXR136148	null	10000000.0	10000000.0	cpd00067;cpd00557;cpd10515;cpd15658	OK	0	null	GCP|EQP	Orphan
rxn10008	X00002	Lumped reaction for synthesis of pime	(2) cpd00001[0] + (1) cpd00020[0] + (1) cpd00032[0] <=> (3) cpd00007[0] + (1) cpd01727[0]	-2:cpd00001:0:"H2O";-1:cpd00020:0:"Pyruvate";-1:cpd00032:0:"Oxaloacetate";-1:cpd00067:0:"H+";3:cpd00007:0:"O2";1:cpd01727:0:"Pimelate"	0	(2) cpd00001[0] + (1) cpd00020[0] + (1) cpd00032[0] + (1) cpd00067[0] <= (3) cpd00007[0] + (1) cpd01727[0]	(2) H2O[0] + (1) Pyruvate[0] + (1) Oxaloacetate[0] + (1) H+[0] <= (3) O2[0] + (1) Pimelate[0]	<	null	null	iYO844: X00002|metanetx.reaction: MNXR105223|Name: Lumped reaction for synthesis of pime	null	280.35	2.24	cpd00001;cpd00007;cpd00020;cpd00032;cpd00067;cpd01727	OK	0	null	GCC|EQC|EQU	Published Model
rxn10010	RXN-12559.c	trans-2-hexenoyl-CoA  reductase (NAD+)	(1) cpd00004[0] + (1) cpd03125[0] <=> (1) cpd00003[0] + (1) cpd03124[0]	-1:cpd00004:0:"NADH";-1:cpd00067:0:"H+";-1:cpd03125:0:"(2E)-Hexenoyl-CoA";1:cpd00003:0:"NAD";1:cpd03124:0:"Hexanoyl-CoA"	0	(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03125[0] <=> (1) cpd00003[0] + (1) cpd03124[0]	(1) NADH[0] + (1) H+[0] + (1) (2E)-Hexenoyl-CoA[0] <=> (1) NAD[0] + (1) Hexanoyl-CoA[0]	=	null	MetaCyc: Alcohol-Biosynthesis (Fermentation to Alcohols); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); PWY-6863 (pyruvate fermentation to hexanol (engineered)); Pyruvate-Degradation (Fermentation of Pyruvate)	BiGG: ACOAD2|MetaCyc: RXN-12559|Rhea: 52576; 52577; 52578; 52579|iSB619: ACOAD2|metanetx.reaction: MNXR117632|Name: acyl-CoA dehydrogenase (hexanoyl-CoA); trans-2-hexenoyl-CoA  reductase (NAD+); trans-2-hexenoyl-CoA reductase (NAD+)	1.3.1.44	-14.37	0.55	cpd00003;cpd00004;cpd00067;cpd03124;cpd03125	OK	0	rxn23001	GCC|EQC|EQU	Primary Database
rxn10011	ACOAD3	acyl-CoA dehydrogenase (octanoyl-CoA)	(1) cpd00003[0] + (1) cpd01335[0] <=> (1) cpd00004[0] + (1) cpd03130[0]	-1:cpd00003:0:"NAD";-1:cpd01335:0:"Octanoyl-CoA";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd03130:0:"(2E)-Octenoyl-CoA"	0	(1) cpd00003[0] + (1) cpd01335[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03130[0]	(1) NAD[0] + (1) Octanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2E)-Octenoyl-CoA[0]	=	null	null	BiGG: ACOAD3|Rhea: 63232; 63233; 63234; 63235|iSB619: ACOAD3|iYO844: ACOAD3|metanetx.reaction: MNXR95310|Name: acyl-CoA dehydrogenase (octanoyl-CoA)	null	14.27	0.33	cpd00003;cpd00004;cpd00067;cpd01335;cpd03130	OK	0	null	GCC|EQC|EQU	Primary Database
rxn10012	ACOAD4	acyl-CoA dehydrogenase (decanoyl-CoA)	(1) cpd00003[0] + (1) cpd03128[0] <=> (1) cpd00004[0] + (1) cpd03129[0]	-1:cpd00003:0:"NAD";-1:cpd03128:0:"Decanoyl-CoA";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd03129:0:"(2E)-Decenoyl-CoA"	0	(1) cpd00003[0] + (1) cpd03128[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03129[0]	(1) NAD[0] + (1) Decanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2E)-Decenoyl-CoA[0]	=	null	null	BiGG: ACOAD4|iSB619: ACOAD4|iYO844: ACOAD4|metanetx.reaction: MNXR95312|Name: acyl-CoA dehydrogenase (decanoyl-CoA)	null	14.27	0.33	cpd00003;cpd00004;cpd00067;cpd03128;cpd03129	OK	0	null	GCC|EQC|EQU	Secondary Database
