id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	direction	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn36000	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14023_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd06792[0] <=> (1) cpd00005[0] + (1) cpd09079[0]	-1:cpd00006:0:"NADP";-3:cpd00067:0:"H+";-1:cpd06792:0:"(R)-(+)-alpha-Terpineol";1:cpd00005:0:"NADPH";1:cpd09079:0:"Decanal"	0	(1) cpd00006[0] + (3) cpd00067[0] + (1) cpd06792[0] <= (1) cpd00005[0] + (1) cpd09079[0]	(1) NADP[0] + (3) H+[0] + (1) (R)-(+)-alpha-Terpineol[0] <= (1) NADPH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	38.74	1.52	cpd00005;cpd00006;cpd00067;cpd06792;cpd09079	CI:-4	0	null	GCC|EQC|EQU	Primary Database
rxn36001	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14023_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd06792[0] <=> (1) cpd00004[0] + (1) cpd09079[0]	-1:cpd00003:0:"NAD";-3:cpd00067:0:"H+";-1:cpd06792:0:"(R)-(+)-alpha-Terpineol";1:cpd00004:0:"NADH";1:cpd09079:0:"Decanal"	0	(1) cpd00003[0] + (3) cpd00067[0] + (1) cpd06792[0] <= (1) cpd00004[0] + (1) cpd09079[0]	(1) NAD[0] + (3) H+[0] + (1) (R)-(+)-alpha-Terpineol[0] <= (1) NADH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	38.73	1.52	cpd00003;cpd00004;cpd00067;cpd06792;cpd09079	CI:-4	0	null	GCC|EQC|EQU	Primary Database
rxn36002	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14023_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd06792[0] <=> (1) cpd00005[0] + (1) cpd01061[0]	-1:cpd00006:0:"NADP";-1:cpd06792:0:"(R)-(+)-alpha-Terpineol";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00006[0] + (1) cpd06792[0] <= (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01061[0]	(1) NADP[0] + (1) (R)-(+)-alpha-Terpineol[0] <= (1) NADPH[0] + (1) H+[0] + (1) Geranial[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	35.82	1.55	cpd00005;cpd00006;cpd00067;cpd01061;cpd06792	OK	0	null	GCC|EQC|EQU	Primary Database
rxn36003	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14023_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd06792[0] <=> (1) cpd00004[0] + (1) cpd01061[0]	-1:cpd00003:0:"NAD";-1:cpd06792:0:"(R)-(+)-alpha-Terpineol";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00003[0] + (1) cpd06792[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01061[0]	(1) NAD[0] + (1) (R)-(+)-alpha-Terpineol[0] <= (1) NADH[0] + (1) H+[0] + (1) Geranial[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	35.82	1.55	cpd00003;cpd00004;cpd00067;cpd01061;cpd06792	OK	0	null	GCC|EQC|EQU	Primary Database
rxn36004	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14065_CPD-7986_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd24154[0] <=> (1) cpd00005[0] + (1) cpd08238[0]	-1:cpd00006:0:"NADP";-1:cpd00067:0:"H+";-1:cpd24154:0:"(-)-thujan-3-ol";1:cpd00005:0:"NADPH";1:cpd08238:0:"(S)-(-)-Citronellal"	0	(1) cpd00006[0] + (1) cpd00067[0] + (1) cpd24154[0] <= (1) cpd00005[0] + (1) cpd08238[0]	(1) NADP[0] + (1) H+[0] + (1) (-)-thujan-3-ol[0] <= (1) NADPH[0] + (1) (S)-(-)-Citronellal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	30.11	7.09	cpd00005;cpd00006;cpd00067;cpd08238;cpd24154	CI:-2	0	null	GCC|EQC	Primary Database
rxn36005	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14065_CPD-7986_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd24154[0] <=> (1) cpd00004[0] + (1) cpd08238[0]	-1:cpd00003:0:"NAD";-1:cpd00067:0:"H+";-1:cpd24154:0:"(-)-thujan-3-ol";1:cpd00004:0:"NADH";1:cpd08238:0:"(S)-(-)-Citronellal"	0	(1) cpd00003[0] + (1) cpd00067[0] + (1) cpd24154[0] <= (1) cpd00004[0] + (1) cpd08238[0]	(1) NAD[0] + (1) H+[0] + (1) (-)-thujan-3-ol[0] <= (1) NADH[0] + (1) (S)-(-)-Citronellal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	30.11	7.11	cpd00003;cpd00004;cpd00067;cpd08238;cpd24154	CI:-2	0	null	GCC|EQC	Primary Database
rxn36006	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14065_CPD-8490_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd24154[0] <=> (1) cpd00005[0] + (1) cpd09079[0]	-1:cpd00006:0:"NADP";-3:cpd00067:0:"H+";-1:cpd24154:0:"(-)-thujan-3-ol";1:cpd00005:0:"NADPH";1:cpd09079:0:"Decanal"	0	(1) cpd00006[0] + (3) cpd00067[0] + (1) cpd24154[0] <= (1) cpd00005[0] + (1) cpd09079[0]	(1) NADP[0] + (3) H+[0] + (1) (-)-thujan-3-ol[0] <= (1) NADPH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	30.99	7.1	cpd00005;cpd00006;cpd00067;cpd09079;cpd24154	CI:-4	0	null	GCC|EQC	Primary Database
rxn36007	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14065_CPD-8490_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd24154[0] <=> (1) cpd00004[0] + (1) cpd09079[0]	-1:cpd00003:0:"NAD";-3:cpd00067:0:"H+";-1:cpd24154:0:"(-)-thujan-3-ol";1:cpd00004:0:"NADH";1:cpd09079:0:"Decanal"	0	(1) cpd00003[0] + (3) cpd00067[0] + (1) cpd24154[0] <= (1) cpd00004[0] + (1) cpd09079[0]	(1) NAD[0] + (3) H+[0] + (1) (-)-thujan-3-ol[0] <= (1) NADH[0] + (1) Decanal[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	30.99	7.11	cpd00003;cpd00004;cpd00067;cpd09079;cpd24154	CI:-4	0	null	GCC|EQC	Primary Database
rxn36008	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14065_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00006[0] + (1) cpd24154[0] <=> (1) cpd00005[0] + (1) cpd01061[0]	-1:cpd00006:0:"NADP";-1:cpd24154:0:"(-)-thujan-3-ol";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00006[0] + (1) cpd24154[0] <= (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd01061[0]	(1) NADP[0] + (1) (-)-thujan-3-ol[0] <= (1) NADPH[0] + (1) H+[0] + (1) Geranial[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	31.3	7.14	cpd00005;cpd00006;cpd00067;cpd01061;cpd24154	OK	0	null	GCC|EQC	Primary Database
rxn36009	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-14065_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]	(1) cpd00003[0] + (1) cpd24154[0] <=> (1) cpd00004[0] + (1) cpd01061[0]	-1:cpd00003:0:"NAD";-1:cpd24154:0:"(-)-thujan-3-ol";1:cpd00004:0:"NADH";1:cpd00067:0:"H+";1:cpd01061:0:"Geranial"	0	(1) cpd00003[0] + (1) cpd24154[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01061[0]	(1) NAD[0] + (1) (-)-thujan-3-ol[0] <= (1) NADH[0] + (1) H+[0] + (1) Geranial[0]	<	<	null	null	MetaCyc: ALCOHOL-DEHYDROGENASE-NADP+-RXN|Name: alcohol dehydrogenase [NAD(P)+]; alcohol dehydrogenase [NAD(P)]; alcohol:NAD(P)+ oxidoreductase; aldehyde reductase (NADPH/NADH); retinal reductase	1.1.1.71	31.3	7.15	cpd00003;cpd00004;cpd00067;cpd01061;cpd24154	OK	0	null	GCC|EQC	Primary Database
