id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn16000	R09138	2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase	(2) cpd00005[0] + (1) cpd19509[0] <=> (2) cpd00006[0] + (1) cpd00099[0] + (1) cpd19510[0]	-2:cpd00005:0:"NADPH";-1:cpd00067:0:"H+";-1:cpd19509:0:"2,3,5-Trichloromaleylacetate";2:cpd00006:0:"NADP";1:cpd00099:0:"Cl-";1:cpd19510:0:"2,4-Dichloro-3-oxoadipate"	0	(2) cpd00005[0] + (1) cpd00067[0] + (1) cpd19509[0] <=> (2) cpd00006[0] + (1) cpd00099[0] + (1) cpd19510[0]	(2) NADPH[0] + (1) H+[0] + (1) 2,3,5-Trichloromaleylacetate[0] <=> (2) NADP[0] + (1) Cl-[0] + (1) 2,4-Dichloro-3-oxoadipate[0]	?	null	KEGG: rn00361 (Chlorocyclohexane and chlorobenzene degradation)	KEGG: R09138|Name: 2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase	1.3.1.32	10000000.0	10000000.0	cpd00005;cpd00006;cpd00067;cpd00099;cpd19509;cpd19510	OK	0	null	GCP|EQP	Primary Database
rxn16001	R09139	R09139	(1) cpd19510[0] <=> (1) cpd00011[0]	-1:cpd19510:0:"2,4-Dichloro-3-oxoadipate";1:cpd00011:0:"CO2"	0	(1) cpd19510[0] <= (1) cpd00011[0]	(1) 2,4-Dichloro-3-oxoadipate[0] <= (1) CO2[0]	<	null	KEGG: rn00361 (Chlorocyclohexane and chlorobenzene degradation)	KEGG: R09139|Name: 	null	64.4	1.3	cpd00011;cpd19510	MI:C:-5/Cl:-2/H:-4/O:-3|CI:2	0	null	GCC|EQC|EQU	Primary Database
rxn16002	R09140	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (8-epi-cedrol-forming)	(1) cpd00001[0] + (1) cpd00350[0] <=> (1) cpd00012[0] + (1) cpd19511[0]	-1:cpd00001:0:"H2O";-1:cpd00350:0:"Farnesyldiphosphate";1:cpd00012:0:"PPi";1:cpd00067:0:"H+";1:cpd19511:0:"8-epi-Cedrol"	0	(1) cpd00001[0] + (1) cpd00350[0] <=> (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd19511[0]	(1) H2O[0] + (1) Farnesyldiphosphate[0] <=> (1) PPi[0] + (1) H+[0] + (1) 8-epi-Cedrol[0]	?	null	KEGG: rn00909 (Sesquiterpenoid and triterpenoid biosynthesis); rn01110 (Biosynthesis of secondary metabolites)	KEGG: R09140|MetaCyc: RXN-10004|Name: (2E,6E)-farnesyl-diphosphate diphosphate-lyase (8-epi-cedrol-forming); 8-epicedrol synthase; epi-cedrol synthase; epicedrol synthase	4.2.3.39	10000000.0	10000000.0	cpd00001;cpd00012;cpd00067;cpd00350;cpd19511	OK	0	null	GCP|EQP	Primary Database
rxn16003	R09141	R09141	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd04167[0] <=> (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd08026[0]	-1:cpd00004:0:"NADH";-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-1:cpd04167:0:"TCE";1:cpd00001:0:"H2O";1:cpd00003:0:"NAD";1:cpd08026:0:"TCE epoxide"	0	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd04167[0] => (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd08026[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) TCE[0] => (1) H2O[0] + (1) NAD[0] + (1) TCE epoxide[0]	>	null	KEGG: rn00625 (Chloroalkane and chloroalkene degradation)	KEGG: R09141|Name: 	1.14.13.-	-100.02	1.53	cpd00001;cpd00003;cpd00004;cpd00007;cpd00067;cpd04167;cpd08026	OK	0	null	GCC|EQC|EQU	Primary Database
rxn16004	R09142	R09142	(1) cpd08026[0] <=> (1) cpd00204[0]	-1:cpd08026:0:"TCE epoxide";1:cpd00204:0:"CO"	0	(1) cpd08026[0] <=> (1) cpd00204[0]	(1) TCE epoxide[0] <=> (1) CO[0]	=	null	KEGG: rn00625 (Chloroalkane and chloroalkene degradation)	KEGG: R09142|Name: 	null	4.17	2.24	cpd00204;cpd08026	MI:C:-1/Cl:-3|CI:1	0	null	GCC|EQP	Primary Database
rxn16005	R09143	R09143	(1) cpd08026[0] <=> (1) cpd08027[0]	-1:cpd08026:0:"TCE epoxide";1:cpd08027:0:"Dichloroacetate"	0	(1) cpd08026[0] => (1) cpd08027[0]	(1) TCE epoxide[0] => (1) Dichloroacetate[0]	>	null	KEGG: rn00625 (Chloroalkane and chloroalkene degradation)	KEGG: R09143|Name: 	null	-55.98	1.29	cpd08026;cpd08027	MI:Cl:-1/O:1|CI:-1	0	null	GCC|EQC|EQU	Primary Database
rxn16006	R09144	R09144	(1) cpd08026[0] <=> (1) cpd00040[0]	-1:cpd08026:0:"TCE epoxide";1:cpd00040:0:"Glyoxalate"	0	(1) cpd08026[0] => (1) cpd00040[0]	(1) TCE epoxide[0] => (1) Glyoxalate[0]	>	null	KEGG: rn00625 (Chloroalkane and chloroalkene degradation)	KEGG: R09144|Name: 	null	-75.53	1.19	cpd00040;cpd08026	MI:Cl:-3/O:2|CI:-1	0	null	GCC|EQC|EQU	Primary Database
rxn16007	R09145	R09145	(1) cpd08026[0] <=> (1) cpd00047[0]	-1:cpd08026:0:"TCE epoxide";1:cpd00047:0:"Formate"	0	(1) cpd08026[0] => (1) cpd00047[0]	(1) TCE epoxide[0] => (1) Formate[0]	>	null	KEGG: rn00625 (Chloroalkane and chloroalkene degradation)	KEGG: R09145|Name: 	null	-45.99	1.18	cpd00047;cpd08026	MI:C:-1/Cl:-3/O:1|CI:-1	0	null	GCC|EQC|EQU	Primary Database
rxn16008	R09146	R09146	(1) cpd04167[0] <=> (1) cpd10563[0]	-1:cpd04167:0:"TCE";1:cpd10563:0:"Chloral"	0	(1) cpd04167[0] => (1) cpd10563[0]	(1) TCE[0] => (1) Chloral[0]	>	null	KEGG: rn00625 (Chloroalkane and chloroalkene degradation)	KEGG: R09146|Name: 	1.14.-.-	-44.44	0.96	cpd04167;cpd10563	MI:O:1	0	null	GCC|EQC|EQU	Primary Database
rxn16009	R09147	R09147	(1) cpd04167[0] <=> (1) cpd08026[0]	-1:cpd04167:0:"TCE";1:cpd08026:0:"TCE epoxide"	0	(1) cpd04167[0] => (1) cpd08026[0]	(1) TCE[0] => (1) TCE epoxide[0]	>	null	KEGG: rn00625 (Chloroalkane and chloroalkene degradation)	KEGG: R09147|Name: 	1.14.-.-	-43.3	1.34	cpd04167;cpd08026	MI:O:1	0	null	GCC|EQC|EQU	Primary Database
