#ID	Name	Compartment	Charge	boundary Condition
M_10fthf_c	10-Formyltetrahydrofolate	C_c	UNDEF	UNDEF
M_10fthf_m	10-Formyltetrahydrofolate	C_m	UNDEF	UNDEF
M_12dgr_YL_c	1,2-Diacylglycerol, yeast-specific	C_c	UNDEF	UNDEF
M_13BDglcn_c	1,3-beta-D-Glucan	C_c	UNDEF	UNDEF
M_13dampp_c	1,3-Diaminopropane	C_c	UNDEF	UNDEF
M_13dpg_c	3-Phospho-D-glyceroyl phosphate	C_c	UNDEF	UNDEF
M_14glun_c	(1,4-alpha-D-Glucosyl)n	C_c	UNDEF	UNDEF
M_1ag3p_YL_c	1-Acyl-sn-glycerol 3-phosphate	C_c	UNDEF	UNDEF
M_1agly3p_YL_c	1-Acyl-glycerone 3-phosphate, yeast-specific	C_c	UNDEF	UNDEF
M_1agpc_YL_c	1-Acyl-sn-glycerol-3-phosphocholine, yeast-specific	C_c	UNDEF	UNDEF
M_1pyr5c_c	1-Pyrroline-5-carboxylate	C_c	UNDEF	UNDEF
M_23dhmb_m	(R)-2,3-Dihydroxy-3-methylbutanoate	C_m	UNDEF	UNDEF
M_23dhmp_m	(R)-2,3-Dihydroxy-3-methylpentanoate	C_m	UNDEF	UNDEF
M_25aics_c	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate	C_c	UNDEF	UNDEF
M_25dhpp_c	2,5-Diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine	C_c	UNDEF	UNDEF
M_2ahbut_m	(S)-2-Aceto-2-hydroxybutanoate	C_m	UNDEF	UNDEF
M_2ahethmpp_c	2-(alpha-Hydroxyethyl)thiamine diphosphate	C_c	UNDEF	UNDEF
M_2ahethmpp_m	2-(alpha-Hydroxyethyl)thiamine diphosphate	C_m	UNDEF	UNDEF
M_2ahhmd_m	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	C_m	UNDEF	UNDEF
M_2ahhmp_m	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	C_m	UNDEF	UNDEF
M_2cpr5p_c	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C_c	UNDEF	UNDEF
M_2dda7p_c	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	C_c	UNDEF	UNDEF
M_2dhp_c	2-Dehydropantoate	C_c	UNDEF	UNDEF
M_2dr1p_c	2-Deoxy-D-ribose 1-phosphate	C_c	UNDEF	UNDEF
M_2hp6mbq_m	2-Hexaprenyl-6-methoxy-1,4-benzoquinone	C_m	UNDEF	UNDEF
M_2hp6mp_m	2-Hexaprenyl-6-methoxyphenol	C_m	UNDEF	UNDEF
M_2hpmhmbq_m	2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	C_m	UNDEF	UNDEF
M_2hpmmbq_m	2-hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	C_m	UNDEF	UNDEF
M_2hyoxplac_c	2-Hydroxyphenylacetate	C_c	UNDEF	UNDEF
M_2kmb_c	2-keto-4-methylthiobutyrate	C_c	UNDEF	UNDEF
M_2maacoa_c	2-Methyl-3-acetoacetyl-CoA	C_c	UNDEF	UNDEF
M_2mahmp_c	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	C_c	UNDEF	UNDEF
M_2mb2coa_c	trans-2-Methylbut-2-enoyl-CoA	C_c	UNDEF	UNDEF
M_2mbcoa_c	(S)-2-Methylbutanoyl-CoA	C_c	UNDEF	UNDEF
M_2mbdhl_c	S-(2-Methylbutanoyl)-dihydrolipoamide	C_c	UNDEF	UNDEF
M_2mop_c	(S)-Methylmalonate semialdehyde	C_c	UNDEF	UNDEF
M_2mp2coa_c	2-Methylprop-2-enoyl-CoA	C_c	UNDEF	UNDEF
M_2mpdhl_c	S-(2-Methylpropanoyl)-dihydrolipoamide	C_c	UNDEF	UNDEF
M_2obut_c	2-Oxobutanoate	C_c	UNDEF	UNDEF
M_2obut_m	2-Oxobutanoate	C_m	UNDEF	UNDEF
M_2oxoadp_c	2-Oxoadipate	C_c	UNDEF	UNDEF
M_2oxoadp_m	2-Oxoadipate	C_m	UNDEF	UNDEF
M_2pg_c	D-Glycerate 2-phosphate	C_c	UNDEF	UNDEF
M_34dhpac_c	3,4-Dihydroxyphenylacetaldehyde	C_c	UNDEF	UNDEF
M_34dhpha_c	3,4-Dihydroxyphenylacetate	C_c	UNDEF	UNDEF
M_34hpp_c	3-(4-Hydroxyphenyl)pyruvate	C_c	UNDEF	UNDEF
M_35cgmp_c	3',5'-Cyclic GMP	C_c	UNDEF	UNDEF
M_3c2hmp_c	3-Carboxy-2-hydroxy-4-methylpentanoate	C_c	UNDEF	UNDEF
M_3c3hmp_c	3-Carboxy-3-hydroxy-4-methylpentanoate	C_c	UNDEF	UNDEF
M_3c3hmp_e	3-Carboxy-3-hydroxy-4-methylpentanoate	C_e	UNDEF	UNDEF
M_3c4mop_c	3-Carboxy-4-methyl-2-oxopentanoate	C_c	UNDEF	UNDEF
M_3dh5hpb_c	3-Hexaprenyl-4,5-dihydroxybenzoate	C_c	UNDEF	UNDEF
M_3dh5hpb_m	3-Hexaprenyl-4,5-dihydroxybenzoate	C_m	UNDEF	UNDEF
M_3dhq_c	3-Dehydroquinate	C_c	UNDEF	UNDEF
M_3dhsk_c	3-Dehydroshikimate	C_c	UNDEF	UNDEF
M_3dsphgn_c	3-Dehydrosphinganine	C_c	UNDEF	UNDEF
M_3hanthrn_c	3-Hydroxyanthranilate	C_c	UNDEF	UNDEF
M_3hbcoa_c	(S)-3-Hydroxybutanoyl-CoA	C_c	UNDEF	UNDEF
