ID	NAMES	EQUATION	TRANSPORT	ADJUSTED	MATCH	COMPLETE	MODELSEED	MS DEFINITION
0001	L-glutamate:NAD+ oxidoreductase (transaminating)	gln-L(cpd00053)[0] akg(cpd00024)[0] nadh(cpd00004)[0] h(cpd00067)[0] <=> (2) glu-L(cpd00023)[0] nad(cpd00003)[0]	N	N	Y	Y	rxn00069	(1) NAD[0] + (2) L-Glutamate[0] <=> (1) NADH[0] + (1) 2-Oxoglutarate[0] + (1) L-Glutamine[0] + (1) H+[0]
0002	L-Glutamate:NADP+ oxidoreductase (transaminating)	gln-L(cpd00053)[0] akg(cpd00024)[0] nadph(cpd00005)[0] h(cpd00067)[0] <=> (2) glu-L(cpd00023)[0] nadp(cpd00006)[0]	N	N	Y	Y	rxn00085	(1) NADP[0] + (2) L-Glutamate[0] <=> (1) NADPH[0] + (1) 2-Oxoglutarate[0] + (1) L-Glutamine[0] + (1) H+[0]
0003	L-Glutamate:NAD+ oxidoreductase (deaminating)	glu-L(cpd00023)[0] nad(cpd00003)[0] h2o(cpd00001)[0] <=> akg(cpd00024)[0] nh4(cpd00013)[0] nadh(cpd00004)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00182	(1) H2O[0] + (1) NAD[0] + (1) L-Glutamate[0] <=> (1) NADH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0]
0004	L-Glutamate:NADP+ oxidoreductase (deaminating)	akg(cpd00024)[0] nh4(cpd00013)[0] nadph(cpd00005)[0] h(cpd00067)[0] => glu-L(cpd00023)[0] nadp(cpd00006)[0] h2o(cpd00001)[0]	N	N	Y	Y	rxn00184	(1) H2O[0] + (1) NADP[0] + (1) L-Glutamate[0] <=> (1) NADPH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0]
0005	L-Glutamate:ammonia ligase (ADP-forming)	atp(cpd00002)[0] glu-L(cpd00023)[0] nh4(cpd00013)[0] <=> adp(cpd00008)[0] pi(cpd00009)[0] gln-L(cpd00053)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00187	(1) ATP[0] + (1) NH3[0] + (1) L-Glutamate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) L-Glutamine[0] + (1) H+[0]
0006	L-Alanine:2-oxoglutarate aminotransferase	ala-L(cpd00035)[0] akg(cpd00024)[0] => pyr(cpd00020)[0] glu-L(cpd00023)[0]	N	N	Y	Y	rxn00191	(1) 2-Oxoglutarate[0] + (1) L-Alanine[0] <=> (1) Pyruvate[0] + (1) L-Glutamate[0]
0007	L-Aspartate:2-oxoglutarate aminotransferase	asp-L(cpd00041)[0] akg(cpd00024)[0] => oaa(cpd00032)[0] glu-L(cpd00023)[0]	N	N	Y	Y	rxn00260	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]
0008	L-Alanine:glyoxylate aminotransferase	ala-L(cpd00035)[0] glx(cpd00040)[0] <=> pyr(cpd00020)[0] gly(cpd00033)[0]	N	N	Y	Y	rxn00272	(1) L-Alanine[0] + (1) Glyoxalate[0] <=> (1) Pyruvate[0] + (1) Glycine[0]
0009	L-aspartate:L-glutamine amido-ligase (AMP-forming)	atp(cpd00002)[0] asp-L(cpd00041)[0] gln-L(cpd00053)[0] h2o(cpd00001)[0] <=> amp(cpd00018)[0] ppi(cpd00012)[0] asn-L(cpd00132)[0] glu-L(cpd00023)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00416	(1) H2O[0] + (1) ATP[0] + (1) L-Aspartate[0] + (1) L-Glutamine[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) L-Asparagine[0]
0010	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase	1pyr5c(cpd02431)[0] nad(cpd00003)[0] (2) h2o(cpd00001)[0] <=> glu-L(cpd00023)[0] nadh(cpd00004)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00503	(2) H2O[0] + (1) NAD[0] + (1) 1-Pyrroline-5-carboxylate[0] <=> (1) NADH[0] + (1) L-Glutamate[0] + (1) H+[0]
0011	(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase	1pyr5c(cpd02431)[0] nadp(cpd00006)[0] (2) h2o(cpd00001)[0] <=> glu-L(cpd00023)[0] nadph(cpd00005)[0] h(cpd00067)[0]	N	N	Y	Y	rxn00504	(2) H2O[0] + (1) NADP[0] + (1) 1-Pyrroline-5-carboxylate[0] <=> (1) NADPH[0] + (1) L-Glutamate[0] + (1) H+[0]
